name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Gaido's Seafood Restaurant,4.2,"3900 Seawall Blvd. Galveston, TX  77550 ",187,Seafood,$30 and under,Galveston,http://www.gaidos.com,nickgaido@gaidos.com,(409) 762-9625 x1500,4.2 / 5,"Gaido's was a wonderful place to eat. The food was delicious and the service was excellent, but the dish lacked the plate presentation for the price. My husband and I shared the seafood combination plate with snapper, scallops, and grilled shrimp. While it tasted great, it looked like it was slapped on the plate and snapper fillet was extremely small. Overall, it was very good; however, I do not think we will order the same dish on our next vacation.",07/13/2012
Gigi's Asian Bistro and Dumpling Bar,3.8,"5085 Westheimer Ste. B2515 Houston, TX  77056",72,Asian,$30 and under,Galleria / Uptown,http://www.gigisasianbistro.com,events@gigisasianbistro.com,(713) 629-8889,3.8 / 5,"I sent the information from OpenTable, and told the hostest that it was our anniversary. We wanted a table that had nice romatic area, such as one of the curtain tables that NOBODY was sitting at. Was told that this was only reserved for party of 6 or more. No parties of more than 4 showed up there while we were dining. We were left in an open dining room, with a waiter that we had to find. The food was OK, but not great. I actually had to add soy sauce because the food lacked salt. My wife enjoyed her fish, but the vegetables were not well seasoned. The DimSum very tasty, but very small portion for the price paid. I expected considerably more in everything for the price paid.",06/25/2012
Glass Wall,4.3,"933 Studewood Houston, TX  77008 ",132,Contemporary American,$31 to $50,Heights/Washington,http://www.glasswalltherestaurant.com,Info@glasswalltherestaurant.com,(713) 868-7930,4.3 / 5,We were hesitant to try this restaurant after seeing many mediocre reviews but decided to give it a go since it is almost within walking distance from home. We found the service awkward and the food a bit below average. Both cuts of beef were less than tender and lacked flavor (let's just say the leftovers are going to my dogs) and although the sides were tasty it was only due to the abundance of butter in everything. The highlight for me was the unique bowl my soup was served in - not exactly what I hope to leave a pricey restaurant excited about.,07/10/2012
Greek Brothers Oyster Bar & Grill,3.5,"133 S. Mechanic El Campo, TX  77437 ",6,Steakhouse,$30 and under,El Campo,http://www.greekbros.com,matthew@greekbros.com,(979) 543-1757,3.5 / 5,Food tasted great. We ordered grilled shrimp and grilled chicken and enjoyed it very much. We even stayed for the entertainment and danced the night away. Haven't done that in a long time. Will definitely look for this band again when they return to our area. So fun!,07/07/2012
Grotto - Houston,4.2,"4715 Westheimer Houston, TX  77027 ",73,Italian,$30 and under,Galleria / Uptown,http://www.grottohouston.com,g610@ldry.com,(713) 622-3663,4.2 / 5,you helped make my sister's birthday very special. We all appreciated your efforts on our behalf.,07/09/2012
The Grove,4.0,"1611 Lamar St. Houston, TX  77010 ",162,American,$30 and under,Downtown,http://www.thegrovehouston.com/,"",(713) 337-7321,4 / 5,The restaurant was nice and view was good but I feel the quality of food didn't match the price there were asking for.,07/07/2012
Guri do Sul Brazilian Steakhouse,3.9,"1400 Research Forest Drive The Woodlands, TX  77381 ",90,Brazilian,$31 to $50,The Woodlands,http://www.guridosulsteakhouse.com,guridosulbraziliansteakhouse@yahoo.com,(281) 907-4146,3.9 / 5,Great cuts of meat! Prepared with delicious spices! Shrimp and Lamp Chops were divine!,07/07/2012
Haven,4.2,"2502 Algerian Way Houston, TX  77098 ",319,Southern,$31 to $50,Upper Kirby/Shepherd Corridor,http://www.havenhouston.com,kathryne@havenhouston.com,(713) 581-6101,4.2 / 5,"Food was as usual top notch. Using locally sourced organic vegetables and meats, the chef has once again combined the best of Texas flavors with fine cuisine.",07/14/2012
Hearsay Gastro Lounge,4.3,"218 Travis Street Houston, TX  77002 ",124,Gastro Pub,$30 and under,Downtown,http://www.hearsayhouston.com,hearsay@lh2g.com,(713) 225-8079,4.3 / 5,"Great place for an up-casual meeting with people who enjoy drinks with their food. Reasonable price for valet parking ($5). Nice bar, helpful serving staff. Gets a bit congested later in the evening because the restaurant is narrow, but they did a good job avoiding true overcrowding. Food could best be characterized as a haute-cuisine take on bar-food: tasty, and pairs nicely with your alcohol. Looking forward to going back!",07/13/2012
Hubbell & Hudson Market & Bistro,4.6,"24 Waterway Ste. 125 The Woodlands, TX  77380",161,Contemporary American,$30 and under,The Woodlands,http://www.hubbellandhudson.com,info@hubbellandhudson.com,(281) 203-5641,4.6 / 5,Always a wonderful meal from H&H and this time was no exception! Service was impeccable. Menu had changed from last time I was there - but it was all excellent! This was a celebration supper and it was all I could have asked for and more!,07/13/2012
Ibiza Food and Wine Bar,4.4,"2450 Louisiana St. Houston, TX  77006 ",238,Mediterranean,$30 and under,Midtown / Montrose,http://www.ibizafoodandwinebar.com,info@ibizafoodandwinebar.com,(713) 524-0004,4.4 / 5,"Incredibly consistent, dinner was terrific, should have been voted #1 restaurant in Houston....",07/14/2012
III Forks - Houston,4.1,"1201 San Jacinto Houston, TX  77002 ",107,Steak,$31 to $50,Downtown,http://www.iiiforks.com/location.php,houston@iiiforks.com,(713) 658-9457,4.1 / 5,"The service was amazing! Our server was very attentive, and the manager stopped by to check on us as well. This was our first time dining at lll Forks, and we will definitely go back.",07/14/2012
Inn at Dos Brisas,4.6,"10000 Champion Drive (Off FM1155) Washington, TX  77880 ",9,Contemporary American,$50 and over,Brenham,http://www.dosbrisas.com,reservations@dosbrisas.com,(979) 277-7750,4.6 / 5,Best restaurant I have ever been to and I have been to some great restaurants.,06/03/2012
J. McKinney's at the Hotel Fredonia,4.8,"200 North Fredonia Nacogdoches, TX  75961 ",4,American,$31 to $50,Nacogdoches,http://www.hotelfredonia.com/,jmckinneys@hotelfredonia.com,(936) 564-1234,4.8 / 5,"The wine was wonderful, new menu items devine, we will be back each month for Wine and Dine.",06/26/2012
Jamaica House,3.5,"6357 Westheimer Houston, TX  77057 ",16,Caribbean,$30 and under,Galleria / Uptown,http://www.myjamaicahouse.com/portal/,info@myjamaicahouse.com,(713) 339-1004,3.5 / 5,"Very affordable, and our favorites tasted just as we remembered them from our last trip to Jamaica. Restaurant was casual and comfortable. The sweet potato fries are FANTASTIC.",07/11/2012
Jasper's - The Woodlands,4.3,"9595 Six Pines Dr #900 The Woodlands, TX  77380 ",196,American,$30 and under,The Woodlands,http://kentrathbun.com/jaspers/thewoodlands/,shawnj@kentrathbun.com,(281) 298-6600,4.3 / 5,"we had a romantic dinner at a great place..food and drinks were great tasting, great quailty and flavor! Our waiter was on ""his A game"". The level of noise was a bit higher than some places--but it was not unbearable.",07/13/2012
Julia's Bistro,4.4,"3722 Main Houston, TX  77002 ",68,Latin / Spanish,$31 to $50,Downtown,http://www.juliasbistro.com,juliasbistrohouston@gmail.com,(713) 807-0090,4.4 / 5,The food was just okay but overpriced. The service is extremely slow. We went on a Thursday. There was only one other couple when we arrived. We sat for about 10 minutes until we were finally able to flag someone to take our drink order.,07/12/2012
Kata Robata,4.4,"3600 Kirby Drive Suite H Houston, TX  77098",206,Sushi,$30 and under,River Oaks,http://www.katarobata.com,nick@katarobata.com,(713) 526-8858,4.4 / 5,Great meal and service. Too noisy for conversation.,07/13/2012
Katsuya - Houston - SBE,3.7,"2800 Kirby Drive Houston, TX  77098 ",177,Japanese,$31 to $50,Upper Kirby/Shepherd Corridor,http://www.sbe.com/katsuya,katsuyahouston@sbe.com,(713) 590-2800,3.7 / 5,"Unfortunately Katsuya is more of a name without the food or service to back it up. We had a group of 6, and we all enjoy sushi. Not a single person in the group thought Katsuya's sushi was anywhere near the best they'd ever had. It was fair-good in quality, nothing special, and I've had as good as or better sushi at much less flashy spots in Houston. Another issue we had was service. It was very slow and their team and our server did not make us feel very important. It took 15 minutes for our drinks to come out after we had to ask for our server to come take our order twice. The appetizers were expensive and very small when they came out. Overall, a fair experience. Nothing terrible, but nothing special. We will not be returning.",07/13/2012
Killen's Steakhouse,4.6,"2804 S. Main Street Pearland, TX  77581 ",94,Steak,$31 to $50,Alvin / Pearland,http://www.killenssteakhouse.com,ronnie@killenssteakhouse.com,(281) 485-0844,4.6 / 5,"The best steaks I have ever had (superior to Ruths Chris) and the sides were fantastic. Extensive variety of steaks but otherwise a fairly short menu. Highly recommended, if your looking for someplace special to go and get fantastic food and great service this is it.",07/11/2012
Kiran's,4.5,"4100 Westheimer Road Houston, TX  77027 ",88,Indian,$30 and under,Galleria / Uptown,http://www.kiranshouston.com,info@kiranshouston.com,(713) 960-8472,4.5 / 5,We always enjoy the food and dining experience at one of our top Houston restaurants.,07/07/2012
Kirby's Prime Steakhouse - The Woodlands,4.4,"1111 Timberloch Place The Woodlands, TX  77380 ",126,Steakhouse,$50 and over,The Woodlands,http://www.kirbyssteakhouse.com,thewoodlands@kirbyssteakhouse.com,(281) 362-1121,4.4 / 5,"I made a great impression on the wife choosing Kirby's as the place to celebrate our 37th year anniversary. Having valet parking available, roses (and card) waiting at the table, and that special touch of dessert at the end was something exceptional. Oh yeah, the servings of filet mignons each of us ordered was cooked to perfection. We've already told several friends about the experience.",07/12/2012
Kona Grill - Houston,3.4,"5061 Westheimer Road Houston Galleria Houston, TX  77056",16,Contemporary American,$30 and under,Galleria / Uptown,http://www.konagrill.com,houston@konagrill.com,(713) 877-9191,3.4 / 5,"I got a call an hour before the reservation to confirm the lunch and for the # of vegetarian menus required as I had requested in my reservation. This just set the tone of the excellent service that was to follow. The server kept on checking on us every few minutes for beverages/food. Food was served v fast and the group enjoyed their entrees. One of them had requested an egg salad and when the plates were being removed mentioned a few pieces of egg shells being present. The server was v apologetic and within a few minutes wrote off the salad from the bill. Shortly thereafter, the manager showed up, apologized, explained how they use fresh eggs, and made amends immediately with a huge cake! Kona won everyone over in our group!",07/11/2012
Kris Bistro & Wine Lounge,4.4,"7070 Allensby Houston, TX  77022 ",70,Contemporary French,$30 and under,Downtown,http://www.krisbistro.com,krisbistro@ciaml.com,(713) 358-5079,4.4 / 5,The wine list was excellent and very reasonable priced. The presentation of the food was lovely and everything was delicious. Our waiter was very attentive. We would definitely go back and recommend Kris Bistro.,07/13/2012
La Brisa on the Creek,3.4,"501 Wesley Drive League City, TX  77573 ",5,Mexican,$30 and under,League City,http://labrisa.net,reservations@labrisa.net,(281) 554-4000,3.4 / 5,"Got there ahead of time from our reservation, but the hostess was very helpful and got us seated right away.Our favorite waitress (Patron)was'nt there and we paid for that by having to wait for our food, drinks, salsa refill but when we got served,..the food was hot and good. It was a bit noisey.",06/24/2012
La Colombe d'Or,3.6,"3410 Montrose Blvd Houston, TX  77006 ",14,European,$50 and over,Midtown / Montrose,http://www.lacolombedor.com,opentable@lacolombedor.com,(713) 524-7999,3.6 / 5,Excellent staff and very personable. Can not wait to return.,05/18/2012
La Griglia - Houston,4.2,"2002 West Gray Houston, TX  77019 ",159,Italian,$30 and under,River Oaks,http://www.lagrigliarestaurant.com/,lagriglia@ldry.com,(713) 526-4700,4.2 / 5,"Food is always good. I often will have wine by the glass (wife does not drink) and they served my wine at the right temperature (i.e. cooler than ""room temperature"") which is something I don't see nearly often enough.",07/14/2012
La Prima Grill,3.5,"12719 Westheimer Rd. Houston, TX  77082 ",2,Italian,$30 and under,West Side,http://www.laprimagrill.com,prima.grill@yahoo.com,(281) 496-3010,3.5 / 5,The food and service were great. Our waitress was funny and hospitable. She served great Margaritas!,04/10/2012
La Riviera Restaurant,4.0,"3700 S. Texas Ave. , Ste 300 Bryan, TX  77802 ",44,Contemporary American,$30 and under,Bryan,http://www.lariviera-bcs.com,info@lariviera-bcs.com,(979) 846-5913,4 / 5,The food was cooked perfectly and correct as ordered. The wait was short as well - perfect night out!,07/02/2012
Las Alamedas,3.9,"23501 Cinco Ranch Blvd, Suite F140 Katy, TX  77494 ",83,Mexican,$30 and under,Katy,http://www.LasAlamedas.com,info@lasalamedas.com,(281) 347-3030,3.9 / 5,"Las Alamedas always delights the senses with exceptional food, great wines and excellent service. They continue the fine tradition established in the Memorial area and it is now a pleasure to dine with them in our local neighborhood!",07/04/2012
Las Ventanas,3.6,"14555 Grisby Road Houston, TX  77079 ",29,Traditional Mexican,$30 and under,West Side,http://www.lasventanas.net,Phillester77@hotmail.com,(281) 752-6990,3.6 / 5,"The food was very nice; the margaritas you cannot take them lightly, they are very serious margaritas!",07/12/2012
Latin Bites,4.2,"5709 Woodway Dr. Suite J Houston, TX  77057",179,Peruvian,$30 and under,Galleria / Uptown,http://www.latinbitescafe.com,info@latinbitescafe.com,(713) 229-8369,4.2 / 5,"First time visiting Lating Bites and what it could have been a wonderful dining experience turned into a mediocre one, thanks to untrained wait staff.It took about 45 minutes to close our tab + 2 waiters + 1 manager and 3 credit card swipes (per person) to have our restaurant tab split evenly between 3 of us. I'm still checking my bank account to make sure my credit card hasn't been charged 3 different times. Food was delicious and cocktails were fantastic. I'll be visiting Latin Bites again, but next time I'll be paying cash.",07/12/2012
Laurenzo's Restaurant,4.0,"4412 Washington Avenue Houston, TX  77007 ",144,American,$30 and under,Heights/Washington,http://www.laurenzos.net,christine@laurenzos.net,(713) 880-5111,4 / 5,"We came for a birthday dinner on a Friday night. We had told them it was a birthday in the reservation but the waiter apparently never got that information. We all ordered prime rib, which we understood was their speciality. We were disappointed. It wasn't that any of the food was bad, but it was just nothing special. And my husband's full order (not the petit order) of prime rib looked just the same size as a petite order. The meat was very ordinary. The prices are certainly on the high side, so we did not feel we got good value for the money. Will try somewhere else next time for sure.",07/09/2012
Line & Lariat,3.4,"220 Main St. Houston, TX  77002 ",14,Contemporary American,$30 and under,Downtown,http://www.hotelicon.com,zeequreshi@hotelicon.com,(832) 667-4470,3.4 / 5,"We've been a few times---keeps getting worse and worse. This will be our last. We're pretty sure this hotel and restaurant are now just used for some kind of money laundering. They are constantly [extensively] remodeling the hotel and never seem to have all that many guests. They honestly don't seem to care about the restaurant at all. The food was all microwaved, but they might have used a toaster oven for the fries and fried catfish....the service was inattentive at best, it was really comical. There were only 3 tables and 5 service staff standing around and we waited forever. Such a beautiful space--it should be packed....but again, they don't seem to care if they have people in there or not.....something shady is going on there",07/06/2012
Lomonte's Italian Restaurant & Bar,4.5,"14510 Grisby Road Houston, TX  77079 ",39,Italian,$30 and under,West Side,http://www.lomontes.com,relax@lomontes.com,(281) 496-0030,4.5 / 5,This is our third year to celebrate our anniversary at Lomonte's. Each year they make it a special andmemorable occasion.,07/05/2012
Luca & Leonardo Ristorante,3.8,"20 Waterway Ave., Ste 105 The Woodlands, TX  77380 ",41,Italian,$31 to $50,The Woodlands,http://www.lucaleonardo.com/,jramirez@amrestinc.com,(832) 510-2110,3.8 / 5,"Emjoyed service, food and music. So fortunate weather allowed us outside which was special treat.",07/01/2012
Luigi's Patio Ristorante,4.1,"3975 SH 6 South Suite 100 College Station, TX  77845",55,Italian,$30 and under,College Station,http://luigispatioristorante.com,info@luigispatioristorante.com,(979) 693-2742,4.1 / 5,A great place if your looking for something more than the local chain Italian food. The inside patio area offers a unique setting and the food is wonderful.,07/14/2012
Lynn's Steakhouse,4.8,"955 Dairy Ashford Houston, TX  77079 ",39,Steakhouse,$31 to $50,West Side,http://lynnssteakhouse.com,info@lynnssteakhouse.com,(281) 870-0807,4.8 / 5,"As ALWAYS, LYNN'S STEAKHOUSE is head & shoulders above ANY Houston restaurant!",06/29/2012
The M & M Restaurant & Bar,4.0,"2401 Church St Galveston, TX  77550 ",29,American,$30 and under,Galveston,http://www.mmgalveston.com,info@mmgalveston.com,(409) 766-7170,4 / 5,Fried asparagus is our favorite. We were made aware of this resturant through Open Table.com and are returning customers.,06/16/2012
Maggiano's - Houston,4.4,"2019 Post Oak Blvd. Houston, TX  77056 ",348,Italian,$30 and under,Galleria / Uptown,http://www.maggianos.com,houston.information@maggianos.com,(713) 961-2700,4.4 / 5,Waitress didnt give my gf and me much attention. She was always over at the other table helping a party of 10. Even after she said she had an other waitress helping her. Poor serivce this time .,07/14/2012
Majorca Bistro & Tapas,3.6,"207 A Gray Street Houston, TX  77002 ",48,Spanish,$30 and under,Midtown / Montrose,http://www.majorcabistroandtapas.com,info@majorcabistroandtapas.com,(832) 582-7176,3.7 / 5,"great place, great staff, food was good, but they could do better on the dessert selection on the brunch buffet. Excellent value and wonderful band!",07/15/2012
Mark's American Cuisine,4.5,"1658 Westheimer Road Houston, TX  77006 ",321,Contemporary American,$50 and over,Midtown / Montrose,http://www.marks1658.com,marks1658@hotmail.com,(713) 523-3800,4.5 / 5,"I can tell the good people at Mark's feel the same way.Our waiter helped us with wines, greatly described the apps and food and helped to indulge us with dessert. (Grayson)The content on the website and menus posted is helpful for foodies.",07/14/2012
Masraff's,4.6,"1753 Post Oak Blvd Houston, TX  77056 ",253,American,$31 to $50,Galleria / Uptown,http://www.masraffs.com,dine@masraffs.com,(713) 355-1975,4.6 / 5,"My date and I went there to support the Tony's Prostate Cancer Research Foundation. Our waiter, Kenny was wonderful! I ordered muscato and he brought a German riesling as a second option. Appetizers; quail and calamari. I am not a fan of quail but the calamari was delicious. The entrees; pork chop and halibut were cooked to perfection. My date does not eat cheese so Kenny offered to replace the polenta for mashed potatoes. Dessert; peach creme brulee and sorbet. Peach brulee was a lovely surprise and the sorbet was the perfect after dinner dessert.",07/13/2012
MAX's Wine Dive - Houston,4.3,"4720 Washington Avenue, Suite B Houston, TX  77007 ",250,Comfort Food,$30 and under,Heights/Washington,http://www.maxswinedive.com/houston/index.php,jeremy@maxswinedive.com,(713) 880-8737,4.3 / 5,"Food was delicious, service was decent considering how busy it was--their sunday brunch is the best!!!",07/15/2012
McCormick & Schmick's Seafood - Houston,4.1,"1151-01 Uptown Park Blvd. Houston, TX  77056 ",165,Seafood,$31 to $50,Galleria / Uptown,http://www.McCormickandSchmicks.com,msho@ldry.com,(713) 840-7900,4.1 / 5,"I really enjoyed the food, along with their amazing cocktails",07/14/2012
McCormick & Schmick's Seafood - Houston - Pavilions,3.9,"1201 Fannin Street #121 Houston, TX  77002 ",133,Seafood,$30 and under,Downtown,http://www.McCormickandSchmicks.com,mshdfoh@ldry.com,(713) 658-8100,3.9 / 5,"Our large group of 18 at one table and 12 at another had the ""best of service"" possible before our PLAY at the ALLEY.This is an annual treat for us.....and you made it very special with JASON our server, he's top of the line. Large groups don't intimidate him, because he's professional, classy, cool and friendly. Thanks Jason.",07/07/2012
McCormick & Schmick's Town & Country Village,4.0,"791 Town &amp; Country Blvd. Suite 160 Houston, TX  77024",171,Seafood,$31 to $50,West Side,http://www.mccormickandschmicks.com,msht@ldry.com,(713) 465-3685,4 / 5,Great food and atmosphere! Appetizers are fantastic and wine list is pretty good. Reasonbly priced and noise level is low enough to have a normal conversation without yelling.,07/14/2012
Mezzanotte Ristorante,4.6,"13215 Grant Road Suite 1200 Cypress, TX  77429 ",51,Italian,$30 and under,CyFair,http://www.mezzanotteristorante.com,gerry@mezzanotteristorante.com,(832) 717-7870,4.6 / 5,Food was wonderful had the best table in the bar. and the singer on Saturday was delightful. We had a great evening.,06/30/2012
Mockingbird Bistro,4.5,"1985 Welch Houston, TX  77019 ",163,Contemporary French,$31 to $50,Midtown / Montrose,http://www.mockingbirdbistro.com,chefjohnsheely@aol.com,(713) 533-0200,4.5 / 5,"I decided to try Mockingbird Bistro on a Friday night for a first date and I was pleasantly surprised. Our waiter was extremely friendly and the staff in general were very nice. The food was delicous and I believe the manager or possibly the owner stopped by the table and made sure our experience was enjoyable. Will definitely come back. My date and I came in for dinner around 8:30PM. We split and appetizer, an entre, and ordered a bottle wine. We stayed pretty late and never felt rushed. I completely lost track of time and the staff was still friendly, this spoke volumes to me. I always hate being the last annoying customer at a place and try to avoid making people stay just for me, but this place was so accomodating.",07/13/2012
Molto Bene Italian Restaurant,4.2,"8817 Highway 6 Suite 200 Missouri City, TX  77459",18,Italian,$30 and under,Missouri City,http://www.moltobenerestaurant.com,info@moltobenerestaurant.com,(281) 778-1474,4.2 / 5,"Small restaurant. Nice, expensive wine list but they also have BYOB. Service was very good. Wait for the food was rather long, particularly since it is a small restaurant (call ahead for reservations), but worth the wait. The calamari was overdone, but the chicken marsala and spaghetti bolognese excellent. Very nice flavor. Will definitely return to this restaurant.",07/14/2012
Monarch @ Hotel Zaza,4.0,"5701 Main St. Houston, TX  77005 ",52,Contemporary American,$31 to $50,W. University / Med Center,http://www.hotelzazahouston.com/trendy-houston-restaurants.php,"",(713) 527-1800,4 / 5,I would totally recommend the Monarch to anyone that wants to a great place for any occasion.,07/14/2012
Morton's The Steakhouse - Houston - Downtown,3.9,"1001 McKinney Street Houston, TX  77002 ",36,Steak,$50 and over,Downtown,http://www.mortons.com,cm.mhd@mortons.com,(713) 659-3700,3.9 / 5,I don't usually do these surveys unless something horrible or outstanding happened. This place was amazing! I booked a reservation for my friends bday and the experience was over and beyond of what I was expecting. The printed custome menus to reflect his birthday. The server was very polite and hospitable. Great ambiance and food!,07/13/2012
Morton's The Steakhouse - Houston - Galleria,4.2,"5000 Westheimer Houston, TX  77056 ",99,Steak,$50 and over,Galleria / Uptown,http://www.mortons.com,gm.mho@mortons.com,(713) 629-1946,4.2 / 5,Always have a good meal and good service. This remains a first class restaurant.Howard Anders,07/13/2012
Mo's a Place for Steaks - Houston,4.4,"1801 Post Oak Boulevard #1E Houston, TX  77056",16,Steak,$50 and over,Galleria / Uptown,http://www.mosaplaceforsteaks.com/houston,"",(713) 877-0720,4.4 / 5,Johnny is one of the best owner-managers in the business...He understands what it takes to run a restaurant.,06/30/2012
Napoli Italian Restaurant,3.6,"4450 East Sam Houston Parkway South #A Pasadena, TX  77505 ",7,Italian,$30 and under,Pasadena,http://www.napolipasadena.com/,elia.maftoum@napolirestaurants.com,(281) 998-2223,3.6 / 5,"Yum, yum, yum!!! As an Italian American I don't typically eat Italian food out at restaurants, but the meal I had a Napoli was authentic and delicious! I have been to Houston twice, and have enjoyed two meals at this restaurant.",06/26/2012
Nardino,3.6,"14800 Westheimer Rd Suite D Houston, TX  77082 ",11,Italian,$30 and under,West Side,http://www.NardinoRistorante.com,Reserves@NardinoRistorante.com,(281) 496-1022,3.6 / 5,"Excellent food preparation, presentation and service.",06/23/2012
Ninfa's on Navigation,4.2,"2704 Navigation Blvd Houston, TX  77003 ",175,Mexican,$30 and under,East Side,http://www.ninfas.com/,juanz@ninfas.com,(713) 228-1175,4.2 / 5,Fantastic experience. Wonderful for groups of any size. I enjoyed sitting in Moses' section - great customer service!! Will most certainly return & recommend.,07/09/2012
NOE at the Omni Hotel-Houston,4.5,"4 Riverway Houston, TX  77056 ",4,American,$31 to $50,Galleria / Uptown,http://www.noerestaurant.com/index.htm,agutierrez@omnihotels.com,(713) 871-8181 x1554,4.5 / 5,Had a really great dinner fob was superb! Best kept secret in Houston.,04/08/2012
Nordstrom Bistro N,3.6,"5192 Hidalgo Street Houston, TX  77056 ",25,Contemporary American,$30 and under,Galleria / Uptown,http://www.nordstrom.com,jon-michael.rogers@nordstrom.com,(832) 201-2710,3.6 / 5,"Although we've been here a few times, and the food and service are always very good, this recent visit was a surprise in terms of the number of families and children. As a result, it was a bit noisier than we prefer.",06/24/2012
Oceanaire Seafood Room - Houston,4.2,"5061 Westheimer Rd Suite 8050 Galleria Houston Houston, TX  77056",174,Seafood,$31 to $50,Galleria / Uptown,http://www.theoceanaire.com,oaho@ldry.com,(832) 487-8862,4.2 / 5,I was dissapointed in the food. we ate at the Oceanaire. in Orlando and had. a great meal. Our fish at the Houston location was overcooked,07/07/2012
Olivette,4.0,"111 North Post Oak Lane Houston, TX  77024 ",37,Contemporary American,$30 and under,Galleria / Uptown,http://www.houstonian.com/Olivette.aspx,olivette@houstonian.com,(713) 685-6713,4 / 5,FIRST TIME DINING THERE. Had a party if nine. Not sure if waiting over one hour for food her is the norm. I had shrimp sandwich and fruit. sandwich was good and fruit fresh.,07/13/2012
Ouisie's Table,4.0,"3939 San Felipe Road Houston, TX  77027 ",268,Southern,$30 and under,Galleria / Uptown,http://www.ouisiestable.com,ouisiestable@ouisiestable.com,(713) 528-2264,4 / 5,"As expected Ouisie's Table was a fantastic evening. The service, the live music, the ambiance... everything was exceptional. The table was preset with our wine selection already waiting. The requested glasses of champagne were delivered just at the perfect moment and the two appetizers came moments later. My wife was very impressed. Our one and only less than 4 star experience was the scallops she ordered. They just weren't as appealing as she had hoped. Otherwise everything, including the dessert, was impeccable. My wife hasn't stopped boasting about our evening since. Thank you Ousie's Table for helping me to have a special evening with my wife in honor of her birthday. We loved it.",07/14/2012
Palazzo's Trattoria,4.0,"2300 Westheimer Houston, TX  77098 ",10,Italian,$30 and under,River Oaks,http://www.palazzos.com,upper.kirby@palazzos.com,(713) 522-6777,4 / 5,"Out for a special dinner with our 15 year old. Food was good and our server was terrific! there were two large parties in the area we were seated, so sometime a bit louder than was comfortable.",07/13/2012
Palm Restaurant - Houston,4.3,"6100 Westheimer Houston, TX  77057 ",145,Steakhouse,$31 to $50,Galleria / Uptown,http://www.thepalm.com/Houston,jmartin@thepalm.com,(713) 977-2544,4.3 / 5,Always a great meal at The Palm. Food is always cooked well and the staff is always friendly and attentive.,07/11/2012
Pappas Bros. Steakhouse,4.6,"5839 Westheimer Rd. Houston, TX  77057 ",371,Steak,$50 and over,Galleria / Uptown,http://www.pappasbros.com,pappasbroshouston@pappas.com,(713) 780-7352,4.6 / 5,Great birthday dinner celebration. Second time for us and we'll do it again.,07/13/2012
Peli Peli,4.6,"110 Vintage Park Blvd. Suite P Houston, TX  77070",402,American,$30 and under,Champions / Spring,http://www.pelipeli.com,thomas@pelipeli.com,(281) 257-9500,4.6 / 5,"This place is a hidden gem. People are now driving from 30 minutes away - Houston, The Woodlands to try it out. The food is top notch. Chef Paul is very personable and is often seen greeting patrons at their tables. I hate to give such a good review, because I know they will only get busier, but I've been here at least 6 times, and they're just awesome. Try the Hugenot Filet.",07/14/2012
Perry's Italian Grille,4.5,"1001 Pineloch Suite 1100 Houston, TX  77062",102,Italian,$30 and under,Clear Lake / Webster / Bay Area,http://www.perrysitaliangrille.com,Pineloch@PerrysItalianGrille.com,(281) 488-2626,4.5 / 5,"Enjoyed our meal, but portions are huge and service was very slow.",06/30/2012
Perry's Steakhouse & Grille - Champions,4.5,"9730 Cypresswood Dr. Houston, TX  77070 ",306,Steakhouse,$31 to $50,Champions / Spring,http://www.PerrysSteakhouse.com,Champions@PerrysSteakhouse.com,(281) 970-5999,4.5 / 5,"Perry's is an all in one restaurant. This location is romantic, vibrant, energetic and just a great place for lunch and dinner. The food is absolutely fabulous.",07/13/2012
Perry's Steakhouse & Grille - Cinco Ranch/Katy,4.3,"23501 Cinco Ranch Blvd. Suite Q100 Katy, TX  77494",257,Steakhouse,$31 to $50,Katy,http://www.perryssteakhouse.com,Katy@PerrysSteakhouse.com,(281) 347-3600,4.3 / 5,We always go to Perry's for a special night out. We have never had a bad meal and the staff has been helpful as well as knowledgable about wine selection.,07/15/2012
Perry's Steakhouse & Grille - Clear Lake,4.5,"487 Bay Area Blvd. Houston, TX  77058 ",245,Steakhouse,$31 to $50,Clear Lake / Webster / Bay Area,http://www.PerrysSteakhouse.com,Clearlake@PerrysSteakhouse.com,(281) 286-8800,4.5 / 5,"Waitstaff was great, food was delicious. Enjoyed every bite, turtle soup and escargot highly recommended.",07/14/2012
Perry's Steakhouse & Grille - Memorial City,4.4,"9827 Katy Freeway Houston, TX  77024 ",319,Steakhouse,$31 to $50,West Side,http://www.PerrysSteakhouse.com,Memorial@PerrysSteakhouse.com,(832) 358-9000,4.4 / 5,"We were there for our anniversary with our sons. We were brought a fantastic appetizer due to a comment I had made previously about the butternut squash side dish. My husband ordered his steak ""medium"" and it was overcooked so we sent it back. The rest of us had our food already so it held up the rest of us eating waiting on his steak. The manager took care of the cost of the steak which we appreciated, but still our dinner felt out of sync since that had happened. It wouldn't keep us from going back, but wasn't one of our more memorable evenings there. They did a good job of trying to fix the problem with my husband's steak.",07/14/2012
