name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Cima (formerly known as Restaurant Avondale),4.3,"126 Riverfront Lane Avon, CO  81620 ",27,Latin American,$50 and over,Avon,http://www.richardsandoval.com,"",(970) 790-5500,4.3 / 5,"Amazing, highly original food, and gracious, consistent service. Wonderful restaurant experience!",07/12/2012
Citron Bistro,4.0,"3535 S Yosemite Denver, CO  80237 ",140,American,$30 and under,Tech Center / Greenwood Village,http://www.citronbistro.com,george@citronbistro.com,(303) 771-5800,4 / 5,"Citron Restaurant is good, not great. There is nothing wrong with the food but it does nothing to inspire one. We had trout, salmon and ahi entrees all of which were fine. The wine list follows the same pattern as the food. I think the reason this restaurant is so popular is that the prices are very good. All of our entrees were less than $20 and the wines are similarly well-priced. Service is friendly and efficient. If you want good food at a reasonable price, this is the place for you.",07/06/2012
Cliff House at Pikes Peak,4.5,"306 Canon Ave Manitou Springs, CO  80829 ",72,Contemporary American,$30 and under,Manitou Springs,http://www.thecliffhouse.com/cliffhouse-dining-room,info@thecliffhouse.com,(719) 785-2415,4.5 / 5,"An example of marketing making a restaurant look so much better than it actually is. The dining room was very worn and tired looking. I ordered the Colorado lamb and it was simply awful. My dining partner had a vegetarian dish that she did enjoy, but I don't think it made up for my entree being so terrible. The two waiters attending us provided good service, however the service did not make up for the poor quality of the food. Perhaps this restaurant has seen better days, but I will not be going back.",07/12/2012
Colorado Mountain Brewery,4.0,"1110 Interquest Pkwy Colorado Springs, CO  80906 ",20,Brewery,$30 and under,Colorado Springs,http://cmbrew.com,"",(719) 434-5750,4.1 / 5,Service was Slow and not personable.Out of a signature beer (stout)BBQ sauce on Ribs was way too sweet.chocolate cake was DRY and not warm.Out of raspberry sauce for deserts. Was not told this until after plates were being put on our table. Took WAY too long to have desert delivered.,07/08/2012
Colore Italian Restaurant & Pizzeria,4.3,"2700 S. Broadway Englewood, CO  80113 ",19,Italian,$30 and under,Englewood,http://colorepm.com,chris@colorepm.com,(303) 761-4332,4.3 / 5,great surprise on broadway....salmon with artichokes and tomatoes could not have been better....friend had scampi...also delicious with big shrimp. Huge salads....everything fresh and well presented,07/15/2012
Colt & Gray,4.2,"1553 Platte Street Denver, CO  80202 ",204,Contemporary American,$31 to $50,Downtown/LoDo,http://www.coltandgray.com/,"",(303) 477-1447,4.2 / 5,"I have always been a fan of Colt and Gray. I'm not sure what happened on our last visit. The service was not good, and the food was undercooked, seasoned poorly, and the presentation was sloppy. I was truly disappointed. I will give them another try later.",07/18/2012
Colterra,4.3,"210 Franklin St. Niwot, CO  80504 ",269,French,$30 and under,Boulder,http://www.colterra.com/,gm@colterra.com,(303) 652-0777,4.3 / 5,"Party of 7 and we had a wonderful evening in the garden. Food was great, drinks were great and staff kept us comfortable. Perfect summer dining. Also, kitchen was willing to accommodate my food allergies with a delicious variation on a menu item.",07/15/2012
Coohills,3.9,"1400 Wewatta Suite 100 Denver, CO  80202",123,French American,$30 and under,Downtown/LoDo,http://www.coohills.com,coohills@coohills.com,(303) 623-5700,3.9 / 5,"My wife and I have dined at Coohills many times. Many of favorites (pizza, sliders, spinach etc.) are included on the bar menu, but the main dining menu is also very good. We wish Coq au Vin was on the main menu all the time. An exceptional list of wines are offered. Service is outstanding, especially Jamie at the bar.",07/17/2012
Cool River Cafe - Denver,4.2,"8000 East Belleview Ave #C-10 Greenwood Village, CO  80111 ",152,Steakhouse,$31 to $50,Tech Center / Greenwood Village,http://www.coolrivercafe.com,denvergm@coolrivercafe.com,(303) 771-4117,4.2 / 5,Great food and service as always.,07/19/2012
Coquette's Bistro & Bakery,4.4,"915 Manitou Ave Manitou Springs, CO  80829 ",14,American,$30 and under,Manitou Springs,http://www.coquettesbistroandbakery.com,coquettesbistro@gmail.com,(719) 685-2420,4.4 / 5,"Mother's Day Brunch our 2nd year in a row! Food absolutely wonderful, we all had a different crepe, all very tasty. We sat outside last year, weather great. Cool and rainy this year, so sat inside where it is very 'cosy' and 'noisy' but still enjoyed our day. Staff very accommadating and pleasant!",05/13/2012
Coral Room Highlands,4.1,"3489 West 32nd Ave Denver, CO  80211 ",74,American,$30 and under,Highlands,http://www.coralroom.com,john@coralroom.com,(303) 433-2535,4.1 / 5,"Awesome food, goat cheese cheese-cake is a must appetizer. Happy hour with $6 wines, 2 for 1 apps, quiet restaurant, choice of sitting, and excellent service is the value way to go. Definately a new favorite.",07/07/2012
The Corner Office Restaurant and Martini Bar Denver,3.8,"1401 Curtis Street Denver, CO  80202 ",223,"Global, International",$30 and under,Downtown/LoDo,http://www.thecornerofficedenver.com,reservations@thecornerofficedenver.com,(303) 825-6500,3.8 / 5,Recently attended a conference in Denver and loved the Corner Office. We ate there four times! Very good food! Highly recommended!,07/09/2012
Corridor 44,4.0,"1433 Larimer Street Denver, CO  80202 ",28,American,$31 to $50,Downtown/LoDo,http://www.corridor44.com/,brian@corridor44.com,(303) 893-0044,4 / 5,"Every time I have been, the staff are tops in Denver.",06/29/2012
Cosmo Bar & Dining,4.6,"919 Main Avenue Durango, CO  81301 ",58,Contemporary American,$30 and under,Durango,http://www.cosmodurango.com,reservations@cosmodurango.com,(970) 259-2898,4.6 / 5,My wife and I really enjoy Cosmo's. It is our favorite restaurant in town. Over the years we have celebrated many special occasions there and look forward to many more!!,07/14/2012
Cosmopolitan - Telluride,4.6,"300 West San Juan Avenue Telluride, CO  81435 ",53,Contemporary American,$31 to $50,Telluride,http://www.cosmotelluride.com,reservations@cosmotelluride.com,(970) 728-1292,4.5 / 5,Great location and wonderful food!,07/18/2012
Craftwood Inn,4.2,"404 El Paso Blvd Manitou Springs, CO  80829 ",131,Wild Game,$30 and under,Manitou Springs,http://www.craftwood.com,rewards@craftwood.com,(719) 685-9000,4.2 / 5,Always an enjoyable experience!,07/19/2012
Cucina Colore,4.2,"3041 East Third Avnue Denver, CO  80206 ",125,Italian,$30 and under,Cherry Creek,http://www.cucinacolore.com,cucinacolore@comcast.net,(303) 393-6917,4.2 / 5,The food is consistently good. The atmosphere is upbeat and lively. The service is always attentive.,07/14/2012
Cuvee World Bistro,3.6,"305 Gold Rivers Court #104B Basalt, CO  81621",9,Fusion / Eclectic,$30 and under,Basalt,http://www.cuveebistro.com,mitch@cuveebistro.com,(970) 927-4000,3.6 / 5,"Wonderful, delicious food and great service in a casual place. The chef creates creative dishes that are fabulous and the staff is welcoming and efficient. All in all a lovely experience.",07/16/2012
Dagabi Cucina,4.5,"3970 N. Broadway #101 Boulder, CO  80304",62,Spanish,$30 and under,Boulder,http://www.dagabicucina.com,info@dagabicucina.com,(303) 786-9004,4.5 / 5,"We went early on a Saturday evening and were seated immediately outdoors, our choice of location. The waitress was very prompt in getting our drink order and bringing them. We ordered both from the tapa or ""happy hour"" menu and the regular menu. The tapas were outstanding - bruschetta, mini caesar, and caprese. Delicious and the perfect amount. The two entrees were lovely as well.One was a fabulous plate of mushroom ravioli and the other a simple spaghetti with marinara. An order of garlic bread was, of course, the perfect complement. Throughout the meal the waitress was attentive to our needs and the hostess was helpful in clearing the table and refilling the water. All in all, a great meal and a wonderful experience!",07/15/2012
Del Frisco's Double Eagle Steakhouse - Denver,4.5,"8100 E. Orchard Rd Greenwood Village, CO  80111 ",373,Steakhouse,$50 and over,Tech Center / Greenwood Village,http://delfriscos.com,delfriscos.denver@dfrg.com,(303) 796-0100,4.5 / 5,Fabulous!!!Dinner service was superb!Caring staffHighly recommendWill be back again & again!!,07/20/2012
Delizios,3.8,"2299 W. Main Street Littleton, CO  80120 ",44,Contemporary American,$30 and under,Littleton,http://www.delizios.com,info@delizios.com,(720) 897-6550,3.7 / 5,"Service a bit slow. One person in our group ordered a salad that failed to arrive. Overall, a very pleasant experience.",06/21/2012
Delvickio's - Broomfield,4.0,"1100 US Hwy 287 Broomfield, CO  80020 ",22,Italian,$30 and under,Broomfield,http://facebook.com/delvickios,ikegonzalez@delvickios.com,(303) 466-5333,4 / 5,"We never know what to expect when a new restaurant opens, which is the fun of trying new restaurants. We ate at Delvickio's for our first time recently, with a group of 6 of us, all adults. The specials were very good, and the amount of crab in one of the specials was outstanding! The sausage had just enough spice for most folks, and not over powering. We all were pleasantly surprised at the quality of the meals, size and variety on the menu. We all had meals, no one tried the pizza/sandwiches or calzones. The service was not rushed, and we very much appreciated it. We will be back! Thank you!",03/24/2012
Deno's Mountain Bistro,4.1,"78911 US Hwy 40 Winter Park, CO  80482 ",19,American,$30 and under,Winter Park/Granby/Grand Lake ,http://denoswp.com,nick@denoswp.com,(970) 726-5332,4.2 / 5,Deno's is a dining institution in Winter Park. Their happy hour is very good. Our favorite waiter made the dining experience delightful. They have lots of tables on the patio for al fresco dining when the weather permits.,07/14/2012
Denver Chophouse,4.2,"1735 19th Street #100 Denver, CO  80202 ",345,Steakhouse,$31 to $50,Downtown/LoDo,http://www.chophouse.com,denver@chophouse.com,(303) 296-0800,4.2 / 5,Good food as always. The service was a little lacking. Waitress forgot extra salad dressing as requested and then disappeared for about 20 mins.,07/19/2012
Denver Tea Room,4.6,"1820 E. Colfax Denver, CO  80218 ",27,Afternoon Tea,$30 and under,Uptown,http://www.thedenvertearoom.com,info@thedenvertearoom.com,(303) 321-2236,4.6 / 5,"Our high tea experience was wonderful. The food was very good, the service outstanding, and the owners took time to visit personally with us. It was a great experience, and I will definitely be returning!",07/13/2012
Diegos Mexican Food & Cantina,4.0,"1600 Champa St. On the 16th Street Mall @ Champa Street Denver, CO  80202",11,Mexican,$30 and under,Downtown/LoDo,http://www.diegosdenver.com,diegosdenver@twitter.com,(303) 343-4671,4 / 5,"We were seated on time, and the service staff were very helpful. They handled two late arrivals with speed. The food was very good, and everyone's order was accurate. We had a good time!",07/06/2012
dish restaurant,4.1,"56 Edwards Village Bld # 230 Edwards, CO  81632 ",29,"Global, International",$30 and under,Edwards,http://www.eatdrinkdish.com,info@eatdrinkdish.com,(970) 926-3433,4.1 / 5,Very expensive for an average experience. Interesting menu. Food is brought out as it is prepared so you could watch people eating as you wait for your dish. They suggest you share but I didn't really want what the others ordered. Staff is friendly and attentive but over all not a place I would recommend unless you want a noisy expensive different experience,07/17/2012
django's Restaurant & Wine Bar,4.9,"620 Gothic Road Mountaineer Square Crested Butte, CO  81225",24,Tapas / Small Plates,$30 and under,Crested Butte,http://www.djangos.us,reservations@djangos.us,(970) 349-7574,4.9 / 5,"We had a great time with 8 adults and ordered one of everything! It was all great buyout favorites were the ravioli, gnocchi and the Brussels sprouts!",07/19/2012
The Dredge Restaurant,3.6,"180 West Jefferson Breckenridge, CO  80424 ",16,American,$30 and under,Breckenridge/Frisco/Copper/Keystone,http://www.dredgerestaurant.com,stevenrockne@hotmail.com,(970) 453-4877,3.6 / 5,"The Dredge exceeded our group of 14's expectations! The service was exceptionsl, the food very good, and the unique setting was great. We were celebrating our 50th Reunion of friendship as Jefferson County Colorado teachers and it was indeed a special celebration thanks to the Dredge!",07/04/2012
The Dunraven Inn,4.2,"2470 Highway 66 Estes Park, CO  80517 ",117,Italian,$30 and under,Estes Park,http://www.dunraveninn.com,akmorgan27@hotmail.com,(303) 586-6409,4.2 / 5,"The Dunraven is the restaurant to go to in Estes Park. It is always very busy. We have been going there for many years, and this time the food was better than ever and our service was excellent.",07/17/2012
Duo Restaurant,4.3,"2413 W. 32nd Ave. Denver, CO  80211 ",297,Contemporary American,$30 and under,Highlands,http://www.duodenver.com,stephanie@duodenver.com,(303) 477-4141,4.3 / 5,We love Duo's farm to table approach. Between three of us we did a pretty good job of covering the menu. They were all great.,07/14/2012
Dusty Boot - Aurora,3.6,"16270 E. Arapahoe Rd. Unit 202 Foxfield, CO  80016",36,Burgers,$30 and under,Aurora,http://foxfield.dustyboot.com/,dbolders@dustyboot.com,(303) 565-4200,3.6 / 5,"For whatever reason, it seemed as if food was rushed out. Appetizer not all that hot and burgers were both undercooked. We were in a hurry and did not make anyone aware. Both of our stomachs were a little queasy later in the day.",07/16/2012
Dusty Boot - Greenwood Village,3.5,"5960 S. Holly St. Greenwood Village, CO  80111 ",24,Burgers,$30 and under,Tech Center / Greenwood Village,http://greenwood.dustyboot.com/home/welcome,dbolders@dustyboot.com,(303) 565-4785,3.5 / 5,"Went here 4 years ago and the service was terrible, thought that would change...it did not.",06/23/2012
Earls - Cherry Creek,3.8,"201 Columbine Street Denver, CO  80206 ",33,"Global, International",$30 and under,Cherry Creek,http://www.earls.ca/locations/index.php,echerrycreek@earls.ca,(303) 320-3275,3.8 / 5,Loved this place! All five of us loved our meals and they had my favorite wine! We will definitely be back!,07/13/2012
Earls Downtown Denver,4.2,"1600 Glenarm Place, Suite 140 Denver, CO  80202 ",64,"Global, International",$30 and under,Downtown/LoDo,http://www.earlsdowntowndenver.com,eglenarm@earls.ca,(303) 595-3275,4.2 / 5,It's not really a place for kids but we took our three kids and it worked outfine. There was no kids menue but the portion will do for 11 and up. Upstairs dinning is superb! Drinks are on point. I put scenic view but it's not really scenic. It's still beautiful to sit out there at night.,07/07/2012
Earls Restaurant - Park Meadows,3.6,"8335 Park Meadows Center Drive Lone Tree, CO  80124 ",55,"Global, International",$30 and under,Highlands Ranch/Lone Tree/Parker,http://www.earls.ca,earlsparkmeadows@earls.ca,(303) 792-3275,3.6 / 5,"Back on the right track, the place has been great lately",07/12/2012
East by Southwest,4.4,"160 E. College Dr. Durango, CO  81301 ",61,Sushi,$30 and under,Durango,http://www.eastbysouthwest.com,exsw@durango.net,(970) 247-5533,4.5 / 5,"We love East by Southwest's sushi!! The service is ok... we didn't get our water refilled until we were ready for the check! I wouldn't say that's typical of them, but I definitely go for the food more so than the service.",06/30/2012
The Edge,5.0,"690 Carriage Way Snowmass, CO  81615 ",1,Contemporary American,$30 and under,Snowmass,http://www.theedgesnowmass.com,mharris@thetimberline.com,(970) 923-4004,5 / 5,"The James Mazzio inspired menu matches the beautiful mountain setting in this Snowmass hot spot. Great reasonably priced wine list, killer beer carpaccio, outstanding kale salad, excellent lobster po'boy and cod. Be sure to try if in the area--Aspen quality and half the prices of most Aspen eateries.",07/15/2012
EDGE Restaurant & Bar at Four Seasons Hotel Denver,4.3,"1111 14th St Denver, CO  80202 ",189,Steakhouse,$31 to $50,Downtown/LoDo,http://www.edgerestaurantdenver.com,alex.valencia@fourseasons.com,(303) 389-3343,4.3 / 5,Enjoyed the bone-in ribeye and would certainly compare to the best in Denver. when I got up for a moment the waiter offered to take my steak back into the kitchen to keep it warm. Worthy of the Four Seasons brand.,07/17/2012
EightK at Viceroy Snowmass,4.0,"130 Wood Road Snowmass Village, CO  81615 ",5,American,$31 to $50,Snowmass,http://www.viceroyhotelsandresorts.com/snowmass/dining-and-nightlife/eight_k.php,thomas.rekasis@viceroysnowmass.com,(970) 923-8008,3.8 / 5,Fried chicken and snapper were excellent. Grab a seat in the high back seats near the bar area next to the fire. Service was friendly and unobtrusive. Cocktails are overpriced but food and wine are moderately priced.,07/01/2012
El Diablo,4.0,"101 N Broadway Denver, CO  80203 ",92,Mexican,$30 and under,Baker,http://www.eldiablorestaurant.com,lauli@eldiablorestaurant.com,(303) 954-0324,4 / 5,"The food was creative, spicy and exceptional, as were all the salsas. The host and wait staff were very friendly and professional. An exceptional Mexican restaurant.",07/09/2012
El Monte Grill - Fort Collins,4.1,"1611 S. College Ave. Suite 100 Fort Collins, CO  80525 ",42,Mexican,$30 and under,Fort Collins,http://www.elmontegrill.com/,Sarah@elmontegrill.com,(970) 372-1869,4.1 / 5,"Went early on a Sunday afternoon. The service was great (we were the only customers, I said it was early). The food really was very good. Will be returning.",07/08/2012
El Senor Sol- Downtown,5.0,"2301 E. 7th Street Denver, CO  80211 ",1,Mexican,$30 and under,Downtown/LoDo,http://www.elsenorsol.com,francisco.elsenorsol@yahoo.com,(303) 455-2500,5 / 5,Great food. Amazing queso. Reasonably priced.,05/25/2012
Elevation Restaurant,4.1,"304 East Hopkins Avenue Aspen, CO  81611 ",16,Contemporary American,$31 to $50,Aspen,http://www.elevationaspen.com/,"",(970) 544-5166,4.1 / 5,"This is by far our favorite Aspen restaurant. We try to dine at Elevation at least once every time we visit. It is a great place for a dressy, romantic meal, but also a comfortable, friendly, and casual atmosphere. Sitting outside on a nice evening is perfect!",07/18/2012
Ellina Restaurant and Bar,4.5,"430 E. Hyman Ave. Aspen, CO  81611 ",19,American,$31 to $50,Aspen,http://www.ellinaaspen.com,info@ellinaaspen.com,(970) 925-2976,4.4 / 5,The food was excellent. Good place for dinner.,07/11/2012
Ellyngton's at the Brown Palace,4.6,"321 17th Street Denver, CO  80202 ",57,Contemporary American,$31 to $50,Downtown/LoDo,http://www.brownpalace.com,ellyngtons@brownpalace.com,(303) 297-3111,4.6 / 5,"always a great restaurant for a business lunch, food always good and service excellent",07/17/2012
Elway's Cherry Creek,4.4,"2500 East 1st Ave Suite 101 Denver, CO  80206",395,Steakhouse,$30 and under,Cherry Creek,http://www.elways.com,info@elways.com,(303) 399-5353,4.4 / 5,"My wife and I are from Las Vegas,Nev.We have eaten at several nice places over the years,and this was the first time the waiter brought out our entree while we were only half way through the appetizer(we felt rushed).The appetizer we had was the grilled artichoke.While it had a good taste,it was almost impossible to eat(tough)",07/18/2012
ELWAY'S Downtown,4.3,"1881 Curtis Street Denver, CO  80202 ",174,Steakhouse,$31 to $50,Downtown/LoDo,http://www.elways.com/downtown,Samantha.S.Lee@ritzcarlton.com,(303) 312-3107,4.3 / 5,Great steak...good service...loud...wine list overpriced,07/19/2012
Elway's Vail,3.4,"174 E. Gore Creek Drive Vail, CO  81657 ",42,Steakhouse,$31 to $50,Vail,http://www.elways.com/Vail,vail@elways.com,(970) 754-7818,3.4 / 5,Average at best. Steaks over cooked and artichoke dreadful.,07/13/2012
Ember,4.3,"106 E Adams Ave Breckenridge, CO  80424 ",81,"Global, International",$30 and under,Breckenridge/Frisco/Copper/Keystone,http://www.emberbreck.com,info@emberbreck.com,(970) 547-9595,4.3 / 5,Always great food and outstanding service.,07/20/2012
The Empire Lounge and Restaurant,4.1,"816 Main St. Louisville, CO  80027 ",29,American,$30 and under,Boulder,http://www.theempirerestaurant.com/,lexi@theempirerestaurant.com,(303) 665-2521,4.1 / 5,Very good although seemed super expensive. The beignets are not to be skipped! One of the best desserts in Boulder County!,07/06/2012
Euclid Hall,4.0,"1317 14th St Denver, CO  80202-1703 ",26,International,$30 and under,Downtown/LoDo,http://www.euclidhall.com,info@euclidhall.com,(303) 595-4255,4 / 5,The menu was all over the place and the food was mediocre. Real disappointment for a Jennifer Jankins restaurant.,07/06/2012
Famous Steakhouse,4.5,"31 N Tejon St. Colorado Springs, CO  80903 ",34,Steakhouse,$31 to $50,Colorado Springs,http://thefamoussteakhouse.net,famoussteakhouse@gmail.com,(719) 227-7333,4.5 / 5,"Although it was a bit noisy, the service and food made up for it.",07/20/2012
Farro Italian Restaurant,4.3,"8230 So. Holly St Centennial, CO  80122 ",74,Italian,$30 and under,Highlands Ranch/Lone Tree/Parker,http://www.farrorestaurant.com,farrorestaurant@gmail.com,(303) 694-5432,4.3 / 5,First time to visit Farro's. Risotto and grilled shrimp and peas app was awesome. Great fresh and herby pastas had by all. Great service and delicious Chianti recommendation. We'll be back for reasonable prices and quality Italian food!,07/13/2012
Fiestas Cafe & Cantina,4.0,"0057 Edwards Access Road PO Box 1254 Edwards, CO  81632",3,Mexican / Southwestern,$30 and under,Edwards,"",debbie@fiestascafe.com,(970) 926-2121,4 / 5,"Food was real fresh... I probably wouldn't go there for a hot date, but good fresh food?... ABSOLUTELY",04/15/2012
Firenze a Tavola,4.1,"4401 Tennyson St. Denver, CO  80212 ",60,Italian,$30 and under,Highlands,http://www.parisidenver.com,info@parisidenver.com,(303) 561-0234 x2,4.1 / 5,Third time dining at Firenze and it has been consistently delicious! Had the chicken breast with a citrus sauce...it was serviced with delicious oyster mushroom!,07/13/2012
Flagstaff House,4.6,"1138 Flagstaff Road Boulder, CO  80302 ",242,American,$50 and over,Boulder,http://flagstaffhouse.com,"",(303) 442-4640,4.6 / 5,We had a great time...the service was excellent and the food was great. Very enjoyable evening.,07/18/2012
Flame Restaurant,4.1,"One Vail Rd Vail, CO  81657 ",19,Steakhouse,$31 to $50,Vail,http://www.flamerestaurantvail.com,flame.restaurant@fourseasons.com,(970) 477-8650,4.1 / 5,"Very good steak/game restaurant at exorbitant prices. Sooo, is it priceworthy? Maybe, maybe not.",07/08/2012
Flatiron's,3.8,"2540 Tenderfoot Hill Street Colorado Springs, CO  80906 ",43,American,$30 and under,Colorado Springs,http://www.flatirons.biz,flatirons@conceptrestaurants.net,(719) 576-2540,3.9 / 5,Good food. Server very nice but a little annoying. Checked on us way too many times. Very very loud. Too loud inside restaurant.,07/06/2012
Flatz,3.7,"500 Flatiron Blvd Broomfield, CO  80021 ",10,Steak,$30 and under,Broomfield,http://www.renaissanceflatiron.com/flatz-restaurant.aspx,ryan.macisaac@whitelodging.com,(720) 587-3025,3.7 / 5,"Beautiful venue. Great location. Food and service, so so.",05/19/2012
Fleming's Prime Steakhouse & Wine Bar - Denver,4.4,"191 Inverness Drive West Denver, CO  80112 ",88,Steak,$31 to $50,Englewood,http://www.flemingssteakhouse.com/Denver,denver@flemingssteakhouse.com,(303) 768-0827,4.5 / 5,"Being from out of town, we had no idea what to expect, and were pleasantly surprised to find a lovely deck, nice decor and knowledgeable staff. But the food was what really stood out. The best steak I've had in a long time. And the staff knew their wines. The waiter was a bit harried and took too long bringing the drinks, but otherwise fine.",07/20/2012
Fleur Bistro,3.5,"1225 Logan St. Denver, CO  80203 ",36,American,$30 and under,Downtown/LoDo,http://www.fleurbistro.com,fleurbistro@gmail.com,(303) 832-1300,3.5 / 5,"The location and seating outside is nice. The coffee and service by Simon was excellent and the food was very typical, please season the eggs! I would recommend as the food is good it is just not great.",07/15/2012
Flights Wine and Coffee - A Wine Cafe,3.8,"116 Stone Street Morrison, CO  80465 ",18,Tapas / Small Plates,$30 and under,Morrison,http://www.flightswinecafe.com,flightswinecafe@hotmail.com,(303) 667-9034,3.8 / 5,"Way too expensive for such small portions. Also, would have been nice if someone told us about what we were drinking rather than just giving us a little list.",06/29/2012
The Fort,4.3,"19192 Hwy. 8 Morrison, CO  80465 ",402,Steakhouse,$31 to $50,Morrison,http://www.thefort.com,fortmail@thefort.com,(303) 697-4771,4.3 / 5,"Our serves Lynn and Brandon were wonderful. They were very friendly, polite and professional and made us feel very special. This was our first visit to ""The Fort"" and we very impressed. It is a spectacular venue.",07/13/2012
Foxnut Slopeside Sushi,3.7,"15 W. Thomas Place 4th Floor Beaver Creek, CO  81620 ",6,Sushi,$31 to $50,Beaver Creek,http://www.bcfoxnut.com,suzy@bcfoxnut.com,(970) 845-0700,3.4 / 5,"Aside from obviously house made sushi -- mediocre at best -- the food is suspiciously Sysco-esque. Service was 'in training' and could not describe one of the menu items labeled 'pork wings' -- what is a pork wing? Shouldn't your server know? Points for a well executed up, cold, dry Sapphire martini. Otherwise meh. Beaver Creek was an utter disappointment and this dining experience fit right in. Not what the marketing suggests. Families with lots of poorly behaved children. Loud. Obnoxious. Beware. We checked out after 1 night and headed to Breckenridge. Much more relaxing.",06/30/2012
Frasca Food and Wine,4.4,"1738 Pearl Street Boulder, CO  80302 ",168,Italian,$31 to $50,Boulder,http://www.frascafoodandwine.com,info@frascafoodandwine.com,(303) 442-6966,4.4 / 5,Wonderful dinner! Our only regret was that the dessert came out too frozen to be eaten and had to be substituted with the gelato trio. This is the second time that we have dined here and have been let down by the final course. Obviously they lost the talent of the exceptional pastry chef they once had and it is beginning to effect the overall satisfaction of the meal. They also use to give out complimentary house made chocolates - where have those gone?,07/18/2012
Fresh Fish Co.,3.9,"7800 East Hampden Denver, CO  80231 ",312,Seafood,$30 and under,Tech Center / Greenwood Village,http://www.thefreshfishco.com,fishco@thefreshfishco.com,(303) 740-9556,3.9 / 5,This was some of the best fish I have ever eaten! Excellent! I had the orange roughy and my friend had the Colorado Sea Bass. Both were outstanding! Service was great. I would go there again.,07/19/2012
Freshcraft,4.1,"1530 Blake Street Unit A Denver, CO  80202",56,Contemporary American,$30 and under,Downtown/LoDo,http://www.freshcraft.com,jason.forgy@freshcraft.com,(303) 758-9608,4.1 / 5,We had a group of 5. Wait staff was knowledgeable and helpful / attentive. Food was good; try the fried pickles! Reasonably priced. Nice atmosphere and not too loud.,07/16/2012
Fruition Restaurant,4.7,"1313 E. 6th Avenue Denver, CO  80218 ",396,Comfort Food,$30 and under,Central,http://www.fruitionrestaurant.com,info@fruitionrestaurant.com,(303) 831-1992,4.7 / 5,"Let's amke this simple: it was the finest meal I've ever had. The oysters Rockefeller appetizer, the sturgeon, the duck, the service, and everything else were divine. I can't recommend this place highly enough. If you want an amazing meal and don't require a large venue or live music, Fruition is simply spectacular.",07/18/2012
Fuel Cafe,4.4,"3455 Ringsby Court #105 Denver, CO  80216 ",112,Contemporary American,$30 and under,Downtown/LoDo,http://fuelcafedenver.com,bob@fuelcafedenver.com,(303) 296-4642,4.4 / 5,Great food! LAMB GNOCCHI was awesome!,07/14/2012
Fujiyama Sushi and Hibachi,4.3,"1100 Sgt Jon Stiles Drive #106 Highlands Ranch, CO  80129",20,Japanese,$31 to $50,Highlands Ranch/Lone Tree/Parker,http://www.fujiyamaco.com/,purdueal@hotmail.com,(303) 470-1888,4.3 / 5,"We were celebrating a birthday with 12 people around the hibachi, it was alot of fun.",07/14/2012
Gabriel's Restaurant,4.6,"5450 Manhart Street (Hwy 67) Sedalia, CO  80135 ",227,Italian,$31 to $50,Castle Rock,http://www.GabrielsDenver.com,feedback@GabrielsDenver.com,(303) 688-2323,4.6 / 5,"This is a very special restaurant; we think the best in the Denver area. Creative and portions that do not make you uncomfortable. It is approx. an hour drive for us, but well worth the drive.",07/17/2012
Gaia Bistro,4.1,"1551 South Pearl St. Denver, CO  80210 ",17,Contemporary American,$30 and under,Wash Park,http://www.gaiabistro.com,jon@gaiabistro.com,(303) 777-5699,4.1 / 5,"The food was good but nothing outstanding. The pumpkin ravioli didn't have a good flavor. We expected to be a little sweet, but instead it was kinda bland. My side salad was wilted. What also made this experience less than desirable was that we dined there when the temperature outside was about 100 degrees. We decided to sit inside because we thought it would be cooler but we were wrong. There is no A/C and no fans to help cool you down. It was a miserable evening.",06/22/2012
Game Creek Restaurant,4.8,"Vail Mountain, Game Creek Bowl Vail, CO  81658 ",18,Contemporary American,$50 and over,Vail,http://www.gamecreekrestaurantvail.com,jmejia@vailresorts.com,(970) 754-4275,4.8 / 5,This is THE best restaurant in Vail. The food is fabulous and a wonderful view to complement the dining experience.,07/19/2012
The Garden,4.6,"3435 Albion Street Denver, CO  80207 ",12,Vegetarian,$30 and under,Park Hill,http://www.thegarden-parkhill.com,aleece@thegarden-parkhill.com,(303) 321-5231,4.6 / 5,"My friends and I had a truely enjoyable brunch at this new and upcoming restaurant. I loved that the food was tasty but really healthy at the same time. I left feeling full, but not weighed down. I would highly recommend this restaurant.",07/07/2012
Garden Terrace at the Hotel Jerome,3.3,"330 East Main Street Aspen, CO  81611 ",6,American,$31 to $50,Aspen,http://hoteljerome.aubergeresorts.com/dine,justin.wilson@aubergeresorts.com,(970) 429-7732,3.3 / 5,"We actually enjoyed our dinner at the Hotel Jerome, but when we stopped back by the Bar after a show that night, the bartender was such a complete ditz, she spilled hot water all over my arm, and didn't even notice. We'll not give them a good review for that reason and would recommend against anyone visiting this place.",07/11/2012
