name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Citizen Public House,4.2,"7111 E. 5th Ave Ste. E Scottsdale, AZ  85251 ",215,Contemporary American,$30 and under,Scottsdale,http://www.citizenpublichouse.com,info@citizenpublichouse.com,(480) 398-4208,4.2 / 5,Food was wonderful. Had the Lamb Burger and fries. It got very noisy in restaurant so it can get hard to hear your date. Service was good but drinks were a little slow on the refill.,07/15/2012
Compass Restaurant - Hyatt Regency Phoenix,4.4,"122 North Second Street Phoenix, AZ  85004 ",81,Contemporary American,$31 to $50,Phoenix,http://www.phoenix.hyatt.com/hyatt/hotels/entertainment/restaurants/index.jsp,"",(602) 440-3166,4.4 / 5,"A very nice restaurant with good food, great service and unbeatable view.",07/17/2012
Core Kitchen and Wine Bar at The Ritz-Carlton Dove Mountain,4.5,"15000 North Secret Springs Drive Marana, AZ  85658 ",41,Contemporary American,$31 to $50,Marana,http://www.ritzcarlton.com/en/Properties/DoveMountain/Dining/core_kitchen/Default.htm,"",(520) 572-3000,4.5 / 5,Everything about The Core was wonderful!,06/28/2012
Cork Restaurant - Chandler,4.4,"4991 S. Alma School Rd. Ste 1 Chandler, AZ  85248 ",98,Contemporary American,$31 to $50,Chandler,http://www.corkrestaurant.net,info@corkrestaurant.net,(480) 883-3773,4.5 / 5,"We came for the tasting menu before the restaurant closed for the summer. Having been here for their happy hour fare we were excited to see what the chef could create. The food started out great. Perfectly cooked and seasoned. We tried all the different selections that were brought out to our table of 4 and there were plenty of ohhs and ahhs. But as the evening progressed and we moved to the entrees, 3 (hangar steak, couscous, and pork belly) of the 4 dishes were so incredibly salty, we couldn't finish them. The evening did end in a good note with beautiful desserts that were prepared with just the right amount of sweetness.",06/30/2012
Cottage Place Restaurant,4.7,"126 W. Cottage Ave Flagstaff, AZ  86001 ",62,Contemporary American,$31 to $50,Flagstaff,http://www.cottageplace.com,info@cottageplace.com,(928) 774-8431,4.7 / 5,Delicious food and excellent service by Fritz; we love going to the Cottage when we are in Flagstaff!,07/13/2012
Coup des Tartes,4.4,"4626 N. 16th Street Phoenix, AZ  85016 ",202,Fusion / Eclectic,$31 to $50,Phoenix,http://www.nicetartes.com,info@nicetartes.com,(602) 212-1082,4.4 / 5,"As always, this was a fantastic experience for my husband and me. The food is so good it is difficult to make a choice. I had the sea bass, which seriously, was probably the best I have ever had. My husband had the lamb shank, which is always great there too. This is such a sweet little place, we love it!",07/18/2012
Crescent Moon,4.5,"10600 E. Crescent Moon Drive Scottsdale, AZ  85262 ",27,American,$30 and under,Scottsdale,http://www.fourseasons.com/scottsdale/dining/restaurants/crescent_moon/,"",(480) 513-5085,4.5 / 5,We liked our server and the food was good but restaurant has a poor wine list that is very over priced for a very casual restaurant.,07/06/2012
Crudo,4.4,"3603 E. Indian School Phoenix, AZ  85018 ",8,Italian,$31 to $50,Phoenix,http://www.crudoaz.com,info@crudoaz.com,(602) 358-8666,4.6 / 5,"One word, fabulous!!! A little hard to find the first timebut well worth the effort.Tell your friends and enjoy!",07/13/2012
The Cup Cafe,4.5,"311 E. Congress St. Tucson, AZ  85701 ",57,Contemporary American,$30 and under,Tucson,http://www.hotelcongress.com/cup/,todd@hotelcongress.com,(520) 798-1618,4.4 / 5,"A wonderful special meal pairing beer with food. Wonderfully done, with a delicious, creative menu. We also had a lovely time with the other diners we met at our group table. Jump, if you get a chance to enjoy one of these lovely evenings.",06/30/2012
Dakota Cafe & Catering Co,4.1,"6541 E Tanque Verde Rd Suite 7 Tucson, AZ  85715",64,Contemporary American,$30 and under,Tucson,http://www.dakotacafeandcatering.com,dakotacafe@cox.net,(520) 298-7188,4.1 / 5,"This restaurant, located in Tucson's Trail Dust Town, is advertised as dog friendly and it certainly is! It's also quite people friendly, with a great choice of salads and sandwiches at lunch. The service was excellent, the patio more than tolerable even with an ambient temperature well over 100 degrees (thanks to the misters).",07/02/2012
de la Cruz Bistro,3.7,"10 W. Main St. Mesa, AZ  85201 ",17,American,$30 and under,Mesa,http://www.delacruzbistro.net,Brian@serenadecatering.com,(480) 258-6942,3.7 / 5,"Overall great experience!!! Food, Drink, Service all top notch! I have been there a half dozen times and will keep going back, it is never a bad choice!",06/02/2012
Del Frisco's Grille - Phoenix,4.0,"2425 E. Camelback Road Phoenix, AZ  85016 ",67,American,$31 to $50,Phoenix,http://www.delfriscosgrille.com,dfgrille.phoenix@dfrg.com,(602) 466-2890,3.9 / 5,"I ordered the salmon and it was good, but I asked for it to be well done and it was more like medium rare. One of my colleagues ordered his salmon medium and it was more like medium rare also. Other than that (and the salmon was still good), it was a good experience and I will go back again.",07/17/2012
Deseo at the Westin Kierland Resort & Spa,4.3,"6902 E. Greenway Parkway Scottsdale, AZ  85254 ",108,Latin American,$31 to $50,Scottsdale,http://www.kierlandresort.com,info@kierlandresort.com,(480) 624-1202,4.3 / 5,"This was our 2nd trip to this restaurant. Food is outstanding, very creative, but not overly done. Ingredients are top quality and the menu is very interesting. Even the ceviche is not your normal citrusy ceviche. All the sauces are to die for. The cuisine is a mix of South American, Caribbean, Mexican, Japanese, French...Every plate tastes wonderful, with many flavors combined. Even the bread rolls (pan de yuca) are melting in your mouth. It is not a cheap restaurant by any mean but it is comparable to other resorts in Phoenix.I forgot to mention the cocktails! The Mango Mambo Mojito is top!! As a matter of fact I think next time I will go for cocktail and tapas (appetizers). Do not forget the chocolate cigar desert!",07/18/2012
The Desert Oasis / The Artichoke Grill,4.3,"9000 E. Chaparral Rd. Scottsdale, AZ  85256 ",24,Contemporary American,$30 and under,Scottsdale,http://scottsdalecc.edu/culinary,"",(480) 423-6284,4.3 / 5,We were a group of 12.We attended the Italian buffet on May 4.The food was a poor attempt at Italian cooking. All 12 were sadly disappointed.We've gone for lunch & dinner in the past but this did not meet our expectations.,05/04/2012
The Dhaba,4.1,"1874 E. Apache Rd. Tempe, AZ  85281 ",29,Indian,$30 and under,Tempe,http://www.the-dhaba.com,raveen@the-dhaba.com,(480) 557-8800,4.1 / 5,Outstanding service and great food. The waitress was very helpful and informative/,06/21/2012
Different Pointe of View,4.4,"Hilton Tapatio Cliffs 11111 N. 7th Street Phoenix, AZ  85020",194,Contemporary American,$31 to $50,Phoenix,http://www.differentpointeofview.com/,"",(602) 866-6350,4.4 / 5,"Here's the deal: We go for the view. It was our 26th wedding anniversary. No one asked if we were celebrating something, which would have been nice. Also, the food is average at best. The complimentary raspberry/lemonade/basil shooters were nice, so was pork bellies appetizer. The chicken - average to below average. Pork medallions undercooked - had to be sent back. Waiter should have asked how diner wanted pork cooked. The waiter smelled like smoke - not very appetizing.",07/19/2012
Dillon’s Top of Central,3.5,"8525 N. Central Ave Phoenix, AZ  85020 ",6,Barbecue,$30 and under,Phoenix,http://www.dillonsontopofcentral.com/,central@dillonsbbq.net,(602) 870-8860,3.5 / 5,The food at Dillions was amazing. The server was great and always available. The two man band was very entertaining. It was our 10th anniversary so they gave my wife wine and a choice of any desert for free. All in all a great place to dine!,07/06/2012
Dillon's Arrowhead,3.7,"20585 N. 59th Ave Glendale, AZ  85308 ",9,Barbecue,$30 and under,Glendale / Peoria,http://dillonsrestaurant.com/Arrowhead/index.html,arrowhead@dillonsbbq.net,(623) 566-8100,3.8 / 5,"Had the lunch special - Brisket Sandwich and sweet pototoe fries. Everone else had the pulled pork sandwich. The brisket was tender and had a good smoked flavor, the sweet potatoe fries were excellent. Would definitely go back.",06/20/2012
Dillon's at the Zoo,4.2,"16335 W. Northern Ave Litchfield Park, AZ  85340 ",61,Barbecue,$30 and under,Litchfield Park,http://dillonsrestaurant.com/Zoo/index.html,wildlifezoo@dillonsbbq.net,(623) 535-4249,4.2 / 5,"This moderately priced restaurant is located at the Wildlife World Zoo. From the bar area, where you can dine inside or outside, you can enjoy the flamingo habitat and catch a monkey frolicking from tree to tree in the distance now and then. Inside, you can enjoy the aquariums. The menu is extensive, and the food is wonderful. An excellent value for the moderate prices and fantastic view of the zoo.",07/16/2012
Dillon's Thunderbird,4.2,"8706 W. Thunderbird Rd. Peoria, AZ  85381 ",6,Barbecue,$30 and under,Peoria,http://dillonsrestaurant.com/thunderbird/index.html,thunderbird@dillonsbbq.net,(623) 979-5353,4.2 / 5,"basic barbecue, waitress came over to table once after taking order-never saw her",07/13/2012
District American Kitchen and Wine Bar,4.1,"320 N. 3rd Street Phoenix, AZ  85004 ",54,American,$30 and under,Phoenix,http://www.districtrestaurant.com,mithat.evirgen@sheraton.com,(602) 817-5400,4.1 / 5,"We ate a late dinner here after attending a Cirque du Soleil performance out in Glendale on a Saturday night in mid-July. The food was outstanding, starting with the best calamari appetizer we've ever had. One of us had beef, the other chicken. Both were perfectly cooked, with nuanced, flavorful sauces and to-die-for side dishes. We chose a modestlypriced cabernet that we had not had before and were pleasantly surprised.The service was attentive and friendly. A great find in downtown Phoenix.",07/14/2012
Distrito AZ,4.0,"4000 Drinkwater Blvd Scottsdale, AZ  85251 ",101,Mexican / Southwestern,$31 to $50,Scottsdale,http://www.jdvhotels.com/dining/distrito,distritoaz@garcesgroup.com,(480) 970-4444,4 / 5,"Really good food, especially the chicken and the brisket. Very tender meat and the presentation was nice. Also had a great white Sangria! I will definitely go back again!",07/14/2012
Don & Charlie's,4.2,"7501 E. Camelback Road Scottsdale, AZ  85251 ",345,American,$30 and under,Scottsdale,http://www.donandcharlies.com,leye14@aol.com,(480) 990-0900,4.2 / 5,"Don & Charlies has been around for long time serving up the best steaks, ribs & chicken for years. I have no problems telling you if you want a great meal and some the the finest sport memorabilia to look in the valley make your reservations today.",07/15/2012
DOWNTOWN Kitchen + Cocktails,4.3,"135 South 6th Ave. Tucson, AZ  85701 ",142,Contemporary American,$30 and under,Tucson,http://www.downtownkitchen.com,"",(520) 623-7700,4.3 / 5,"We enjoy going to Downtown Kitchen + Cocktails for dinner and a late night treat when appetizers, drinks, and desserts are half priced. The food is good and the atmosphere is energetic. Also, the service is attentive without being excessive. This time we went to try their Valencia Menu featuring dishes inspired by Spanish regional cuisine. While we were not impressed with the kitchen's interpretation of melon with serrano ham, cod croquettes, paella, fideuà, or horchata with fartons, the fennel ice cream with almond cake was delicious and tasted like Spain (the melon with ham soup, cod croquettes and fideuà were tasty but did not resemble the Spanish originals). We appreciate the risks the kitchen took and look forward to our next visit!",07/18/2012
Durant's,4.5,"2611 N. Central Avenue Phoenix, AZ  85004 ",227,American,$31 to $50,Phoenix,http://www.durantsaz.com,durantsaz@durants.phxcoxmail.com,(602) 264-5967,4.5 / 5,All was Purrrfect as always.Keep up the great job all staff and management of Durant's.,06/22/2012
Eddie V's - Scottsdale Quarter,4.5,"15323 N Scottsdale Rd suite E1-160 Scottsdale, AZ  85254 ",216,Seafood,$50 and over,Scottsdale,http://www.eddiev.com,comments@eddiev.com,(480) 730-4800,4.5 / 5,"What a wonderful experience. Great food, great service, great drinks. Courses were well timed, staff was well informed, professional and very happy to serve. Our birthday celebration could not have been better. Thanks!",07/12/2012
Eddie's House,4.4,"7042 E. Indian School Rd. Scottsdale, AZ  85251 ",102,American,$30 and under,Scottsdale,http://www.eddieshouseaz.com,chefeddiem@aol.com,(480) 946-1622,4.4 / 5,Always have good food & a pleasant experience at Eddie Matneys!,07/05/2012
El Chorro,4.2,"5550 E Lincoln Dr. Paradise Valley, AZ  85253 ",282,American,$31 to $50,Phoenix,http://elchorro.com,reservations@elchorro.com,(480) 948-5170,4.2 / 5,"great food and service. noisy, however. and tables right next to each other - so it's not an intimate setting, nor one even for normal conversation.",07/19/2012
elements at Sanctuary Camelback Mountain,4.5,"5700 East McDonald Drive Scottsdale, AZ  85253 ",254,Contemporary American,$31 to $50,Scottsdale,http://www.elementsrestaurant.com,reservations@sanctuaryaz.com,(800) 245-2051,4.5 / 5,Went for a business meeting and was seated in the corner (which was nice). Views were great as was the food. We both had the short-rib pasta special. I think the service was a bit overbearing as we were interrupted every few minutes with questions. I would bring business contacts here again for lunch.,07/19/2012
Feast - Tucson,4.5,"3719 E. Speedway Tucson, AZ  85716 ",225,"Global, International",$30 and under,Tucson,http://www.eatatfeast.com,mailbox@eatatfeast.com,(520) 326-9363,4.5 / 5,"Great food, wonderful place and love it that Chef Levy always greets his guests.Food is interesting and yummy. Not just a normal uninteresting menu - ever and always seasonal bests",07/18/2012
Fleming's Prime Steakhouse & Wine Bar - Chandler,4.5,"905 North 54th Street Chandler, AZ  85226 ",54,Steak,$31 to $50,Chandler,http://www.flemingssteakhouse.com/Chandler,chandler@flemingssteakhouse.com,(480) 940-1900,4.5 / 5,"The food was well prepared with above average presentation. The wine recommendation was well paired with our meal. The meal was pallet pleasing and defined with the right amount of seasoning. A good side combination were the potatoes and the asparagus. Try the calimari for an appetizer, it really pops with the sweet chile. The recommended meal closer of the Lava cake was wonderful, with the rich and sweet dessert and freash cream, great. This meal coupled with the atomosphere, made this an outstanding dining experience.",07/07/2012
Fleming's Prime Steakhouse & Wine Bar - DC Ranch,4.3,"20753 N. Pima Road Bldg. R Scottsdale, AZ  85255",54,Steak,$31 to $50,Scottsdale,http://www.flemingssteakhouse.com/DCRanch,dcranch@flemingssteakhouse.com,(480) 538-8000,4.3 / 5,I was very impressed with Flemings associates hospitality.,06/21/2012
Fleming's Prime Steakhouse & Wine Bar - Peoria,4.6,"9712 West Northern Avenue Peoria, AZ  85345 ",39,Steak,$31 to $50,Glendale / Peoria,http://www.flemingssteakhouse.com/Peoria,peoria@flemingssteakhouse.com,(623) 772-9463,4.6 / 5,The carrot cake and out waiter were outstanding!,07/13/2012
Fleming's Prime Steakhouse & Wine Bar - Tucson,4.5,"6360 N. Campbell Avenue Suite 180 Tucson, AZ  85718",76,Steak,$31 to $50,Tucson,http://www.flemingssteakhouse.com/Tucson,tucson@flemingssteakhouse.com,(520) 529-5017,4.5 / 5,Nice people doing good work. A steady kitchen and a wait staff that always seems to enjoy what they do and make guests feel comfortable. Many repeat visits for this local favorite which is only coincidentally part of a chain.,07/16/2012
The Flying V at Loews Ventana Canyon Resort,4.2,"7000 N. Resort Drive Tucson, AZ  85750 ",71,Southwest,$30 and under,Tucson,http://www.loewshotels.com/en/restaurants/flying-v-bar-grill/overview,rsaul@loewshotels.com,(520) 615-5495,4.2 / 5,"The duck tacos were sublime! They are exactly the kind of imaginitive appetizer one could expect at a upscale establishement in Mexico City. The chef and kitchen get my applause since they executed them without a hitch, especially considering the fact that duck is often botched by the inexperienced.",07/04/2012
Frank & Alberts,3.6,"Arizona Biltmore 2400 E. Missouri Phoenix, AZ  85016",58,Comfort Food,$30 and under,Phoenix,http://www.frankandalberts.com/,mhabul@arizonabiltmore.com,(602) 955-6600 x2808,3.7 / 5,"There with a special friend, it was her first time and she loved the food and the ambiance.",06/24/2012
Gianfranco Ristorante,4.3,"10434 East Jomax Rd. Scottsdale, AZ  85262 ",50,Italian,$30 and under,Scottsdale,http://www.gianfrancos.com/,"",(480) 585-6969,4.3 / 5,"Great place out in the ""country"" away from the hustle and bustle of the neighborhoods.",07/13/2012
GOLD,3.3,"245 E. Ina Tucson, AZ  85704 ",3,Contemporary American,$31 to $50,Tucson,http://www.goldtucson.com,"",(520) 917-2930,3.3 / 5,"One wants thesefolks to succeed. With the proprty being taken over by Wyndham, maybe somebody will pay attention to the potential of this lovely dining space and create a destination dining spot rather than a hotel restaurant. And ask somebody who knows something about wine to create a list worthy of the menu.",06/29/2012
Grand Canyon Dinner Theatre & Steakhouse,4.5,"Building 395 State Route 64 Tusayan, AZ  86023 ",4,Comfort Food,$31 to $50,Grand Canyon,http://grandcanyondinnertheatre.com,info@grandcanyondinnertheatre.com,(928) 638-0333,4.5 / 5,It was great to have this level of entertainment at a place we did not expect to find!,07/08/2012
Graze Desert Grille,4.2,"7677 E. Princess Blvd Scottsdale, AZ  85255 ",5,American,$31 to $50,Scottsdale,http://www.grazedesertgrille.com,graze@zonascottsdale.com,(480) 585-1000,4.2 / 5,"We had a small group (4) for a business dinner. One of the attendees had been to the restaurant for group events before. Unfortunately the server was less than attentive, despite there being a very light attendance at the restaurant. After the cocktails were served, service fell off dramatically. Appetizers were served and it was evident that she put the dinner orders in right away and wanted to hurry up with the entrees. One of the attendees used to own a restaurant and was very disappointed. We selected the restaurant based on other reviews, but will not return.",07/09/2012
Greekfest,4.2,"1940 E. Camelback Rd. Phoenix, AZ  85016 ",17,Greek,$30 and under,Phoenix,http://www.thegreekfest.com/,info@thegreekfest.com,(602) 265-2990,4.2 / 5,"Wonderful, as always. That's why we keep coming back.",07/07/2012
The Greene House - Kierland Commons,4.1,"15024 N. Scottsdale Road, Suite 100 Scottsdale, AZ  85254 ",170,American,$30 and under,Scottsdale,http://www.foxrc.com,"",(480) 889-9494,4.1 / 5,The only negative for some here would be the noise level. Had dinner with a friend with a very restricted diet and the restaurant was very accommodating.,07/13/2012
The Grill at Hacienda del Sol,4.3,"5501 N. Hacienda del Sol Rd. Tucson, AZ  85718 ",103,Contemporary American,$31 to $50,Tucson,http://www.haciendadelsol.com,"",(520) 529-3500,4.3 / 5,Always a favorite and always up to what we expect.,06/29/2012
The Grill at The Boulders,4.2,"34631 N Tom Darlington Dr Scottsdale, AZ  85377 ",10,American,$31 to $50,Carefree,http://www.theboulders.com/dining/index.cfm,TheGrill@TheBoulders.com,(480) 488-9020,4.2 / 5,The ambiance and service were very good. My dinner was delicious; my husband felt his dinner was good/fair.,04/07/2012
The Grill at The Fairmont,4.6,"17020 North Hayden Road Scottsdale, AZ  85255 ",10,Seafood,$31 to $50,Scottsdale,http://www.fairmont.com/scottsdale/GuestServices/Restaurants/TheGrill.htm,scp.thegrill@fairmont.com,(480) 585-4848,4.6 / 5,"Consistently fine dining - well prepared food, great service and fine wines. Extremely friendly personnel.",04/28/2012
The Grille at Shadowrock Sedona Hilton,4.3,"90 Ridge Trail Dr Sedona, AZ  86351-7390 ",11,Contemporary American,$30 and under,Sedona,http://www.hiltonsedonaresort.com/?page=entertainment,SDXSE_CONCIERGE@HILTON.COM,(928) 284-6909,4.3 / 5,Great food. We really enjoyed the atmosphere on the patio. Service was outstanding.,07/03/2012
Guadalajara Fiesta Grill,3.9,"750 N. Kolb Tucson, AZ  85710 ",56,Mexican,$30 and under,Tucson,http://www.ggrill.com,ggrill@att.net,(520) 296-1122,3.9 / 5,"The food has always been excellent, but this is a very noisy restaurnat! Especially when the mariachis begin playing, which while fun in sparing amounts can be overbearing when the linger too long in one section, which they frequently do. Surprisingly, the margaritas on our last vist were sub-par, the house VERY sour and the cadillac over-marnier'ed AND the server got them wrong, delivering the Cadillac to my wife and the house to me. Also the cadillac was served in a standard glass tumbler, not the bowl it typically deserves. In fairness we typically get great margaritas here but these were extremely dissapointing, and the service was so poor we didn't get the chance to notify the server.",06/29/2012
Guadalajara Original Grill,3.9,"1220 E. Prince Rd. Tucson, AZ  85719 ",56,Mexican,$30 and under,Tucson,http://www.ggrill.com,ggrill@att.net,(520) 323-1022,3.9 / 5,"This Tucson tradition has earned the ""old favorite"" label and wears it well. Nothing to get too excited about but a mammoth menu with litereally something for everyone and a variety of margarita concoctions make it a satisfying stop--always.",07/06/2012
Harvest Restaurant,4.2,"10355 N. LaCanada Dr Oro Valley, AZ  85737 ",78,American,$30 and under,Oro Valley,http://www.harvestov.com/,dine@harvestov.com,(520) 731-1100,4.2 / 5,"Creative menu with interesting fresh food options and appealing and scrumptious desserts in particular. Given that the restaurant was nearly empty, the rushed and disruptive service was somewhat disappointing. Also waiter was not particularly knowledgeable and, at times, difficult to find.",07/16/2012
The Heartline Cafe,4.1,"1610 W. Hwy 89A Sedona, AZ  86336 ",112,Contemporary American,$30 and under,Sedona,http://www.heartlinecafe.com,heartline@heartlinecafe.com,(928) 282-0785,4.1 / 5,Our Tapas meal was lousy!!! The meatballs were swimming in grease. The chicken (on skewers) were dry as the desert!!!,07/17/2012
The House at Secret Garden,4.3,"2501 E. Baseline Rd. Phoenix, AZ  85042 ",121,American,$30 and under,Phoenix,http://www.houseatsecretgarden.com,info@HouseAtSecretGarden.com,(602) 243-8539,4.3 / 5,"This was a birthday dinner for my best friend. I had dined at the House before, she had not; she loved everything about it. She had the catch of the day (halibut) and declared it the best; I had the lemon chicken and smashed potatos, really would have preferred mashed. The appetizer was outstanding and we special ordered their sweet potato chips which are unlike any other - I asked for another order to take home. Dessert - sweet potato cake with spiced whipped cream and vanilla ice cream was just right and the coffee was excellent.",06/30/2012
House of Tricks,4.4,"114 E. 7th St. Tempe, AZ  85281 ",216,Contemporary American,$30 and under,Tempe,http://www.houseoftricks.com,dining@houseoftricks.com,(480) 968-1114,4.4 / 5,"What an outstanding restaurant - a real gem! As a visitor to the area we would probably make this our first visit on each return. Wonderful menu with just the right amount of creativity - none of the dishes got away from the chef in terms of complexity and execution. Very highest quality ingredients and very fair pricing. For a small, almost hidden restaurant the choices were wide ranging. The chef's experiences in France come through in each of the dishes.",06/27/2012
HUB Restaurant & Ice Creamery,4.4,"266 E. Congress St. Tucson, AZ  85701 ",39,American,$30 and under,Tucson,http://www.hubdowntown.com,krgroup@me.com,(520) 207-8201,4.5 / 5,"We went on a Saturday night, which happened to also be a ""Second Saturday"" night downtown, so they were understandably busy. The place was packed and we got a small table near the front window, which was a lot of fun because it allowed us to watch all the weird people walk by.We started with the Asian chicken wings, which were pretty yummy, not loaded with sauce and not too crispy... really good.I got bacon cheeseburger and fries: The fries were great, the burger was way over salted. it was OK. My girlfriend ordered the mac n cheese which was very cheesy and pretty good!The drinks were both fantastic, however $8 for the tiny size of drink we got was pretty sad price :(The ice-cream was amazing (oatmeal cookie dough)",07/14/2012
Hundred Rox,3.9,"100 Amara Lane Sedona, AZ  86336 ",50,Fusion / Eclectic,$31 to $50,Sedona,http://www.amararesort.com/dining.php,"",(928) 282-4828 x321,3.9 / 5,It would have been nice to know that the restaurant was undergoing renovations. But what was really awesome was that we asked to be picked up at our nearby hotel b/c of monsoon storm and they were totally accommodating. Very grateful.,07/14/2012
Il Terrazzo - The Phoenician,4.2,"6000 East Camelback Scottsdale, AZ  85251 ",33,American,$30 and under,Scottsdale,http://www.thephoenician.com/dining,thephoenician@luxurycollection.com,(480) 423-2530,4.1 / 5,"The food and experience here are always excellent. However, I have to say both of our dishes were sub-par this go around to previous meals we've had there, which are usually excellent. I think it was just an off night. At least I hope so as we frequent this place.",06/15/2012
J&G Steakhouse Scottsdale at The Phoenician,4.4,"6000 East Camelback Road Scottsdale, AZ  85251 ",110,Steakhouse,$31 to $50,Scottsdale,http://www.jgsteakhousescottsdale.com,reservations@jgsteakhousescottsdale.com,(480) 214-8000,4.3 / 5,"The food was delicious and one of the best meals I've had in a long time. It's in a resort so there were lots of people in casual wear, with kids and unfortunately one super loud family (6 adults yelling). The table next to us asked us if we were at a ball game. Beautiful view and a great place to have dinner and then move into the patio and enjoy the view",07/17/2012
J. Alexander's,4.2,"6186 N. Scottsdale Rd Scottsdale, AZ  85253 ",62,Contemporary American,$30 and under,Scottsdale,http://www.jalexanders.com,ja32@jalexanders.com,(480) 991-2504,4.2 / 5,Really good food and service was good. My only improvement was that it was really dark in the booth and difficult to see the food - a personal preference,06/28/2012
Jasper Neighborhood Restaurant & Bar,4.3,"6370 N Campbell Ave Ste 160 Tucson, AZ  85718 ",15,Southwest,$30 and under,Tucson,http://jaspertucson.com,jasper.tucson@gmail.com,(520) 577-0326,4.3 / 5,"Excellent local jazz band was playing on the patio the Saturday evening we had dinner here. Food was mediocre--our waiter was fantastic, though. Stay away from the flatbread and try the fish tacos. Beautiful spot for outdoor dining with a spectacular view of the Catalinas.",06/30/2012
Josephine's Modern American Bistro,4.3,"503 N Humphreys Street Flagstaff, AZ  86001 ",85,American,$30 and under,Flagstaff,http://www.josephinesrestaurant.com/description.html,cheftcosentino@msn.com,(928) 779-3400,4.3 / 5,The menu seemed a bit old-fashioned. As though the menu was designed in the 1980s and not updated since. I ate a lamb dish that just had too much stuff going on: bacon and too much sweet sauce. A simpler grilled lamb chop with a sauce on the side would have been better.,07/16/2012
Kabuki Japanese Restaurant - Glendale,4.1,"6770 N Sunrise Blvd Suite G-211 Glendale, AZ  85305",9,Japanese,$30 and under,Glendale / Peoria,http://www.kabukiglendale.com,glendale@kabukirestaurants.com,(623) 772-9832,4.1 / 5,"When you walk in and the first person you see is the hostess and she can't even greet you with a smile it turns you off completely! I even tried to joke with her and nothing! It was 115 outside and she asked us if we wanted to sit outside... Really? Then she seats us and plops down the menus and walks away! Our waiter took his time to get to our table he was ok nothing special. Once we received our sushi it was sub par nothing great I think for the price it should of been a whole lot better, presentation was sloppy. The vegi ramen was great but my teriyaki salmon was horrible. I would try it again to see if things are better and only order the soup. They really need a nice hostess that knows customer service and knows how to smile.",06/17/2012
Kabuki Japanese Restaurant - Tempe,3.9,"2000 E Rio Salado Parkway Tempe, AZ  85281 ",14,Japanese,$30 and under,Tempe,http://www.kabukitempe.com,tempe@kabukirestaurants.com,(480) 350-9160,3.9 / 5,We had a group of 12. But could not reserve one table together. So had to put it in in 2 reservations. But when we arrived they were nice enough th accommodate and put all 8 of us together( 4 cancelled).They took a little time to get the tables ready. It was my daughters 20th Bday. Very nice setting and decor for the younger generations. Especially girls who like sushi and light healthy dishes. Very well chef'ed food. Appetizers were excellent and savory.Negative: took them 10 mins to get us forks and knives! Gotta know how to work chopsticks!,06/11/2012
Kai - Sheraton Wild Horse Pass Resort,4.9,"5594 W. Wildhorse Pass Blvd Chandler, AZ  85226 ",142,Southwest,$50 and over,Chandler,http://www.wildhorsepassresort.com,Kai@sheraton.com,(602) 385-5726,4.9 / 5,"I would highly recommend Kai for any special occasion or a nice night out. The food, presentation and service were all outstanding. The staff is very knowledgeable about all aspects of the menu, including the beverage/wine list. The Essence of Summer is a fantastic menu of a creamy gazpacho soup with buffalo bacon, buffalo steak cooked to perfection -- tender and juicy --, and a to die for chocolate mousse, just remove the random pistachio covered green olive (flavors did not mesh well).",07/17/2012
Kincaid's - Phoenix,4.1,"2 South Third Street Phoenix, AZ  85004 ",115,Steak,$31 to $50,Phoenix,http://kincaids.com/page/home,sredington@r-u-i.com,(602) 340-0000,4.1 / 5,Our server Drew made the experience a great one!,07/16/2012
Kingfisher Bar & Grill,4.3,"2564 E. Grant Road Tucson, AZ  85716 ",89,Seafood,$30 and under,Tucson,http://kingfishertucson.com,kfbgtuc@aol.com,(520) 323-7739,4.3 / 5,"I love this place! Always have, and it never disappoints. Food is consistently good whether at lunch or dinner, and the service is, like the food, consistently excellent.",07/17/2012
Kona Grill - Chandler,3.9,"3111 W. Chandler Boulevard Chandler Fashion Center Chandler, AZ  85226",24,Contemporary American,$30 and under,Chandler,http://www.konagrill.com,chandler@konagrill.com,(480) 792-1711,4 / 5,"I have eaten here seval time and it is always hit and miss.. Tonight was a big miss, and I don't plan on going back anytime soon. We order sushi and it came to the table a hour after we arrived. A few minutes later the entree's were sent to the table. Water glasses were empty most of the meal. The sushi was good. The entree's ranged from great (steak flatbread) to awful (meatloaf).",07/07/2012
Kona Grill - Gilbert,4.1,"2224 E Williams Field Road Gilbert, AZ  85295 ",37,Contemporary American,$30 and under,Phoenix,http://www.konagrill.com,gilbert@konagrill.com,(480) 289-4500,4.1 / 5,"We have been here many times. One of our favorite places. We went here for my wife's birthday as we love this place. Food was good but the service was horrible. Our waiter, Able, should have been named unAble was horrible. My wife ordered a drink and didn't come out as ordered, took it back and she didn't like it so ordered something else. We had a table of six. Our food took 45 minutes to come out. It wasn't busy either. Our food came out and we had ordered the Hawaiian rib eye which we have gotten before and loved, but this time it was overbooked and dry. When it came to get the check, everyone's check was messed up. We we charged for the two drinks my wife didn't want, had other people food on our bill. This happened 4 more times.",06/30/2012
