Wo Hing General Store,http://www.opentable.com/wo-hing-general-store?scpref=109&tab=2,3.7,"584 Valencia Street San Francisco, CA  94110 ",150,Chinese,$30 and under,Mission / Bernal Heights,http://wohinggeneralstore.com,eat@wohinggeneralstore.com,(415) 552-2510 x2300,3.7 out of 5,"I'm a fan of Slanted Door and since I couldn't get a booking there for our group of 8, we decided to try Wo Hing General Store. It was terrific. Our group ranges from vegan, to kosher, to meat lovers...everyone was happy and found dishes that were outstanding. The waiter was very helpful in explaining items. And the cocktails are a nice change of pace, and presented in lovely vintage glasses. All in all this was a great experience and I would add it to my short list of SF favorites.",7/9/12,http://www.pickgrapevine.com/wantmore/1035,1035
Maguire's North Dallas,http://www.opentable.com/maguires?scpref=109&tab=2,4.4,"17552 N Dallas Pky Dallas, TX  75287 ",197,American,$30 and under,North Dallas,http://www.maguiresdallas.com,eatatmaguires@mindspring.com,(972) 818-0068,4.4 out of 5,The pistacio crusted mahi mahi and shrimp and grits were fantastic. We look forward to going back for seconds.,7/16/12,http://www.pickgrapevine.com/wantmore/1036,1036
MALA - Wailea Beach Marriott  Resort,http://www.opentable.com/mala-wailea-beach-marriott-resort?scpref=109&tab=2,3.8,"3700 Wailea Alanui Drive Wailea, HI  96753 ",50,Mediterranean,$31 to $50,Wailea,http://www.malawailea.com,eatmaui@maui.net,(808) 875-9394,3.8 out of 5,"MALA was great. They have a great Gluten Free menu, only thing missing was a gluten free beer. The food and service was great and the view was FANTASTIC. Would not hesitate to go again.",7/15/12,http://www.pickgrapevine.com/wantmore/1037,1037
Communal,http://www.opentable.com/communal?scpref=109&tab=2,4.5,"102 N. University Avenue Provo, UT  84606 ",64,American,$30 and under,Provo,http://www.communalrestaurant.com,eatwell@communalrestaurant.com,(801) 373-8000,4.5 out of 5,I love Communal. I have been there a handful of times for lunch and once for dinner. The food is divine and the mention changes so often that there is always something new and tasty to try. Oh and they service is some of the best. It is a popular place so making a reservation is always a good idea. The place has personality and really is so so yummy. Worth the cost.,7/18/12,http://www.pickgrapevine.com/wantmore/1038,1038
Pizzeria Seven Twelve,http://www.opentable.com/pizzeria-seven-twelve?scpref=109&tab=2,4.7,"320 S. State Street #185 Orem, UT  84058",52,American,$30 and under,Provo,http://www.pizzeria712.com,eatwell@pizzeria712.com,(801) 623-6712,4.7 out of 5,"Amazing food, sophisticated menu items, perfect casual and attentive service, unbelievable that this place is in Utah County! Worth the trip down from Salt Lake. Will be back and bring friends.",7/18/12,http://www.pickgrapevine.com/wantmore/1039,1039
Enterprise Fish Co. - Santa Barbara,http://www.opentable.com/enterprise-fish-co-santa-barbara?scpref=109&tab=2,4,"225 State Street Santa Barbara, CA  93101 ",89,Seafood,$31 to $50,Santa Barbara,http://www.enterprisefishco.com/santabarbara/fishco.html,ebritton@enterprisefishco.com,(805) 962-3313,4 out of 5,"Service was a little slow, food was presented well and tasty.",7/15/12,http://www.pickgrapevine.com/wantmore/1040,1040
Villa Creek Restaurant,http://www.opentable.com/villa-creek-restaurant?scpref=109&tab=2,4.4,"1144 Pine St. Paso Robles, CA  93446 ",65,Californian,$31 to $50,Paso Robles,http://www.villacreek.com,ec@villacreek.com,(805) 238-3000,4.4 out of 5,"Hot Spot in the truest sence of the word... 84 degrees INSIDE. Excuse was because of high ceilings... ummmm, heat rises. Then manager would adjust A/C... I was sitting across from thermostat which was never touched BUT I could read the numbers... now 86!!! Oh, then was told it was because of the heat outside... it was 84. Stear clear unless you like dining in a sauna. Too bad because the food was good and seems like a nice place, maybe a winter find.",7/19/12,http://www.pickgrapevine.com/wantmore/1041,1041
Creola,http://www.opentable.com/creola?scpref=109&tab=2,4.4,"344 El Camino Real San Carlos, CA  94070 ",158,Creole,$30 and under,San Carlos,http://www.creolabistro.com,ecaba@sbcglobal.net,(650) 654-0882,4.4 out of 5,"Dinner at Creola was even better than lunch! From the street it looks desolate, empty even, only to step inside to the vibrant, positive energy of a bustling restaurant filled with good food. The staff is very professional and good humored, focused on creating an enjoyable dining experience. (They even watch out that you don't park in a towable parking space.) Their hush puppies are a must. The crab cake excellent. Cat fish melts in your mouth and the etouffee is better than I remember from New Orleans. Wow! Our whole group of five loved our dinner there. AND we didn't have to shout to talk with each other even though the restaurant was packed.",7/18/12,http://www.pickgrapevine.com/wantmore/1042,1042
Earls - Cherry Creek,http://www.opentable.com/earls-denver?scpref=109&tab=2,3.8,"201 Columbine Street Denver, CO  80206 ",33,"Global, International",$30 and under,Cherry Creek,http://www.earls.ca/locations/index.php,echerrycreek@earls.ca,(303) 320-3275,3.8 out of 5,Loved this place! All five of us loved our meals and they had my favorite wine! We will definitely be back!,7/13/12,http://www.pickgrapevine.com/wantmore/1043,1043
Chez Nous French Restaurant,http://www.opentable.com/chez-nous-french-restaurant?scpref=109&tab=2,4.7,"217 South Avenue G Humble, TX  77338 ",128,Contemporary French,$31 to $50,Kingwood/Humble/Atascocita,http://cheznousfrenchrestaurant.com,echeznous@embarqmail.com,(281) 446-6717,4.7 out of 5,Love. Love. Love Chez Nous! We have never been disappointed!,7/13/12,http://www.pickgrapevine.com/wantmore/1044,1044
El Caserio Silver Lake,http://www.opentable.com/el-caserio-silver-lake?scpref=109&tab=2,4,"401 Silver Lake Blvd Los Angeles, CA  90026 ",35,Latin American,$30 and under,Silver Lake,http://www.elcaseriola.com,ecuachef@yahoo.com,(213) 273-8945,3.9 out of 5,"Everything is good here, its hard to go wrong! The food is absolutely outstanding! I recommend trying the yucca fries!",7/3/12,http://www.pickgrapevine.com/wantmore/1045,1045
Edgewood Restaurant,http://www.opentable.com/edgewood-restaurant?scpref=109&tab=2,4.6,"100 Lake Parkway Stateline, NV  89449 ",116,Contemporary American,$31 to $50,Stateline,http://www.edgewoodtahoe.com,edgewood@edgewoodtahoe.com,(775) 588-2787,4.6 out of 5,Very noisy which detracted from the beautiful view.,7/15/12,http://www.pickgrapevine.com/wantmore/1046,1046
Tequila Museo Mayahuel,http://www.opentable.com/tequila-museo-mayahuel?scpref=109&tab=2,4.1,"1200 K Street, Suite 3 Sacramento, CA  95814 ",101,Mexican,$30 and under,Sacramento,http://www.tequilamuseo.com/,efiregroup@yahoo.com,(916) 441-7200,4.1 out of 5,If you plan on talking to your friends on a weekend evening make other plans because the accoustics are terrible.The food is amazing and the tequila and Margaritas are the best in Sacramento.,6/29/12,http://www.pickgrapevine.com/wantmore/1047,1047
Piatti - Seattle,http://www.opentable.com/piatti-seattle?scpref=109&tab=2,4.2,"2695 NE Village Lane Seattle, WA  98105 ",90,Italian,$30 and under,U Village / U District,http://www.piatti.com/index2.html,eflynn@piatti.com,(206) 524-9088,4.2 out of 5,good solid food; attracts an older Laurelhurst crowd & groups,7/14/12,http://www.pickgrapevine.com/wantmore/1048,1048
Earls Downtown Denver,http://www.opentable.com/earls-downtown?scpref=109&tab=2,4.2,"1600 Glenarm Place, Suite 140 Denver, CO  80202 ",68,"Global, International",$30 and under,Downtown/LoDo,http://www.earlsdowntowndenver.com,eglenarm@earls.ca,(303) 595-3275,4.2 out of 5,It's not really a place for kids but we took our three kids and it worked outfine. There was no kids menue but the portion will do for 11 and up. Upstairs dinning is superb! Drinks are on point. I put scenic view but it's not really scenic. It's still beautiful to sit out there at night.,7/7/12,http://www.pickgrapevine.com/wantmore/1049,1049
Eiffel Tower,http://www.opentable.com/eiffel-tower?scpref=109&tab=2,4.5,"3655 Las Vegas Blvd. South Las Vegas, NV  89109 ",623,French,$50 and over,Paris Hotel and Casino,http://www.eiffeltowerrestaurant.com,eiffeltower@leye.com,(702) 948-6937,4.5 out of 5,"I recently took my daughter to Las Vegas for the first time. I wanted to take her for a special dinner on our last night there, a friend recommended the Eiffel Tower Restaurant. The view was incredible!! The food was first class. I will recommend it to everyone I talk too.",7/21/12,http://www.pickgrapevine.com/wantmore/1050,1050
Upper West,http://www.opentable.com/upper-west?scpref=109&tab=2,4.2,"3321 Pico Blvd. Santa Monica, CA  90405 ",181,American,$30 and under,Santa Monica,http://www.theupperwest.com,elad@theupperwest.com,(310) 586-1111,4.2 out of 5,"Upper West is a great find, especially if you are going to a show at McCabe's Guitar Shop, a couple short blocks West on Pico Blvd. At McCabes' suggestion, we parked across the street from Upper West, in the lot behind the US Bank building (Free parking after 6 PM).",7/20/12,http://www.pickgrapevine.com/wantmore/1051,1051
El Agave,http://www.opentable.com/el-agave?scpref=109&tab=2,3.9,"2304 San Diego Ave. San Diego, CA  92110 ",60,Mexican / Southwestern,$30 and under,Old Town,http://www.elagave.com/,elagave@yahoo.com,(619) 220-0692,3.8 out of 5,"Euro-Mexican food, in the sense of going back to its native roots. Many kinds of mole, corn fungus (cuitlacoche), unusual and rich flavors. Replace wine cave with tequila menu and museum. Good place to take visitors from cities with rich and unusual dining and show them what San Diego offers.",7/17/12,http://www.pickgrapevine.com/wantmore/1052,1052
El Bizcocho at Rancho Bernardo Inn,http://www.opentable.com/el-bizcocho-at-rancho-bernardo-inn?scpref=109&tab=2,4.2,"17550 Bernardo Oaks Dr San Diego, CA  92128 ",40,French,$50 and over,Poway / Rancho Bernardo,http://www.ranchobernardoinn.com/bizcocho/,elbizcocho@jcresorts.com,(858) 675-8550,4.1 out of 5,we love love love el bizcocho for sunday brunch!!!,7/15/12,http://www.pickgrapevine.com/wantmore/1053,1053
El Callejon - Encinitas,http://www.opentable.com/el-callejon-encinitas?scpref=109&tab=2,3.9,"345 Pacific Coast Hwy 101,Suite C2 Encinitas, CA  92024 ",13,Mexican,$30 and under,Encinitas,http://www.el-callejon.com/el_callejon/Pages/Encinitas.html#,elcallejon@el-callejon.com,(760) 634-2793,3.9 out of 5,Good restaurant Open Table reservation with them is worthless because they don't have anyone following through with them. Call directly instead.,6/1/12,http://www.pickgrapevine.com/wantmore/1054,1054
El Charro - Livermore,http://www.opentable.com/el-charro-livermore?scpref=109&tab=2,3.9,"186 Maple Street Livermore, CA  94550 ",15,Mexican,$30 and under,Livermore,http://www.elcharrolivermore.com,elcharrolivermore@gmail.com,(925) 371-8297,3.9 out of 5,Service was great. We had a great experience at this place. Our waiter was the best.,7/20/12,http://www.pickgrapevine.com/wantmore/1055,1055
Sea Rocket Bistro,http://www.opentable.com/sea-rocket-bistro?scpref=109&tab=2,4.2,"3382 30th Street San Diego, CA  92104 ",87,Seafood,$30 and under,North Park,http://www.searocketbistro.com,elena@searocketbistro.com,(619) 255-7049,4.2 out of 5,"Had a bit of a problem getting my kid's burger right... What's so difficult about 'a burger & a bun"". All the kid wanted was the meat & the bread. It took forever to get his food. He was the last one to eat -- and it still came out with sauce on it.",7/15/12,http://www.pickgrapevine.com/wantmore/1056,1056
Napoli Italian Restaurant,http://www.opentable.com/napoli-italian-restaurant-pasadena?scpref=109&tab=2,3.6,"4450 East Sam Houston Parkway South #A Pasadena, TX  77505 ",8,Italian,$30 and under,Pasadena,http://www.napolipasadena.com/,elia.maftoum@napolirestaurants.com,(281) 998-2223,3.6 out of 5,"Yum, yum, yum!!! As an Italian American I don't typically eat Italian food out at restaurants, but the meal I had a Napoli was authentic and delicious! I have been to Houston twice, and have enjoyed two meals at this restaurant.",6/26/12,http://www.pickgrapevine.com/wantmore/1057,1057
Andres Bouchee Bistro and Wine Bar,http://www.opentable.com/andres-bouchee-bistro-and-wine-bar?scpref=109&tab=2,4.3,"Mission Street Carmel, CA  93921 ",116,French,$31 to $50,Carmel,http://www.andresbouchee.com,elizabeth@andresbouchee.com,(831) 626-7880,4.3 out of 5,"We're foodies,but also want everything else-- service and atmosphere. We happwned to be in Carme3 on our anniversary, and chose Andre's based on the reviews, menu, and a walk-by--bingo! It was perfect!",7/20/12,http://www.pickgrapevine.com/wantmore/1058,1058
Azu,http://www.opentable.com/azu?scpref=109&tab=2,3.9,"457 East Ojai Ave. Ojai, CA  93023 ",64,Spanish,$30 and under,Ojai,http://AzuOjai.com,elizabeth@azuojai.com,(805) 640-7987,3.9 out of 5,We had a 5:30 reservation and we were seated immediately upon arrival. Excellent service and food.,7/21/12,http://www.pickgrapevine.com/wantmore/1059,1059
Avanti,http://www.opentable.com/avanti?scpref=109&tab=2,4.3,"2728 East Thomas Rd. Phoenix, AZ  85016 ",66,Italian,$31 to $50,Phoenix,http://www.avanti-az.com,ellen.m1@cox.net,(602) 956-0900,4.3 out of 5,Avanti's has been a noticeable part of the Phoenix Restaurant scene for as long as we can remember. One of our favorite special spots years ago we had not had much contact withAvanti for some years. Still a class place with menu selections and quality that is among the best you can find.,7/18/12,http://www.pickgrapevine.com/wantmore/1060,1060
Elliott's Oyster House,http://www.opentable.com/elliotts-oyster-house?scpref=109&tab=2,4.3,"1201 Alaskan Way Pier 56 Seattle, WA  98101",403,Seafood,$30 and under,Waterfront / Belltown ,http://www.elliottsoysterhouse.com,elliotts@conrests.com,(206) 623-4340,4.3 out of 5,This was amazing place to eat! The service by Kat was unbelievable. She was the best server that I have ever had!,7/19/12,http://www.pickgrapevine.com/wantmore/1061,1061
Ellyngton's at the Brown Palace,http://www.opentable.com/ellyngtons-at-the-brown-palace?scpref=109&tab=2,4.6,"321 17th Street Denver, CO  80202 ",58,Contemporary American,$31 to $50,Downtown/LoDo,http://www.brownpalace.com,ellyngtons@brownpalace.com,(303) 297-3111,4.6 out of 5,"always a great restaurant for a business lunch, food always good and service excellent",7/17/12,http://www.pickgrapevine.com/wantmore/1062,1062
Fiesta Vallarta,http://www.opentable.com/fiesta-vallarta?scpref=109&tab=2,3.5,"301 State St Los Altos, CA  94022 ",10,Mexican / Southwestern,$30 and under,Los Altos,http://www.fiestavallarta.com,elmer@fiestavallarta.com,(650) 559-5871,3.5 out of 5,"On a Monday, we were seated right away on their lovely outdoor patio. There were quite a few tables and they were about 85% full. Chips and salsa were brought immediately with drink order and the food was good. We will go back to try other items.",6/18/12,http://www.pickgrapevine.com/wantmore/1063,1063
Casa Patron,http://www.opentable.com/casa-patron?scpref=109&tab=2,3.9,"805 NE 65th ST Seattle, WA  98115 ",8,Latin American,$30 and under,Green Lake,http://casapatronseattle.com,elpadrino1879@yahoo.com,(206) 923-7680,3.9 out of 5,Wonderful Latin flavors...so much more than just Mexican,5/17/12,http://www.pickgrapevine.com/wantmore/1064,1064
Fleming's Prime Steakhouse & Wine Bar,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-el-segundo?scpref=109&tab=2,4.3,"2301 Rosecrans Avenue #1199 El Segundo, CA  90245",144,Steak,$31 to $50,El Segundo,http://www.flemingssteakhouse.com/ElSegundo,elsegundo@flemingssteakhouse.com,(310) 643-6911,4.3 out of 5,Food was delicious. Service was wonderful and friendly. Will be happy to go back.,7/20/12,http://www.pickgrapevine.com/wantmore/1065,1065
Salt Creek Grille - El Segundo,http://www.opentable.com/salt-creek-grille-el-segundo?scpref=109&tab=2,3.8,"2015 E. Park Place El Segundo, CA  90245 ",181,American,$30 and under,El Segundo,http://www.saltcreekgrille.com,elsegundo@saltcreekgrille.com,(310) 335-9288,3.8 out of 5,"If I go to a restaurant in Denmark is it to enjoy the food and sit and talk and we use may be longer time in the rstaurant than people in US, because we had the fdeeling that we have to rush and be finish quick.",7/17/12,http://www.pickgrapevine.com/wantmore/1066,1066
Off the Vine,http://www.opentable.com/off-the-vine?scpref=109&tab=2,3.3,"500 E. Hampden Ave. Englewood, CO  80113 ",6,Contemporary American,$30 and under,Englewood,http://www.offthevinedenver.com,Elusive011011@gmail.com,(720) 440-9386,3.3 out of 5,This is a quaint little place that is great for a laid back meal with friends. Very relaxing.,5/27/12,http://www.pickgrapevine.com/wantmore/1067,1067
Ana Mandara,http://www.opentable.com/ana-mandara?scpref=109&tab=2,4.2,"891 Beach St. San Francisco, CA  94109 ",120,Vietnamese,$31 to $50,Fisherman's Wharf,http://www.anamandara.com,email@anamandara.com,(415) 771-6800,4.2 out of 5,"Beautiful restaurant. Virtually empty at lunchtime. Parking is difficult. They give you a voucher for the lot next door, but it turned out to be good for only $2.50 of a much higher amount. Would have been ok if that were explained.",7/20/12,http://www.pickgrapevine.com/wantmore/1068,1068
Gyu-Kaku - Beverly Hills,http://www.opentable.com/gyu-kaku-beverly-hills?scpref=109&tab=2,4.1,"163 North La Cienega Beverly Hills, CA  90211 ",129,Japanese,$30 and under,Beverly Hills,http://www.gyu-kaku.com,email@gyu-kaku.com,(310) 659-5760,4.1 out of 5,We dined here as a part of the Dine L.A. deals and lunch was delicious! The deal was a great price and the food was amazing. I will be back!,7/21/12,http://www.pickgrapevine.com/wantmore/1069,1069
Tavern at Lark Creek,http://www.opentable.com/tavern-at-lark-creek?scpref=109&tab=2,3.9,"234 Magnolia Ave. Larkspur, CA  94925 ",196,Contemporary American,$30 and under,Larkspur,http://www.tavernatlarkcreek.com,email@larkcreek.com,(415) 924-7766,3.9 out of 5,"We went to celebrate our Anniversary, and it was very good. The waiter was good, but a little doting. We ordered a price fix special, and it had the most wonderful burger on it, from Waygu beef. It was fabulous!",7/17/12,http://www.pickgrapevine.com/wantmore/1070,1070
Shugrues Hillside Grill,http://www.opentable.com/shugrues-hillside-grill?scpref=109&tab=2,3.8,"671 Scenic Route Hwy 179 Sedona, AZ  86336 ",72,Contemporary American,$31 to $50,Sedona,http://www.shugrueshillside.com,email@shugrueshillside.com,(928) 282-5300,3.8 out of 5,Food was good although my husband had to send his tuna steak back and because of the incident they were very accommodating and offered us dessert.I didn't think the decor was so fabulous. I almost felt like I was in an upscale dinner. And we didn't have a few so I cannot comment on this.I would probably try some other resaurants that we didn't have time for on our next visit.,6/30/12,http://www.pickgrapevine.com/wantmore/1071,1071
Twigs Bistro and Martini Bar - Kennewick,http://www.opentable.com/twigs-bistro-and-martini-bar-kennewick?scpref=109&tab=2,4.4,"1321 N. Columbia Center Blvd Kennewick, WA  98336 ",80,Contemporary American,$30 and under,Kennewick,http://www.twigsbistro.com,email@twigsbistro.com,(509) 735-3411,4.4 out of 5,"I've heard this place was just ""okay"" from friends and family. But I wanted to see for myself so I went here for my birthday. I ordered pepper salmon, because family gave me a few tips on what was good etc. My salmon was ""okay"" it came with rice and it tasted like it was microwaved! That killed my whole entire appetite.",7/18/12,http://www.pickgrapevine.com/wantmore/1072,1072
Pena Pachamama,http://www.opentable.com/pena-pachamama?scpref=109&tab=2,3.4,"1630 Powell Street San Francisco, CA  94133 ",35,Organic,$30 and under,North Beach,http://www.pachamamacenter.org,emailpachamama@gmail.com,(415) 646-0018,3.4 out of 5,The Flamenco dancing was great. The food was so-so. The guacamole was very good. It wasn't clear there was a cover for the Flamenco dancing on the website.,7/19/12,http://www.pickgrapevine.com/wantmore/1073,1073
The Bent Noodle Italian Restaurant,http://www.opentable.com/the-bent-noodle-italian-restaurant-and-catering-company?scpref=109&tab=2,4.2,"3055 S. Parker Rd A 108 Aurora, CO  80014",52,Italian,$30 and under,Aurora,http://www.bentnoodle.com,emailus@bentnoodle.com,(303) 337-2733,4.2 out of 5,We have been a few times to the Bent Noodle in Aurora and really enjoy it. The food is good and the ambiance is comfortable and relaxing.,7/14/12,http://www.pickgrapevine.com/wantmore/1074,1074
Perry's - Embarcadero,http://www.opentable.com/perrys-embarcadero?scpref=109&tab=2,3.8,"155 Steuart Street San Francisco, CA  94105 ",160,American,$30 and under,Financial District / Embarcadero,http://www.perryssf.com,embarcadero@perryssf.com,(415) 495-6500,3.8 out of 5,Contineu to go back for the food and service - both are very good.,7/13/12,http://www.pickgrapevine.com/wantmore/1075,1075
Embarcadero,http://www.opentable.com/embarcadero?scpref=109&tab=2,4,"22332 El Paseo Rancho Santa Margarita, CA  92688 ",73,Californian,$30 and under,Rancho Santa Margarita,http://embarcadero-oc.com/index.html,embarcaderobistro@gmail.com,(949) 709-2266,4 out of 5,"Very nice experience all around! Plenty of food selections and the portions allowed for me to take home enough for another meal! Enjoyed seeing Robert, your general manager, as he previously worked at another restaurant I frequented. Kristen was our server and she was very attentive to our needs.",7/19/12,http://www.pickgrapevine.com/wantmore/1076,1076
Grand Cafe at Omni Los Angeles,http://www.opentable.com/grand-cafe-at-omni-los-angeles?scpref=109&tab=2,3.7,"251 South Olive St. Los Angeles, CA  90012 ",15,Californian,$30 and under,Downtown,http://omnihotels.com/FindAHotel/LosAngelesCaliforniaPlaza/Dining.aspx,emoreno@omnihotels.com,(213) 356-4155,3.7 out of 5,A great place to have brunch. Not a lot of variety. But what they do have I loved. And unlimited mimosas!,7/15/12,http://www.pickgrapevine.com/wantmore/1077,1077
Buca di Beppo - Encino,http://www.opentable.com/buca-di-beppo-encino?scpref=109&tab=2,4.2,"17500 Ventura Boulevard Encino, CA  91316 ",50,Italian,$30 and under,Encino,http://www.bucadibeppo.com,encino@bucadibeppo.com,(818) 995-3288,4.1 out of 5,"Food and service is the same as other buca's, but my biggest grip is with the parking. You can valet or park it your self but you have to pay either way. Floor plan is a bit small, but it gets the job done.",6/17/12,http://www.pickgrapevine.com/wantmore/1078,1078
Las Canarias - Omni La Mansion,http://www.opentable.com/las-canarias-omni-la-mansion?scpref=109&tab=2,4.5,"112 College Street San Antonio, TX  78205 ",115,American,$31 to $50,Downtown,http://www.omnihotels.com/FindAHotel/SanAntonioLaMansionDelRio/Dining.aspx,enenow@omnihotels.com,(210) 518-1063,4.5 out of 5,"We've brunches and dined at Las Canarias many times in our frequent visits to San Antonio.. It deserves the high praise it has garnered on this site, Zagat guides and elsewhere. Incredible service with thoughtfully, well prepared food. Really a gem of San Antonio dining!",7/15/12,http://www.pickgrapevine.com/wantmore/1079,1079
Amuse Restaurant,http://www.opentable.com/amuse-restaurant?scpref=109&tab=2,4.3,"15 North First Street Ashland, OR  97520 ",104,French,$31 to $50,Ashland,http://www.amuserestaurant.com,enjamuse@mind.net,(541) 488-9000,4.3 out of 5,"We went to Amuse on the recommendation of a friend, who tunes in to great restaurants. I say that because we arrived with high expectations. The service and the atmosphere lived up to them. The food fell short. It was competently prepared but not the memorable experience we had imagined. The prawn appetizer was the exception: it was excellent. My salad was bland and overdressed. We split the salmon as our main course. The blini with it had no flavor at all. And the pickled onion and cucumber preparation didn't quite come off. The chocolate truffle cake, which we had with chocolate truffle ice cream because we're not fond of coffee ice cream and they didn't have vanilla, finished the meal on a good note.",7/20/12,http://www.pickgrapevine.com/wantmore/1080,1080
Via Emilia - The Woodlands,http://www.opentable.com/via-emilia-the-woodlands?scpref=109&tab=2,4.4,"10700 Kuykendahl Rd. Suite F The Woodlands, TX  77381 ",19,Italian,$30 and under,The Woodlands,http://viaemiliarestaurant.com,enrique@viaemiliarestaurant.com,(281) 465-9555,4.3 out of 5,I had a great time at this place. Received great service and everyone was extremely friendly.,7/9/12,http://www.pickgrapevine.com/wantmore/1081,1081
En Sushi - Los Feliz,http://www.opentable.com/en-sushi-los-feliz?scpref=109&tab=2,3.9,"1972 N. Hillhurst Ave Los Angeles, CA  90027 ",17,Japanese,$30 and under,Los Feliz,http://www.ensushi.com,ensushila@yahoo.com,(323) 664-1891,3.9 out of 5,"The sushis are very very good, the food is fresh, the service is very pleasant.The prices are a not really cheap, that is why I do not rate 5 stars but this is a nice place to go, I will return...If you like sushi, you won't be disappointed.",6/1/12,http://www.pickgrapevine.com/wantmore/1082,1082
Il Covo,http://www.opentable.com/il-covo?scpref=109&tab=2,4.1,"8700 W 3rd Street Los Angeles, CA  90048 ",99,Italian,$31 to $50,Beverly Hills,http://www.ilcovo.com,enzo@ilcovo.com,(310) 858-0020,4 out of 5,"The service at Il Covo is exceptional, the food is amazing, the ambiance is perfection. This is the perfect restaurant to take a date to;)",7/17/12,http://www.pickgrapevine.com/wantmore/1083,1083
La Dolce Vita Ristorante,http://www.opentable.com/la-dolce-vita-ristorante?scpref=109&tab=2,3.9,"1237 Prospect St Ste P La Jolla, CA  92037 ",13,Italian,$30 and under,La Jolla / Golden Triangle,http://ladolcevitaristorante.com,enzocastiglione@sbcglobal.net,(858) 454-2524,4 out of 5,Fantastic! Food was delicious. I plan on returning to experience other wonderful dishes.,5/12/12,http://www.pickgrapevine.com/wantmore/1084,1084
Epazote,http://www.opentable.com/epazote?scpref=109&tab=2,4.2,"416 Agua Fria St Santa Fe, NM  87501 ",84,Latin / Spanish,$31 to $50,Santa Fe,http://www.epazotesantafe.com,epazotesantafe@gmail.com,(505) 988-5991,4.2 out of 5,Was good last time we were able to find it open.,7/6/12,http://www.pickgrapevine.com/wantmore/1085,1085
RN74 - Seattle,http://www.opentable.com/rn74-seattle?scpref=109&tab=2,4.2,"1433 4th Avenue Seattle, WA  98101 ",399,Contemporary French,$31 to $50,Downtown,http://michaelmina.net/restaurants/locations/rnwa.php,eperlin@rn74.com,(206) 456-7474,4.2 out of 5,Great food and great service. Love the new salads as well!!,7/19/12,http://www.pickgrapevine.com/wantmore/1086,1086
Epic Casual Dining,http://www.opentable.com/epic-casual-dining?scpref=109&tab=2,4,"707 E Fort Union Blvd. Midvale, UT  84047 ",56,Contemporary American,$30 and under,Holladay / Midvale / Sandy / Union,http://epiccasualdining.com,epiccasualdining@yahoo.com,(801) 748-1300,4 out of 5,We all loved our dinner...the salads there are exceptional!!,7/21/12,http://www.pickgrapevine.com/wantmore/1087,1087
Pino Alto Restaurant - Cabrillo College,http://www.opentable.com/pino-alto-restaurant-cabrillo-college?scpref=109&tab=2,4,"6500 Soquel Dr. Aptos, CA  95003 ",6,American,$30 and under,Aptos,http://www.pinoaltorestaurant.org,ercarter@cabrillo.edu,(831) 479-6524,4 out of 5,Our party of five had a wonderful time at the Pino Alto Restaurant. The entire staff that we met was wonderful and we enjoyed the food very much. I have already recommended it to friends.,4/24/12,http://www.pickgrapevine.com/wantmore/1088,1088
Garden Terrace at The Inverness Hotel,http://www.opentable.com/garden-terrace-at-the-inverness-hotel?scpref=109&tab=2,3.9,"200 Inverness Drive West Englewood, CO  80112 ",57,American,$31 to $50,Tech Center / Greenwood Village,http://www.Invernesshotel.com,ereynolds@destinationhotels.com,(303) 397-7105,3.9 out of 5,"I have heard about the Sunday brunch at the Inverness for many years. We are lucky in Denver to have several wonderful choices but I really think the Inverness is not the best. It is very cookie cutter and very loud. Lots of little kids running around unescorted by parents who just don't care and are too busy getting ready for their tee times or spa appointments. The breakfast food is one small step about Village Inn or Denny's when it comes to pancakes and waffles, bacon an sausage. No eggs except for the omelet guy who by 9:45 had a 30 minute wait and whose product was sub par. Yea they had a big seafood selection which I didn't try and they had some good desert but overall for 90 bucks for 2 with the mimosas it was a disapointment",7/15/12,http://www.pickgrapevine.com/wantmore/1089,1089
SWB at the Hyatt Regency Austin,http://www.opentable.com/swb-at-the-hyatt-regency-austin?scpref=109&tab=2,3.8,"208 Barton Springs Road Austin, TX  78704 ",30,Southwest,$30 and under,Downtown,http://austin.hyatt.com,eric.chen@hyatt.com,(512) 480-2035,3.8 out of 5,"This was recommended to me by a GSR at another hotel, and it was the worst experience I've ever had, bar none. We only saw our server twice, but when she brought us the check, she was friendly as can be. It took 45 minutes to get our food and we got it before people who were there far before we were. It seemed as though the staff and kitchen couldnt handle the magnitude of service that was there. You should probably get an entire new crew. I went down to the concierge, who was probably the friendliest person I came across. Kudos to her. She was the only person who made us feel welcome in the entire place.",7/4/12,http://www.pickgrapevine.com/wantmore/1090,1090
Amber Bistro,http://www.opentable.com/amber-bistro?scpref=109&tab=2,4,"500 Hartz Ave. Danville, CA  94526 ",87,Californian,$30 and under,Danville,http://www.amberbistro.com,eric@amberbistro.com,(925) 552-5238,4 out of 5,The restaurant was a nice 'older house' converted into a restaurant with a contemporary setting. The food was good and set up as expected and very good. Adam and the rest of the team served us well.,7/18/12,http://www.pickgrapevine.com/wantmore/1091,1091
