Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Reata,dallas-texas,10,351,4.4,http://www.opentable.com/reata?scpref=110,(817) 336-1009,tole@reata.net
Remington's Seafood Grill,dallas-texas,10,122,4.6,http://www.opentable.com/remingtons-seafood-grill?scpref=110,(972) 386-0122,remingtonseafood@aol.com
Restaurant AVA,dallas-texas,10,72,4.3,http://www.opentable.com/restaurant-ava?scpref=110,(469) 698-9920,events@restaurantava.com
Roy's Plano,dallas-texas,9,71,4.4,http://www.opentable.com/roys-plano?scpref=110,(972) 473-6263,plano@roysrestaurant.com
Ruth's Chris Steak House - Ft. Worth,dallas-texas,8,72,4.6,http://www.opentable.com/ruths-chris-steak-house-ft-worth?scpref=110,(817) 348-0080,fortworth@ruthschris.com
Ruth's Chris Steak House - North Dallas,dallas-texas,10,87,4.4,http://www.opentable.com/ruths-chris-steak-house-dallas?scpref=110,(972) 250-2244,dallas@ruthschris.com
Saint Ann Restaurant and Bar,dallas-texas,7,98,3.8,http://www.opentable.com/saint-ann-restaurant-and-bar?scpref=110,(214) 782-9807,info@saintanndallas.com
Salum Restaurant,dallas-texas,7,120,4.4,http://www.opentable.com/salum-restaurant?scpref=110,(214) 252-9604,contactus@salumrestaurant.com
Sanford House,dallas-texas,4,44,4.6,http://www.opentable.com/sanford-house?scpref=110,(817) 861-2129,info@thesanfordhouse.com
Savour Kitchen and Cocktail Room,dallas-texas,10,51,3.5,http://www.opentable.com/savour-kitchen-and-cocktail-room?scpref=110,(214) 383-7979,Managers@savourkitchen.net
Seasons 52 - Northpark,dallas-texas,10,190,4.2,http://www.opentable.com/seasons-52-northpark?scpref=110,(214) 361-5252,S52USA4526@darden.com
Seasons 52 - Plano,dallas-texas,10,541,4.5,http://www.opentable.com/seasons-52-plano?scpref=110,(972) 312-8852,""
SÉR Steak+Spirits,dallas-texas,10,112,4.2,http://www.opentable.com/ser-steak-and-spirits?scpref=110,(214) 761-7470,mark.larocca@hilton.com
Sevy's Grill,dallas-texas,10,122,4.3,http://www.opentable.com/sevys-grill?scpref=110,(214) 265-7389,sevyscatering@aol.com
Sfuzzi,dallas-texas,5,45,3.9,http://www.opentable.com/sfuzzi?scpref=110,(214) 953-0300,brandon@sfuzziuptown.com
Sfuzzi - Las Colinas,dallas-texas,7,61,3.8,http://www.opentable.com/sfuzzi-las-colinas?scpref=110,(214) 390-9801,info@sfuzzilc.com
Shinsei Restaurant,dallas-texas,4,30,4.1,http://www.opentable.com/shinsei-restaurant?scpref=110,(214) 352-0005,shinseirestaurant@mac.com
Silver Fox - Fort Worth,dallas-texas,10,107,4.3,http://www.opentable.com/silver-fox-fort-worth?scpref=110,(817) 332-9060,silverfoxftworth@croinc.com
Silver Fox - Grapevine,dallas-texas,8,87,4.1,http://www.opentable.com/silver-fox-grapevine?scpref=110,(817) 329-6995,silverfoxgrapevine@croinc.com
Silver Fox Steakhouse Frisco,dallas-texas,10,166,4.7,http://www.opentable.com/silver-fox-steakhouse-frisco?scpref=110,(214) 618-5220,silverfoxfrisco@croinc.com
Silver Fox Steakhouse Richardson,dallas-texas,10,116,4.3,http://www.opentable.com/silver-fox-steakhouse-richardson?scpref=110,(972) 423-8121,""
Simply Fondue - Ft Worth,dallas-texas,10,109,4.5,http://www.opentable.com/simply-fondue-ft-worth?scpref=110,(817) 348-0633,gary@simplyfonduefortworth.com
Sissy's Southern Kitchen & Bar,dallas-texas,10,251,4.0,http://www.opentable.com/sissys-southern-kitchen-and-bar?scpref=110,(214) 827-9900,sissysonhenderson@gmail.com
Spoon Bar & Kitchen,dallas-texas,10,78,4.2,http://www.opentable.com/spoon-bar-and-kitchen?scpref=110,(214) 368-8220,info@SpoonBarandKitchen.com
Stampede 66,dallas-texas,10,144,4.1,http://www.opentable.com/stampede-66?scpref=110,(214) 550-6966,info@stampede66.com
The Standard Pour,dallas-texas,3,14,3.9,http://www.opentable.com/the-standard-pour?scpref=110,(214) 935-1370,info@tspdallas.com
Steel,dallas-texas,9,81,4.1,http://www.opentable.com/steel?scpref=110,(214) 219-9908,info@steeldallas.com
Stephan Pyles,dallas-texas,9,187,4.3,http://www.opentable.com/stephan-pyles?scpref=110,(214) 580-7000,info@stephanpyles.com
Steve Fields Steak and Lobster Lounge,dallas-texas,10,200,4.5,http://www.opentable.com/steve-fields-steak-and-lobster-lounge?scpref=110,(972) 596-7100,sfields@stevefields.com
Sushi Zushi - Dallas,dallas-texas,6,22,4.5,http://www.opentable.com/sushi-zushi?scpref=110,(214) 522-7253,""
Sushi Zushi of Southlake,dallas-texas,3,11,4.2,http://www.opentable.com/sushi-zushi-of-southlake?scpref=110,(817) 310-3191,comments@sushizushi.com
Suze Restaurant,dallas-texas,6,52,4.5,http://www.opentable.com/suze-restaurant?scpref=110,(214) 350-6135,""
T/X Restaurant,dallas-texas,9,36,3.9,http://www.opentable.com/t-x-restaurant?scpref=110,(214) 871-7111,vcalzada@stoneleighhotel.com
Technique at Le Cordon Bleu - Dallas,dallas-texas,6,66,3.9,http://www.opentable.com/technique-at-le-cordon-bleu-dallas?scpref=110,(214) 647-8509,""
TEI-AN,dallas-texas,7,87,4.4,http://www.opentable.com/tei-an?scpref=110,(214) 220-2828,teian@tx.rr.com
Texas,dallas-texas,10,106,4.4,http://www.opentable.com/texas?scpref=110,(972) 664-9975,info@TheSonofTexas.com
Texas Spice,dallas-texas,9,42,3.9,http://www.opentable.com/texas-spice?scpref=110,(214) 652-4810,cnewton@omnihotels.com
Tillman's Roadhouse - Dallas,dallas-texas,10,114,4.3,http://www.opentable.com/tillmans-roadhouse-dallas?scpref=110,(214) 942-0988,reservations@tillmansroadhouse.com
Tillman's Roadhouse - Fort Worth,dallas-texas,10,65,4.2,http://www.opentable.com/tillmans-roadhouse-fort-worth?scpref=110,(817) 850-9255,reservationsfortworth@tillmansroadhouse.com
Townhouse-Dallas,dallas-texas,1,43,3.6,http://www.opentable.com/townhouse-dallas?scpref=110,(972) 300-0986,location@townhousedallas.com
Trevi's Restaurant - Omni Mandalay,dallas-texas,1,18,4.3,http://www.opentable.com/trevis-restaurant-omni-mandalay?scpref=110,(972) 869-5550,jmorgan@omnihotels.com
Triniti at Tower Club,dallas-texas,1,15,3.8,http://www.opentable.com/triniti-at-tower-club?scpref=110,(214) 220-0403,contactus@tower-dallas.com
TruFire Kitchen & Bar,dallas-texas,1,23,4.3,http://www.opentable.com/trufire-kitchen-and-bar?scpref=110,(214) 872-3830,omar@trufire.us
"Truluck's Seafood, Steak and Crab House - Dallas Uptown",dallas-texas,10,188,4.3,http://www.opentable.com/trulucks-seafood-steak-and-crab-house-dallas-uptown?scpref=110,(214) 220-2401,trulucks-dallas@trulucks.com
"Truluck's Seafood, Steak and Crab House - Southlake",dallas-texas,10,151,4.6,http://www.opentable.com/trulucks-seafood-steak-and-crab-house-southlake?scpref=110,(817) 912-0500,trulucks-southlake@trulucks.com
Via Real,dallas-texas,10,127,4.6,http://www.opentable.com/via-real?scpref=110,(972) 650-9001,admin@viareal.com
Victory Tavern,dallas-texas,2,65,4.1,http://www.opentable.com/victory-tavern?scpref=110,(214) 432-1900,""
Villa O,dallas-texas,6,87,4.0,http://www.opentable.com/villa-o?scpref=110,(214) 780-1880,info@villaorestaurantorestaurant.com
Vineyard Steakhouse & Skybar,dallas-texas,10,61,4.1,http://www.opentable.com/vineyard-steakhouse-and-skybar?scpref=110,(817) 328-6111,Vineyardsteakhouse@gmail.com
The Wild Mushroom,dallas-texas,10,115,4.6,http://www.opentable.com/the-wild-mushroom?scpref=110,(817) 599-4935,info@thewildmushroomrestaurant.com
Wild Salsa,dallas-texas,4,37,3.6,http://www.opentable.com/wild-salsa?scpref=110,(214) 741-9453,info@drgconcepts.com
Wildcatter Steakhouse,dallas-texas,0,28,4.2,http://www.opentable.com/wildcatter-steakhouse?scpref=110,(940) 549-3555 x101,bobthecook@wildcatterranch.com
Winewood,dallas-texas,10,141,4.0,http://www.opentable.com/winewood?scpref=110,(817) 421-0200,ddhoggatt1@msn.com
Woodfire Kirby's - Dallas,dallas-texas,7,73,4.3,http://www.opentable.com/kirbys-prime-steakhouse-dallas?scpref=110,(214) 821-2122,dallas@woodfirekirbys.com
Woodshed Smokehouse,dallas-texas,8,207,4.2,http://www.opentable.com/woodshed-smokehouse?scpref=110,(817) 877-4545,veronique-gentry@cheftimlove.com
Y.O. Ranch Steakhouse,dallas-texas,7,59,4.3,http://www.opentable.com/yo-ranch-steakhouse?scpref=110,(214) 744-3287,yoranchsteakhouse.sales@gmail.com
Yao Fuzi Cuisine,dallas-texas,10,115,4.4,http://www.opentable.com/yao-fuzi-cuisine?scpref=110,(214) 473-9267,yaoyis@mac.com
Zio Cecio,dallas-texas,3,31,3.8,http://www.opentable.com/zio-cecio?scpref=110,(214) 351-1100,francescofarris@ziocecio.com
Ziziki's -  Plano,dallas-texas,1,47,4.0,http://www.opentable.com/zizikis?scpref=110,(972) 943-8090,info@zizikisplano.com
Ziziki's - N. Dallas,dallas-texas,2,20,4.5,http://www.opentable.com/zizikis-n-dallas?scpref=110,(469) 232-9922,zizikisinfo@zizikis.com
Ziziki's - Travis Walk,dallas-texas,1,39,4.2,http://www.opentable.com/zizikis-travis-walk?scpref=110,(214) 521-2233,zizikisinfo@zizikis.com
Ziziki's Taverna,dallas-texas,2,17,4.1,http://www.opentable.com/zizikis-taverna?scpref=110,(972) 233-1199,info@zizikistaverna.com
