Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Province,phoenix,6,51,4.4,http://www.opentable.com/province-phoenix?scpref=110,(602) 429-3600,provincerestaurantphoenix@gmail.com
Pure Sushi,phoenix,7,68,4.1,http://www.opentable.com/pure-sushi?scpref=110,(480) 355-0999,pure@puresushibar.com
PY Steakhouse,phoenix,5,61,4.4,http://www.opentable.com/py-steakhouse?scpref=110,(520) 324-9350,kevin.brady@solcasinos.com
Quiessence Restaurant & Wine Bar,phoenix,9,82,4.3,http://www.opentable.com/quiessence-restaurant-and-wine-bar?scpref=110,(602) 276-0601,""
Rancho Pinot,phoenix,4,48,4.3,http://www.opentable.com/rancho-pinot?scpref=110,(480) 367-8030,ranchopinot@hotmail.com
Rare Earth Wine Bar,phoenix,3,21,4.1,http://www.opentable.com/rare-earth-wine-bar?scpref=110,(480) 513-6252,thebizco@aol.com
Rawhide Steakhouse at Wild Horse Pass,phoenix,10,56,3.9,http://www.opentable.com/rawhide-steakhouse-at-wild-horse-pass?scpref=110,(480) 502-5600 x1204,reso@rawhide.com
Red Allen's,phoenix,4,21,3.3,http://www.opentable.com/red-allens?scpref=110,(623) 856-1094,catering@wigwamresort.com
Reds at Sedona Rouge Hotel & Spa,phoenix,1,16,3.5,http://www.opentable.com/reds-at-sedona-rouge-hotel-and-spa?scpref=110,(928) 203-4111,reds@sedonarouge.com
Reilly Craft Pizza & Drink,phoenix,10,117,4.3,http://www.opentable.com/reilly-craft-pizza-and-drink?scpref=110,(520) 882-5550,info@reillypizza.com
Relish Burger Bistro - The Phoenician,phoenix,2,11,4.0,http://www.opentable.com/relish-burger-bistro-the-phoenician?scpref=110,(480) 423-2530,00103ReservationsAgents@luxurycollection.com
Renegade Tap & Kitchen,phoenix,3,24,3.6,http://www.opentable.com/renegade-tap-and-kitchen?scpref=110,(480) 614-9400,customerservice@renegadetapandkitchen.com
Richardson's Cuisine of New Mexico,phoenix,4,53,4.1,http://www.opentable.com/richardsons-cuisine-of-new-mexico?scpref=110,(602) 265-5886,Richardsonsnm@yahoo.com
Ristorante Tuscany @ JW Marriott Desert Ridge,phoenix,1,37,4.0,http://www.opentable.com/ristorante-tuscany-at-jw-marriott-desert-ridge?scpref=110,(480) 293-3737,""
"Rita's Kitchen at Camelback Inn, A J.W. Marriott Resort",phoenix,5,43,4.3,http://www.opentable.com/ritas-kitchen-at-camelback-inn-a-jw-marriott-resort?scpref=110,(480) 948-1700,david.jette@marriott.com
Roaring Fork,phoenix,10,177,4.4,http://www.opentable.com/roaring-fork-scottsdale?scpref=110,(480) 947-0795,Scottsdale@RoaringFork.com
ROKA AKOR - Scottsdale,phoenix,10,104,4.5,http://www.opentable.com/roka-akor-scottsdale?scpref=110,(480) 306-8800,scottsdale@rokaakor.com
Rokerij,phoenix,7,61,4.2,http://www.opentable.com/rokerij?scpref=110,(602) 287-8900,""
Roy's Chandler,phoenix,7,50,4.4,http://www.opentable.com/roys-chandler?scpref=110,(480) 705-7697,chandler@roysrestaurant.com
Roy's Desert Ridge,phoenix,4,60,4.3,http://www.opentable.com/roys-desert-ridge?scpref=110,(480) 419-7697,phoenix@roysrestaurant.com
Rusconi's American Kitchen,phoenix,10,112,4.2,http://www.opentable.com/rusconis-american-kitchen?scpref=110,(480) 483-0009,info@rusconiskitchen.com
Ruth's Chris Steak House - Phoenix,phoenix,5,53,4.6,http://www.opentable.com/ruths-chris-steak-house-phoenix?scpref=110,(602) 957-9600,phoenix@ruthschris.com
Ruth's Chris Steak House - Scottsdale,phoenix,10,102,4.6,http://www.opentable.com/ruths-chris-steak-house-scottsdale?scpref=110,(480) 991-5988,scottsdale@ruthschris.com
Saddle Ranch Chop House - Glendale,phoenix,5,31,3.9,http://www.opentable.com/saddle-ranch-chop-house-glendale?scpref=110,(623) 889-7770,office.glendale@srrestaurants.com
Saddle Ranch Chop House - Scottsdale,phoenix,3,27,3.9,http://www.opentable.com/saddle-ranch-chop-house-scottsdale?scpref=110,(480) 429-2263,""
SanTan Brewing Co.,phoenix,9,34,4.2,http://www.opentable.com/santan-brewing-co?scpref=110,(480) 917-8700,jamie@santanbrewing.com
Sapporo,phoenix,10,87,4.2,http://www.opentable.com/sapporo?scpref=110,(480) 607-1114,sapporo@tavistockrestaurant.com
SASSI,phoenix,10,176,4.3,http://www.opentable.com/sassi?scpref=110,(480) 502-9095,Angelab@sassi.biz
Searsucker,phoenix,10,97,4.1,http://www.opentable.com/searsucker-scottsdale?scpref=110,(480) 664-3777,taylor@ehgrp.com
Seasons 52 - Phoenix,phoenix,10,412,4.6,http://www.opentable.com/seasons-52-phoenix?scpref=110,(602) 840-5252,Phoenix@Seasons52.com
ShinBay,phoenix,8,58,4.8,http://www.opentable.com/shinbay?scpref=110,(480) 664-0180,info@shinbay.com
Shugrue's,phoenix,5,35,4.4,http://www.opentable.com/shugrues?scpref=110,(928) 453-1400,info@shugrues.com
Shugrues Hillside Grill,phoenix,8,68,4.0,http://www.opentable.com/shugrues-hillside-grill?scpref=110,(928) 282-5300,email@shugrueshillside.com
Shula's Steak House - Wild Horse Pass Hotel & Casino,phoenix,10,81,4.4,http://www.opentable.com/shulas-steak-house-wild-horse-pass-hotel-and-casino?scpref=110,(520) 796-1972,shulas@wingilariver.com
Sierra Bonita Grill,phoenix,4,67,4.3,http://www.opentable.com/sierra-bonita-grill?scpref=110,(602) 264-0700,""
Signature Grill at the JW Marriott Starr Pass Resort & Spa,phoenix,8,30,4.5,http://www.opentable.com/signature-grill-at-the-jw-marriott-starr-pass-resort-and-spa?scpref=110,(520) 791-6064,ryan.fregoso@marriott.com
Soi Four,phoenix,10,60,4.3,http://www.opentable.com/soi-four?scpref=110,(480) 778-1999,kin.lum@soifour.com
SOL Cocina,phoenix,10,79,3.9,http://www.opentable.com/sol-cocina-scottsdale?scpref=110,(480) 245-6708,Scottsdale@SolCocina.com
"Spotted Donkey Cantina, el Pedregal",phoenix,10,91,4.3,http://www.opentable.com/spotted-donkey-cantina-el-pedregal?scpref=110,(480) 488-3358,cameron.carlin@waldorfastoria.com
St. Francis,phoenix,10,225,4.3,http://www.opentable.com/st-francis?scpref=110,(602) 200-8111,info@stfrancisaz.com
Steak House at Desert Diamond Casino,phoenix,7,29,3.9,http://www.opentable.com/steak-house-at-desert-diamond-casino?scpref=110,(520) 342-1328,mparraz@ddcaz.com
The Steak Out,phoenix,1,14,4.7,http://www.opentable.com/the-steak-out?scpref=110,(520) 572-1300,marana@azsteakout.com
The Stockyards Restaurant & 1889 Saloon,phoenix,7,143,4.5,http://www.opentable.com/the-stockyards-restaurant-and-1889-saloon?scpref=110,(602) 273-7378,gary@stockyardssteakhouse.com
Sullivan's Steakhouse - Tucson,phoenix,10,115,4.5,http://www.opentable.com/sullivans-steakhouse-tucson?scpref=110,(520) 299-4275,sullivans.tucson@dfrg.com
Sushi Roku - Scottsdale,phoenix,3,64,4.2,http://www.opentable.com/sushi-roku-scottsdale?scpref=110,(480) 970-2121,info@sushiroku.com
SWB - Hyatt Regency Scottsdale,phoenix,3,17,4.4,http://www.opentable.com/swb-hyatt-regency-scottsdale?scpref=110,(480) 444-1234 x8650,""
T. Cook's @ The Royal Palms Resort,phoenix,10,227,4.4,http://www.opentable.com/t-cooks-at-the-royal-palms-resort?scpref=110,(602) 808-0766,tcooks@destinationhotels.com
Taggia at FireSky,phoenix,4,25,4.0,http://www.opentable.com/taggia-at-firesky?scpref=110,(480) 424-6095,dining@taggiascottsdale.com
Talavera,phoenix,10,110,4.5,http://www.opentable.com/talavera?scpref=110,(480) 513-5086,""
Tanzy,phoenix,6,106,3.8,http://www.opentable.com/tanzy?scpref=110,(480) 483-3255,info@tanzyrestaurant.com
Tapas Papa Frita,phoenix,10,99,4.2,http://www.opentable.com/tapas-papa-frita?scpref=110,(480) 699-5004,arizonatapas@gmail.com
Tarbell's,phoenix,10,133,4.5,http://www.opentable.com/tarbells?scpref=110,(602) 955-8100,eat@tarbells.com
Tavern Americana,phoenix,3,19,3.8,http://www.opentable.com/tavern-americana?scpref=110,(480) 502-6740,office@tavernamericana.com
Tavolino Ristorante,phoenix,10,139,4.1,http://www.opentable.com/tavolino-ristorante?scpref=110,(520) 531-1913,manager@tavolinoristorante.com
Thirsty Lion Pub & Grill,phoenix,4,52,4.2,http://www.opentable.com/thirsty-lion-pub-and-grill?scpref=110,(480) 968-2920,thirstyliontempe@cegportland.com
"Tii Gavo, a gathering place at Enchantment Resort",phoenix,3,29,3.8,http://www.opentable.com/tii-gavo-a-gathering-place-at-enchantment-resort?scpref=110,(928) 204-6000,dres@enchantmentresort.com
TK's Urban Tavern,phoenix,1,13,3.6,http://www.opentable.com/tks-urban-tavern-scottsdale?scpref=110,(480) 664-0873,""
Tomaso's - Phoenix,phoenix,7,60,4.4,http://www.opentable.com/tomasos-phoenix?scpref=110,(602) 956-0836,vincenza@tomasos.com
Tommy Bahama's Restaurant & Bar - Scottsdale,phoenix,9,113,4.2,http://www.opentable.com/tommy-bahamas-restaurant-and-bar-scottsdale?scpref=110,(480) 505-3668,ScottsdaleEvents@tommybahama.com
Tommy V's Urban Kitchen and Bar Scottsdale,phoenix,8,75,4.1,http://www.opentable.com/tommy-vs-urban-kitchen-and-bar-scottsdale?scpref=110,(480) 427-2264,info@tommyvscottsdale.com
Top of the Rock Restaurant at the Marriott Buttes Resort,phoenix,5,52,4.2,http://www.opentable.com/top-of-the-rock-restaurant-at-the-marriott-buttes-resort?scpref=110,(602) 431-2370,topoftherock@buttesmarriott.com
TQLA Dana Park,phoenix,2,32,4.0,http://www.opentable.com/tqla-dana-park?scpref=110,(480) 813-8752,danapark@tqla.com
Tutti Santi - Phoenix,phoenix,6,28,4.3,http://www.opentable.com/tutti-santi?scpref=110,(602) 216-0336,leonardozacchino@cox.net
Tutti Santi (by Nina) Scottsdale,phoenix,6,76,4.3,http://www.opentable.com/tutti-santi-by-nina?scpref=110,(480) 951-3775,TUTTISANTISCOTTSDALE@ME.COM
Tutti Santi by Nina Glendale,phoenix,8,60,4.2,http://www.opentable.com/tutti-santi-by-nina-glendale?scpref=110,(623) 566-1582,tuttisanti@mac.com
Venue's Cafe,phoenix,4,17,3.8,http://www.opentable.com/venues-cafe?scpref=110,(480) 595-9909,venuescafe@gmail.com
Verona Chophouse,phoenix,10,55,4.1,http://www.opentable.com/verona-chophouse?scpref=110,(520) 796-8530,steven.finkle@wingilariver.com
Village Tavern Scottsdale,phoenix,10,117,4.2,http://www.opentable.com/village-tavern-scottsdale?scpref=110,(480) 951-6445,scottsdale@villagetavern.com
Vito's Pizza and Italian Ristorante,phoenix,1,15,4.3,http://www.opentable.com/vitos-pizza-and-italian-ristorante?scpref=110,(480) 832-3311,alexis@vitospizza.com
Vivace Restaurant,phoenix,10,306,4.6,http://www.opentable.com/vivace-restaurant?scpref=110,(520) 795-7221,vivacetucson@gmail.com
Vogue Bistro,phoenix,6,44,4.4,http://www.opentable.com/vogue-bistro?scpref=110,(623) 544-9109,INFO@VOGUEBISTRO.COM
White Chocolate Grill - Scottsdale,phoenix,10,364,4.3,http://www.opentable.com/white-chocolate-grill-scottsdale?scpref=110,(480) 563-3377,comments@wcgrill.com
Wildfish Seafood Grille - Scottsdale,phoenix,10,184,4.4,http://www.opentable.com/wildfish-seafood-grille-scottsdale?scpref=110,(480) 994-4040,waterfront@wildfishgrille.com
Wildflower - Tucson,phoenix,10,139,4.3,http://www.opentable.com/wildflower?scpref=110,(520) 219-4230,""
Wright's at the Biltmore,phoenix,10,75,4.3,http://www.opentable.com/wrights-at-the-biltmore?scpref=110,(602) 955-6600 x2556,Lindsay.Srednicki@WaldorfAstoria.com
Wrigley Mansion - Geordie's,phoenix,6,59,4.2,http://www.opentable.com/wrigley-mansion-geordies?scpref=110,(602) 955-4079,vincent@wrigleymansion.com
Zinc Bistro,phoenix,1,89,4.4,http://www.opentable.com/zinc-bistro?scpref=110,(480) 603-0922,""
Z'Tejas Chandler,phoenix,6,50,4.0,http://www.opentable.com/ztejas-chandler?scpref=110,(480) 893-7550,chandler@ztejas.com
Z'Tejas Gateway,phoenix,8,36,4.2,http://www.opentable.com/ztejas-gateway?scpref=110,(480) 948-9010,gateway@ztejas.com
Z'Tejas Scottsdale,phoenix,2,25,3.9,http://www.opentable.com/ztejas-scottsdale?scpref=110,(480) 946-4171,scottsdale@ztejas.com
Z'Tejas Tempe,phoenix,2,37,4.2,http://www.opentable.com/ztejas-tempe?scpref=110,(480) 377-1170,tempe@ztejas.com
ZuZu - Hotel Valley Ho,phoenix,2,28,4.1,http://www.opentable.com/zuzu-hotel-valley-ho?scpref=110,(480) 421-7997,""
