name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Pacifica Seafood Restaurant,http://www.opentable.com/pacifica-seafood-restaurant?scpref=109&tab=2,4.3,"73505 El Paseo, Suite F-2608 Palm Desert, CA  92260 ",283,Fusion / Eclectic,$31 to $50,Palm Desert,http://www.pacificaseafoodrestaurant.com,"",(760) 674-8666,4.3 / 5,I felt that the food was very overpriced.,07/17/2012
Peaks Restaurant,http://www.opentable.com/peaks-restaurant?scpref=109&tab=2,3.6,"One Tramway Road Palm Springs, CA  92262 ",170,Contemporary American,$30 and under,Palm Springs,http://www.pstramway.com,peaksrestaurant@yahoo.com,(760) 325-4537,3.6 / 5,Hawaiian store bought rolls. Horrible tartar. Lamb over cooked. Not worth the price. Tables sticky. Took three attempts to get a dinner menu instead of lunch.,07/18/2012
Piero's Pizzavino,http://www.opentable.com/pieros-pizzavino?scpref=109&tab=2,4.0,"73-722 El Paseo Drive, #1 Palm Desert, CA  92260 ",63,Pizzeria,$30 and under,Palm Desert,http://www.ppizzavino.com,"",(760) 568-2525,3.9 / 5,The best pizza this side of italy,07/17/2012
Pizzeria Villagio,http://www.opentable.com/pizzeria-villagio?scpref=109&tab=2,3.9,"37029 Cook St., Suite 101 Palm Desert, CA  92211 ",72,Italian,$30 and under,Palm Desert,http://www.pizzeriavillagio.com,info@pizzeriavillagio.com,(760) 779-5050,3.9 / 5,Traditional Italian food with creative presentations and consistently good. Waitstaff always upbeat and ready to make suggestions.,06/20/2012
POM - Fantasy Springs Resort & Casino,http://www.opentable.com/pom-fantasy-springs-resort-and-casino?scpref=109&tab=2,4.5,"84-245 Indio Springs Parkway Indio, CA  92203 ",45,Contemporary American,$30 and under,Indio,http://www.fantasyspringsresort.com,"",(800) 827-2946,4.4 / 5,"I've given many, many reviews to POM because they are always a great restaurant and consistently provide great food. I never hesitate to take anyone to POM because I just know that it will always be a good time.",07/12/2012
Rockwood Grill and Blue Star Lounge,http://www.opentable.com/rockwood-grill-and-blue-star-lounge?scpref=109&tab=2,4.3,"74855 Country Club Drive Palm Desert, CA  92260 ",8,American,$30 and under,Palm Desert,http://www.rockwoodgrill.com,"",(760) 341-1788,4.3 / 5,"I would definitely recommend Rockwood Grill. Has a variety of food options to please anyone that dines in. Whether you are looking for seafood, burgers, or even a salad, you will be well-fed with amazing food. For an appetizer, I would suggest the Spinach and Artichoke dip with Crab. AMAZING!!!",06/14/2012
Roscoe Grill,http://www.opentable.com/roscoe-grill?scpref=109&tab=2,4.0,"665 South Palm Canyon Drive Palm Springs, CA  92264 ",47,American,$30 and under,Palm Springs,http://www.roscoegrill.com,info@roscoegrill.com,(760) 322-6500,4 / 5,"First off, the Mojito was particularly good. The wild greens salad quite good, the swordfish dinner excellent (the rather rich sauce, usually a dangerous thing to try with fish, was surprisingly good - very distinctive), and the coconut cake also excellent. I'm one who's come to be prepared and even expect disappointments dining in Palm Springs, and can be quick to give negative feedback, but this meal was first-rate - and all 3 courses bundled together cost only $22.",07/14/2012
Roy's Rancho Mirage,http://www.opentable.com/roys-rancho-mirage?scpref=109&tab=2,4.5,"71959 Highway 111 Rancho Mirage, CA  92270 ",149,Seafood,$30 and under,Rancho Mirage,http://www.roysrestaurant.com,ranchomirage@roysrestaurant.com,(760) 340-9044,4.5 / 5,outstanding food and service. Great Job Crew works as a team.,07/02/2012
Ruth's Chris Steak House - Palm Desert,http://www.opentable.com/ruths-chris-steak-house-palm-desert?scpref=109&tab=2,4.5,"74740 Highway 111 Palm Desert, CA  92260 ",109,Steak,$31 to $50,Palm Desert,http://www.ruthschris.com/Steak-House/3507/Palm-Desert,palmdesert@ruthschris.com,(760) 779-1998,4.5 / 5,"Ruth's Chris has always been our favorite steak house (we have dined in many, from New Orleans to San Francisco). The steaks are always the best, and the service is usually impeccable. This is definitely the best steak house in the Coachella Valley!",07/15/2012
Sammy G's Tuscan Grill,http://www.opentable.com/sammy-gs-tuscan-grill?scpref=109&tab=2,4.0,"265 S. Palm Canyon Drive Palm Springs, CA  92262 ",52,Italian,$30 and under,Palm Springs,http://sammygsrestaurant.com/,sal@sammygsrestaurant.com,(760) 320-8041,4 / 5,"Heather was the best waitress, she examples the menu & told us jokes",07/16/2012
Sirocco - Renaissance Resort & Spa,http://www.opentable.com/sirocco-renaissance-resort-and-spa?scpref=109&tab=2,4.4,"44400 Indian Wells Lane Indian Wells, CA  92210 ",40,Italian,$31 to $50,Indian Wells,http://renaissanceesmeralda.com,marlena.espejo@marriott.com,(760) 773-4444 x62,4.4 / 5,"This is a very good restaurant. It was our first visit to this restaurant, but we will return again. The menu has a good selection of Italian meals and the waiter said if you have a favorite Italian dish that is not on the menu, our chef will do his best to make it for you.The service was 10/10. Our waiter Elliott was a seasoned veteran and provided the best service we have experienced in the Coachella Valley. Valet parking at the front of the hotel was very efficient. The restaurant manager came by during the meal to make sure everything was good and thank us for joining them. He was also waiting at the door as we left to serve us complimentaru giftwrapped Biscotti's to go.There is alo a great lounge in the foyer of the hotel.",07/21/2012
Solano's Bistro in Old Town La Quinta,http://www.opentable.com/solanos-bistro-in-old-town-la-quinta?scpref=109&tab=2,4.4,"78075 Main Street Suite 105-106 La Quinta, CA  92253",159,Contemporary American,$30 and under,La Quinta,http://www.solanosbistro.com,"",(760) 771-6655,4.4 / 5,This restaurant was surprisingly good. We all had seafood which was cooked to perfection. The scallops and shrimp with beurre blanc were outstanding.,07/20/2012
Spencer's Restaurant,http://www.opentable.com/spencers-restaurant?scpref=109&tab=2,4.4,"701 W. Baristo Palm Springs, CA  92262 ",289,American,$31 to $50,Palm Springs,http://www.spencersrestaurant.com,info@spencersrestaurant.com,(760) 327-3446,4.4 / 5,"We always enjoy Spencer's, especially the outdoor lanai dining area.",07/17/2012
The Steakhouse at Agua Caliente,http://www.opentable.com/the-steakhouse-at-agua-caliente?scpref=109&tab=2,4.1,"32250 Bob Hope Dr Rancho Mirage, CA  92270 ",48,Steak,$31 to $50,Rancho Mirage,http://www.hotwatercasino.com/acc_steakhouse.html,"",(888) 999-1995,4.1 / 5,"Went for date night w/ hubby! :) Very good service and good food. Romantic dinner setting, upscale and quiet...Not for kids/families.Have had better seasoned steaks and courses but this is great given the competition in the area. It is local and intimate; will definitely return",07/20/2012
Steakhouse at the Spa,http://www.opentable.com/steakhouse-at-the-spa?scpref=109&tab=2,3.7,"401 East Amado Road Palm Springs, CA  92262 ",24,Steakhouse,$31 to $50,Palm Springs,http://www.sparesortcasino.com,KRockwell@srcmail.net,(760) 883-1060,3.7 / 5,The noise from the casino is very annoying. Poor planning in design. This is a very expensive steak house and the ambience is destroyed by the constant noise of slot machines. Overall the food was very good but certainly not worthy of the very steep price. This is my 3rd visit and will be my last.,07/16/2012
Sullivan's Steakhouse - Palm Desert,http://www.opentable.com/sullivans-steakhouse-palm-desert?scpref=109&tab=2,4.4,"73505 El Paseo Suite 2600 Palm Desert, CA  92260",163,Steakhouse,$31 to $50,Palm Desert,http://sullivansteakhouse.com,sullivans.palmdesert@dfrg.com,(760) 341-3560,4.4 / 5,Sullivans is always excellent. Great place to go. The service and food are terrific.Ask for Ericka to serve you. She is wonderful!,07/21/2012
"Three Sixty North, Lounge + Restaurant",http://www.opentable.com/three-sixty-north-lounge-and-restaurant?scpref=109&tab=2,3.6,"360 North Palm Canyon Dr. Palm Springs, CA  92262 ",18,American,$30 and under,Palm Springs,http://www.threesixtynorth.com,info@threesixtynorth.com,(760) 327-1773,3.6 / 5,Our waitress was the most inattentive waitress I have ever seen. One waitress for the whole place and she still stood around. Our drink bill would have been doubled if was a good waitress. Two of us ordered a special martini off the dinner menu and no one knew how to make it. The manager sat in the corner and smoked cigarettes and did not have a concern in the world.,05/27/2012
Tinto - The Saguaro - Palm Springs,http://www.opentable.com/tinto-the-saguaro-palm-springs?scpref=109&tab=2,4.2,"1800 East Palm Canyon Palm Springs, CA  92264 ",246,Basque,$31 to $50,Palm Springs,http://www.tintorestaurant.com,james.hanke@garcesgroup.com,(760) 322-1900,4.2 / 5,In my opinion the best place in the desert. The food is wildly creative and different. The wine list is unique and expansive. Most food served as tapas so a great way to sample many new dishes. My only criticism is that the concrete floor and high ceilings make for a very loud environment.,07/21/2012
Tommy Bahama's Restaurant & Bar - Palm Desert,http://www.opentable.com/tommy-bahamas-restaurant-and-bar-palm-desert?scpref=109&tab=2,4.0,"73-595 El Paseo Palm Desert, CA  92260 ",132,Seafood,$30 and under,Palm Desert,http://www.tommybahama.com,PalmDesertEvents@tommybahama.com,(760) 836-0188,3.9 / 5,"I didn't give it a 5 Star rating because I think their prices are way too high but the food was excellent.However, if you wanted a vegetable with your dinner you had to pay extra! I had the crab stuffed shrimp & my husband had the 20oz rib-eye steak. Mine was excellent. His was under cooked even after the waiter came back saying reason for the wait for our food was because they had to put his steak in the oven since it was so thick.(He asked for well done!).But it was still pink inside but he said it was edible the way it was. The bread before the meal was a little too hard for my liking.Beautiful view even from inside since the restaurant is upstairs. This was our 1st time so finding it was a little tricky. Had to ask inside the store!",07/15/2012
Trilussa Ristorante,http://www.opentable.com/trilussa-ristorante?scpref=109&tab=2,4.2,"68-718 East Palm Canyon Drive, #401 Cathedral City, CA  92234 ",56,Italian,$30 and under,Palm Springs,http://www.trilussarestaurant.com,info@trilussarestaurant.com,(760) 328-2300,4.2 / 5,"Great food and service! Ordered off the Local's Prix Fix menu which had a ton of food for really cheap. The appetizer salad was really a whole salad. I left feeling nice and full. Whenever I return to Palm Springs, I would definitely go back to this place since the food was excellent. Everyone needs a good Italian Restaurant destination where ever they travel to.",07/07/2012
Trio Restaurant - Palm Springs,http://www.opentable.com/trio-restaurant-palm-springs?scpref=109&tab=2,4.3,"707 North Palm Canyon Palm Springs, CA  92262 ",470,American,$30 and under,Palm Springs,http://www.triopalmsprings.com,trio@triopalmsprings.com,(760) 864-8746,4.3 / 5,"Trio is a very happening place and seems to appeal to locals and tourists alike. We had a great meal and experienced wonderful service. Love this place! No complaints, would come back again and again.",07/21/2012
The Tropicale,http://www.opentable.com/the-tropicale?scpref=109&tab=2,4.4,"330 East Amado Road Palm Springs, CA  92262 ",265,Californian,$30 and under,Palm Springs,http://www.thetropicale.com,info@thetropicale.com,(760) 866-1952,4.4 / 5,"Palm Springs is lucky to have this gem of a restaurant in it's mix. Good fun, good service, lovely ambiance - Tropicale has it all.",07/21/2012
TWENTY6,http://www.opentable.com/twenty6-at-la-quinta-resort?scpref=109&tab=2,4.3,"Waldorf AstoriaLaquinta Resort &amp; Spa 49499 Eisenhower Drive La Quinta, CA  92253",37,American,$30 and under,La Quinta,http://www.laquintaresort.com/dining/twenty6/,clevyroseroot@laquintaresort.com,(760) 564-5720,4.3 / 5,We had a very good dinner. The food was excellent. The service was excellent. The fish and chips was better than what we had at a restaurant specializing seafood. The french dip roast beef sandwich was also excellent. The chef gave us an flatbread appetizer that was so good that we would probably have ordered it if we had known. The lollipop ice-cream that they gave us complimentary was great. Definitely would go back if we are in the area again.,07/20/2012
Wally's Desert Turtle,http://www.opentable.com/wallys-desert-turtle?scpref=109&tab=2,4.6,"71775 Highway 111 Rancho Mirage, CA  92270 ",58,Continental,$50 and over,Rancho Mirage,http://www.wallys-desert-turtle.com,wallysturtle@earthlink.net,(760) 568-9321,4.6 / 5,"The Best in the Desert for a special meal. Excellent food, impeccable service always.",05/19/2012
Wang's in the Desert,http://www.opentable.com/wangs-in-the-desert?scpref=109&tab=2,4.2,"424 South Indian Canyon Drive Palm Springs, CA  92262 ",158,Chinese,$30 and under,Palm Springs,http://www.wangsinthedesert.com,admin@wangsinthedesert.com,(760) 325-9264,4.2 / 5,"Best Chinese food in Palm Springs, but unfortunately that isn't saying much.",07/15/2012
Zin American Bistro,http://www.opentable.com/zin-american-bistro?scpref=109&tab=2,4.1,"198 S Palm Canyon Dr Palm Springs, CA  92262 ",118,Contemporary American,$30 and under,Palm Springs,http://pszin.com/,zin1ps@yahoo.com,(760) 322-6300,4.1 / 5,"Great calamari, and shrimp with risotto was cooked perfectly. Delicious, we will be back, also a great server, very attentive, whitty, and gave us great recommendations.",07/14/2012
