name,url,rating,address,total_reviews,cuisine,price,neighborhood,website,email,phone,review_rating,review_description,review_dine_date,marketing_url,marketing_id
Bluehour,http://www.opentable.com/bluehour?scpref=110&tab=2,4.4,"250 NW 13th Avenue Portland, OR  97209 ",231,Contemporary American,$31 to $50,Pearl District,http://www.bluehouronline.com,info@bluehouronline.com,(503) 226-3394,4.4 / 5,"The ambiance is outstanding.The server also was topnotch.The starters were also very good. the let down occurred when we tasted the main courses.My wife ordered the halibut, it was so strong tasting that she was tempted to send it back to the kitchen.I ordered the chicken it was ordinary ,at best . At the prices they command ,one would expect higher quality food.",8/15/12,http://www.pickgrapevine.com/wantmore2/bluehour,bluehour
Brasserie Montmartre,http://www.opentable.com/brasserie-montmartre?scpref=110&tab=2,4,"626 SW Park Ave Portland, OR  97205 ",158,French American,$30 and under,Downtown Portland - SW,http://www.brasserieportland.com/,info@brasserieportland.com,(503) 236-3036,4.0 / 5,"I was impressed by the menu, wine list and the knowledge from the Bar staff. We opted to sit outside, but our server was pretty much MIA the entire time. We purchased a bottle of wine, but basically poured our own water and wine the entire time. We also had to locate the server to order more food. After we finished, we had to ask for the check. We were not charged for the wine and let the server know. The server did return with the revised check, but went MIA again. We basically had to take it up front to pay the check. Over-all, the experience could have been great if the server was attentive. Not all the tables were full, so we are not sure what happened. If we do return, we will sit inside.",8/10/12,http://www.pickgrapevine.com/wantmore2/brasserie-montmartre,brasserie-montmartre
clarklewis,http://www.opentable.com/clarklewis?scpref=110&tab=2,4.2,"1001 SE Water Avenue Portland, OR  97214 ",214,Northwest,$31 to $50,Southeast Portland,http://www.clarklewispdx.com,info@clarklewispdx.com,(503) 235-2294,4.2 / 5,"Clarklewis is truly one of the finest restaurants in Portland, and these days, that is quite an accomplishment. I took my family of 4 (including 2 bottomless teens) for a night of fine dining, and everything on the Italian-esque menu was superb. We ordered the $55/person tasting menu (everyone at the table has to go for it) and they brought literally everything on the menu - 3 or 4 appetizers, salads, pastas, entres, and desserts. We had to take some home in a box - with my boys and fine dining, that may be the first time ever!",8/17/12,http://www.pickgrapevine.com/wantmore2/clarklewis,clarklewis
Cocotte,http://www.opentable.com/cocotte?scpref=110&tab=2,4.4,"2930 NE Killingsworth Portland, OR  97211 ",90,French,$30 and under,Downtown Portland - NE,http://www.cocottepdx.com,info@cocottepdx.com,(503) 227-2669,4.4 / 5,"As always, Cocotte came through with a fantastic dining experience. Food and service were both exemplary as we've come to expect. We don't understand why there is not always a line out the door of this place! Do Portlanders really know anything about good food??? Hmmmmm.",8/14/12,http://www.pickgrapevine.com/wantmore2/cocotte,cocotte
Coppia/Vino Paradiso,http://www.opentable.com/coppia-vino-paradiso?scpref=110&tab=2,4.2,"417 NW 10th Ave Portland, OR  97209 ",52,Italian,$31 to $50,Pearl District,http://www.CoppiaPortland.com,info@CoppiaPortland.com,(503) 295-9536,4.2 / 5,"Loved it! The food was mouthwatering and I liked everything. The service was amazing, our server brought us recommended wine with our dishes to try. He was always on top of everything. Our glasses were always full and he made sure we had a good transition from the main to the dessert.",8/18/12,http://www.pickgrapevine.com/wantmore2/coppia-vino-paradiso,coppia-vino-paradiso
Del Alma,http://www.opentable.com/del-alma?scpref=110&tab=2,4.6,"136 SW Washington Ave STE 102 Corvallis, OR  97333 ",62,Contemporary American,$31 to $50,Corvallis,http://www.delalmarestaurant.com,info@delalmarestaurant.com,(541) 753-2222,4.6 / 5,We sat outside and it was a beautiful day. Only four tables outside and service wasn't stellar which has been my experience in the past. I think they had a large party that maybe was slowing things down. I really like Del Alma however and will return.,8/18/12,http://www.pickgrapevine.com/wantmore2/del-alma,del-alma
Departure Restaurant and Lounge,http://www.opentable.com/departure-restaurant-and-lounge?scpref=110&tab=2,4.2,"525 SW Morrison Portland, OR  97204 ",220,Asian,$30 and under,Downtown,http://www.departureportland.com,info@departureportland.com,(503) 802-5370,4.2 / 5,"We had an excellent experience for my friend's birthday. Excellent service for our large group and the food, as always, was wonderful.",8/11/12,http://www.pickgrapevine.com/wantmore2/departure-restaurant-and-lounge,departure-restaurant-and-lounge
Dragonwell Bistro,http://www.opentable.com/dragonwell-bistro?scpref=110&tab=2,4.2,"735 Southwest 1st Avenue Portland, OR  97204 ",13,Chinese,$30 and under,Downtown Portland - SW,http://www.dragonwellbistro.com,info@dragonwellbistro.com,(503) 224-0800,4.2 / 5,"Not your typical Chinese restaurant - decor is elegant, service is attentive but not intruding, food is expertly prepared and a delight to the eyes as well as the palate. We ordered four entrees for four (rice is not included). Each of us raved about three of the dishes and were less enthusiastic about the fourth - but each of us had different three favorites.",8/3/12,http://www.pickgrapevine.com/wantmore2/dragonwell-bistro,dragonwell-bistro
East India Co. Grill & Bar,http://www.opentable.com/east-india-co-grill-and-bar?scpref=110&tab=2,4.1,"821 SW 11th Ave Portland, OR  97205 ",55,Indian,$30 and under,Downtown Portland - SW,http://www.eastindiacopdx.com,info@eastindiacopdx.com,(503) 227-8815,4.1 / 5,Unorganized wait staff. Our host/waitress was rude and not helpful. She seemed as if she didn't want to be there.,8/15/12,http://www.pickgrapevine.com/wantmore2/east-india-co-grill-and-bar,east-india-co-grill-and-bar
Broken Bread,http://www.opentable.com/broken-bread?scpref=110&tab=2,4.4,"1128 Edgewater St Northwest Salem, OR  97304 ",37,American,$30 and under,Salem,http://www.eatbrokenbread.com,info@eatbrokenbread.com,(503) 990-7117,4.4 / 5,"We had a 6:00 reservation. We were the only ones there. Another couple came in during our stay & ate on the patio. We started out there, but it was too windy and traffic noise was too much. I ordered farm salad and duck legs and my husband the soup and meat loaf. The soup and salad were good, as well as the bread. The grilled veggies we both had were good too. But, the duck and meat loaf were over done. Yes, the duck ""fell off the bone,"" like the waiter said, but it was dry and cooked with a burnt sugar ""glaze"" that was so strong I couldn't taste any duck flavor. And I did not the care at all for the confeit. The meat loaf had the same glaze & was just okay. I like the idea of using products from local farmers, but we won't be back.",8/9/12,http://www.pickgrapevine.com/wantmore2/broken-bread,broken-bread
Elevation,http://www.opentable.com/elevation?scpref=110&tab=2,4.4,"2555 NW Campus Village Way Bend, OR  97701 ",84,Northwest,$30 and under,Bend,http://www.elevationbend.com,info@elevationbend.com,(877) 541-2433,4.4 / 5,I love Elevation! It is an extremely enjoyable experience being served by the students. The food was tasty and well-presented. I give Elevation nothing but high marks.,8/8/12,http://www.pickgrapevine.com/wantmore2/elevation,elevation
Genoa Restaurant,http://www.opentable.com/genoa-restaurant?scpref=110&tab=2,4.7,"2832 SE Belmont S Portland, OR  97214 ",77,Italian,$50 and over,Southeast Portland,http://www.genoarestaurant.com,info@genoarestaurant.com,(503) 238-1464,4.7 / 5,Overall a very good experience. All courses were delicious & interesting. Service was excellent. A really enjoyable evening,8/12/12,http://www.pickgrapevine.com/wantmore2/genoa-restaurant,genoa-restaurant
Gilt Club,http://www.opentable.com/gilt-club?scpref=110&tab=2,3.9,"306 NW Broadway Portland, OR  97209 ",88,American,$30 and under,Downtown Portland - NW,http://www.giltclub.com,info@giltclub.com,(503) 222-4458,3.9 / 5,"LOVE this little gem. On the edge of the Pearl District, we stumbled upon Gilt out first night in Portland. We THOUGHT we were foodies until Gilt... Both the bartender and the chef broadened our horizons in the most fascinating and delicious ways. Recommend the Bocadillo cocktail. It is ""out there"" but fits right in in Portland!",8/11/12,http://www.pickgrapevine.com/wantmore2/gilt-club,gilt-club
H5O bistro & bar,http://www.opentable.com/h5o-bistro-and-bar?scpref=110&tab=2,4.2,"50 SW Morrison Street Portland, OR  97204 ",31,American,$30 and under,Downtown,http://www.h5obistro.com,info@h5obistro.com,(503) 484-1415,4.2 / 5,"The food was amazing. We had the truffle fries, salmon, steak and soup along with dessert and everyone was satisfied.",8/9/12,http://www.pickgrapevine.com/wantmore2/h5o-bistro-and-bar,h5o-bistro-and-bar
Iorio Restaurant,http://www.opentable.com/iorio-restaurant?scpref=110&tab=2,4.5,"912 Southeast Hawthorne Boulevard Portland, OR  97214 ",162,Italian,$30 and under,Southeast Portland,http://www.ioriorestaurant.com,info@ioriorestaurant.com,(503) 445-4716,4.5 / 5,"We have been in Portland for 12 years living on a teachers salary we don't often get to sample the higher end restaurants. After much study for our anniversary we picked Iorios. It was a smashing success. Great atmosphere, the waitstaff were attentive without hovering, The owner, Chris, visited every table and welcomed everyone, but all that aside it is really about the food which was wonderful. My husband is spoiled by my cooking and would rather eat at home, I love going out. The food at Iorios satisfied both of us. Please go, you will not be disappointed.",8/11/12,http://www.pickgrapevine.com/wantmore2/iorio-restaurant,iorio-restaurant
Ivories Jazz Lounge and Restaurant,http://www.opentable.com/ivories-jazz-lounge-and-restaurant?scpref=110&tab=2,3.9,"1435 NW Flanders Portland, OR  97219 ",9,American,$30 and under,Downtown Portland - NW,http://www.ivoriesjazz.com,info@ivoriesjazz.com,(503) 241-6514,3.9 / 5,Great place to have a snack & listen to music. Food is not that special.,8/4/12,http://www.pickgrapevine.com/wantmore2/ivories-jazz-lounge-and-restaurant,ivories-jazz-lounge-and-restaurant
June,http://www.opentable.com/june?scpref=110&tab=2,4.5,"2215 E Burnside St Portland, OR  97214 ",26,Contemporary French,$31 to $50,Downtown Portland - NE,http://www.junepdx.com,info@junepdx.com,(503) 477-4655,4.5 / 5,Hands down one of the best meals I've had in PDX ever!,8/10/12,http://www.pickgrapevine.com/wantmore2/june,june
Le Pigeon,http://www.opentable.com/le-pigeon?scpref=110&tab=2,4.6,"738 E Burnside St Portland, OR  97214 ",211,French,$31 to $50,Downtown Portland - NE,http://www.lepigeon.com/,info@lepigeon.com,(503) 546-8796,4.6 / 5,"Amazing food and service!! One of the best meals I've had. Get the foie gras profiteroles, you won't be sorry! Great foodie restaurant without being stuffy.",8/15/12,http://www.pickgrapevine.com/wantmore2/le-pigeon,le-pigeon
Limo Peruvian Restaurant,http://www.opentable.com/limo-peruvian-restaurant?scpref=110&tab=2,4,"2340 NW Westover Rd Portland, OR  97209 ",28,Peruvian,$30 and under,Downtown Portland - NW,http://www.limorestaurant.com,info@limorestaurant.com,(503) 477-8348,4.0 / 5,"Very good food. Service spotty. Very warm evening and sat outside. Not all workers knowledgable about the menu. Had classic ceviche. Very generous portion, but almost too much lime juice. Had octopus potato appetizer. Very nice presentation and great flavor, but octopus a little chewy. Cau Cau for entree which was excellent, but rice was a little underdone. Reasonably priced.",8/11/12,http://www.pickgrapevine.com/wantmore2/limo-peruvian-restaurant,limo-peruvian-restaurant
Lincoln Restaurant,http://www.opentable.com/lincoln-restaurant?scpref=110&tab=2,4.2,"3808 N Williams Ave Ste 127 Portland, OR  97227-1468 ",139,American,$30 and under,Downtown Portland - NE,http://www.lincolnpdx.com,info@lincolnpdx.com,(503) 288-6200,4.2 / 5,"Lincoln continues to be one of my all time favorites, especially for visiting guests.",6/22/12,http://www.pickgrapevine.com/wantmore2/lincoln-restaurant,lincoln-restaurant
Little Bird,http://www.opentable.com/little-bird?scpref=110&tab=2,4.5,"219 SW 6th Ave Portland, OR  97204 ",280,French,$31 to $50,Downtown Portland - SW,http://www.littlebirdbistro.com,info@littlebirdbistro.com,(503) 688-5952,4.5 / 5,"this was our first time dining at Little Bird. We are foodies and we loved the food. We had the trout and the duck and both were excellent, beautifully prepared and presented. This restaurant will become a favorite of ours.",8/14/12,http://www.pickgrapevine.com/wantmore2/little-bird,little-bird
Madison's Grill,http://www.opentable.com/madisons-grill?scpref=110&tab=2,4,"1109 SE Madison Street Portland, OR  97214 ",5,American,$30 and under,Downtown Portland - SE,http://www.madisonsgrill.com,info@madisonsgrill.com,(503) 230-2471,4.0 / 5,"Made reservations at Madison's Grill for a group of 15 folks looking for a great lunch spot. We were a little late, no problem! The service provided by Madison's staff was great, very friendly. Everyone enjoyed the food, especially the onion rings.",7/19/12,http://www.pickgrapevine.com/wantmore2/madisons-grill,madisons-grill
Mama Mia Trattoria,http://www.opentable.com/mama-mia-trattoria?scpref=110&tab=2,4.2,"439 SW 2nd Ave (Downtown) Portland, OR  97204 ",112,Italian,$30 and under,Downtown Portland - SW,http://mamamiatrattoria.com,info@mamamiatrattoria.com,(503) 295-6464,4.2 / 5,The small room to the side of the dining area is great for small meetings [could hear everyone].,8/13/12,http://www.pickgrapevine.com/wantmore2/mama-mia-trattoria,mama-mia-trattoria
Masu Sushi,http://www.opentable.com/masu-sushi?scpref=110&tab=2,4.3,"406 SW 13th Avenue Portland, OR  97205 ",47,Sushi,$30 and under,Downtown,http://www.masusushi.com,info@masusushi.com,(503) 221-6278,4.3 / 5,"This was my first Masu dining experience and i was completely ""wow'd"" from the appetizers to the sake selections. The waitress gladly recommended her own favorites when we asked. Which all turned out to great pics! I'm already planning my return tripz Awesome! Make sure you try the mount saint helenz sushi roll!! You'll be surprise how awesome the dish is!",8/10/12,http://www.pickgrapevine.com/wantmore2/masu-sushi,masu-sushi
Meriwether's Restaurant & Skyline Farm,http://www.opentable.com/meriwethers-restaurant-and-skyline-farm?scpref=110&tab=2,4.3,"2601 NW Vaughn Street Portland, OR  97210 ",268,Northwest,$30 and under,Downtown Portland - NW,http://www.meriwethersnw.com,info@meriwethersnw.com,(503) 228-1250,4.3 / 5,"This was a 3rd time at Meriwether's--other 2 were for lunch. The service was very good compared to lunch slowness and incompetence. The waiter was helpful, and paid attention to our needs without intruding. Too bad they were out of the specials by our 8:00 pm reservation. We did have to wait for half an hour, even though the table we were seated at was sitting empty from the time we came in, not sure what that was about except the hostess seemed scattered and not on top of the turn overs. The patio ambiance was magical. Be aware, the portions are tiny from the boards up to full entrees, so expect to do 3-4 courses to be full. Overall a pleasant experience with friends.",8/18/12,http://www.pickgrapevine.com/wantmore2/meriwethers-restaurant-and-skyline-farm,meriwethers-restaurant-and-skyline-farm
Monteaux's Public House,http://www.opentable.com/monteauxs-public-house?scpref=110&tab=2,4.2,"16165 SW Regatta Lane, STE 1000 Beaverton, OR  97006 ",17,American,$30 and under,Beaverton,http://www.monteauxs.com,info@monteauxs.com,(503) 439-9942,4.2 / 5,food and service were GREAT! we will be going back for sure! The waiter was very friendly and honest when asked about menu.,7/13/12,http://www.pickgrapevine.com/wantmore2/monteauxs-public-house,monteauxs-public-house
Ned Ludd,http://www.opentable.com/ned-ludd?scpref=110&tab=2,4.4,"3925 NE MLK Blvd Portland, OR  97212 ",137,Northwest,$30 and under,Downtown Portland - NE,http://nedluddpdx.com,info@nedluddpdx.com,(503) 288-6900,4.4 / 5,"Lovely summer dinner, the waitstaff was friendly but unobtrusive and the dining room is adorable.",8/14/12,http://www.pickgrapevine.com/wantmore2/ned-ludd,ned-ludd
The Original,http://www.opentable.com/the-original?scpref=110&tab=2,4.1,"300 SW 6th St Portland, OR  97204 ",58,American,$30 and under,Downtown,http://www.originaldinerant.com,info@originaldinerant.com,(503) 546-2666,4.1 / 5,"Took my wife too the Oregon coast for her birthday and spent a couple nights enjoying the sights and sounds of Portland. Looking for a cool place for brunch our last day and found the Original and what a find. Cool place, great people and outstanding food. Food is off the chart and the polenta cakes my wife had were to die for. Keep up the good eats.Don D - Colorado Springs CO.",8/18/12,http://www.pickgrapevine.com/wantmore2/the-original,the-original
Ox & Fin,http://www.opentable.com/ox-and-fin?scpref=110&tab=2,4.2,"105 Oakway Center Eugene, OR  97401 ",72,Steakhouse,$30 and under,Eugene,http://www.oxandfin.com,info@oxandfin.com,(541) 302-3000,4.2 / 5,"Our last meal at Osteria Sfizio, as it now has a new name. We are hoping for the same wonderful food and atmosphere in the future.",7/21/12,http://www.pickgrapevine.com/wantmore2/ox-and-fin,ox-and-fin
Paadee,http://www.opentable.com/paadee?scpref=110&tab=2,4,"6 SE 28th Avenue Portland, OR  97219 ",5,Thai,$30 and under,Downtown Portland - SE,http://paadeepdx.com/,info@paadeepdx.com,(503) 360-1453,4.0 / 5,"Great cocktails and happy hour menu. Air conditioning was weak on very hot day--so we were eager to leave as it was uncomfortably warm, but the food would take me back.",8/4/12,http://www.pickgrapevine.com/wantmore2/paadee,paadee
Park Kitchen,http://www.opentable.com/park-kitchen?scpref=110&tab=2,4.4,"422 NW 8th Ave Portland, OR  97209 ",120,Contemporary American,$31 to $50,Downtown Portland - NW,http://www.parkkitchen.com,info@parkkitchen.com,(503) 223-7275,4.4 / 5,"Amazing place. I booked the reservation a few months before traveling based on the reviews on the OpenTable website. We were celebrating our first wedding anniversary and travel to Portland, OR from Seattle, WA for the weekend. The waitstaff were courteous and polite. We ordered from the appetizer/small plate section and everything we had was superb -- from the cucumber soup with shrimp to tuna salad or the flank steak salad. The double chocolate tart with hazelnut ice cream was the perfect was to end the evening.",8/11/12,http://www.pickgrapevine.com/wantmore2/park-kitchen,park-kitchen
Pine Tavern Restaurant,http://www.opentable.com/pine-tavern-restaurant?scpref=110&tab=2,4.2,"967 NW Brooks Street Bend, OR  97701 ",97,American,$30 and under,Bend,http://www.pinetavern.com,info@pinetavern.com,(541) 382-5581,4.2 / 5,"This is a nice neighborhood restaurant. The food is standard fare, but not memorable. The kitchen was efficient, but I can't see why they charge $8 to split a dish. The prime rib looked great, and my dinner guest said it was very succulent. He enjoyed the brusselsprout salad as well. I had the Dungeness Crab Louie, and that was a bit disappointing. The dressing was great though, and they will serve it on the side. The kids ordered macaroni and cheese, and I was surprised it came out in such a big bowl. Neither of the kids finished it, and I felt like we could have split one order for them both. The highlight of the night was the dessert that the waitress brought out for the birthday boy! It was a huge piece of ice cream cake!",8/13/12,http://www.pickgrapevine.com/wantmore2/pine-tavern-restaurant,pine-tavern-restaurant
Portland Seafood Co. - Mall 205,http://www.opentable.com/portland-seafood-co-mall-205?scpref=110&tab=2,3.7,"9722 SE Washington Street Portland, OR  97216 ",24,Seafood,$30 and under,Downtown Portland - SE,http://portlandseafoodcompany.com,info@portlandseafoodcompany.com,(503) 255-2722,3.7 / 5,"My friends GPS gave him directions to the restaurant on the other side of town. The staff was very nice and attentive to me while I waited the 40 minutes until he arrived. We had the crusted halibut that was very tasty and cooked well. I loved the New England Chowder but neither one of us liked the Manhattan fish chowder very well. Other than that, super dining experience and we will be back.",8/16/12,http://www.pickgrapevine.com/wantmore2/portland-seafood-co-mall-205,portland-seafood-co-mall-205
Portland Seafood Co. - Washington Square,http://www.opentable.com/portland-seafood-co-washington-square?scpref=110&tab=2,3.9,"9699 SW Washtington Square Road Tigard, OR  97223 ",30,Seafood,$30 and under,Tigard,http://www.portlandseafoodcompany.com,info@portlandseafoodcompany.com,(206) 575-7454,3.9 / 5,"There was 10 in our party. The food took a very long time to arrive (longer than it should have) and one person in our party asked for sugar three times and never got it. Sad. That being said, the food was very good. Mixed review.",8/16/12,http://www.pickgrapevine.com/wantmore2/portland-seafood-co-washington-square,portland-seafood-co-washington-square
Portobello Vegan Trattoria,http://www.opentable.com/portobello-vegan-trattoria?scpref=110&tab=2,4.6,"1125 SE Division Street Suite 102 Portland, OR  97202",108,Northwest,$30 and under,Downtown Portland - SE,http://portobellopdx.com,info@portobellopdx.com,(503) 754-5993,4.6 / 5,"A wonderful and most special dinner was had by the 6 of us. The food was AMAZING - we had the Beet Tartare, Mushrooms and trumpet mushroom fries with sauce for appetizers. Cocktails are tasty and creative and the service was exceptional. I had the Deep Cornmeal Pie and others at my table had the Gnocchi and the Manicotti...all were devoured. I will be back for sure!",8/17/12,http://www.pickgrapevine.com/wantmore2/portobello-vegan-trattoria,portobello-vegan-trattoria
Riffle NW,http://www.opentable.com/riffle-nw?scpref=110&tab=2,4.1,"333 NW 13th  Ave Portland, OR  97209 ",168,Seafood,$30 and under,Pearl District,http://www.rifflenw.com,info@rifflenw.com,(503) 894-8978,4.1 / 5,Food was excellent will be going again!,8/17/12,http://www.pickgrapevine.com/wantmore2/riffle-nw,riffle-nw
Saucebox,http://www.opentable.com/saucebox?scpref=110&tab=2,3.9,"214 SW Broadway Portland, OR  97205 ",75,Asian,$30 and under,Downtown,http://www.saucebox.com,info@saucebox.com,(503) 241-3393,3.9 / 5,Loved Saucebox and cannot wait to go back.,8/11/12,http://www.pickgrapevine.com/wantmore2/saucebox,saucebox
Serratto,http://www.opentable.com/serratto?scpref=110&tab=2,4.3,"2112 NW Kearney St Portland, OR  97210 ",122,Mediterranean,$30 and under,Downtown Portland - NW,http://www.serratto.com,info@serratto.com,(503) 221-1195,4.3 / 5,"We were able to sit outside on a lovely evening. The services was some of the best we have experienced in Portland. I had the rack of lamb and he had the cioppino, both were outstanding.",8/18/12,http://www.pickgrapevine.com/wantmore2/serratto,serratto
St Jack,http://www.opentable.com/st-jack?scpref=110&tab=2,4.5,"2039 SE Clinton Street Portland, OR  97202 ",160,French,$30 and under,Southeast Portland,http://www.stjackpdx.com,info@stjackpdx.com,(503) 360-1281,4.5 / 5,"A fantastic ""total package"" restaurant with a strong emphasis on service and customer care",8/18/12,http://www.pickgrapevine.com/wantmore2/st-jack,st-jack
The Bay House (OR),http://www.opentable.com/the-bay-house-or?scpref=110&tab=2,4.7,"5911 SW Hwy 101 Lincoln City, OR  97367 ",12,American,$31 to $50,Lincoln City,http://www.thebayhouse.org/,info@thebayhouse.org,(541) 996-3222,4.7 / 5,Wonderful food in an area with limited options. We've eaten there numerous times while staying at Salishan Resort and the food and service are always consistently great.,8/11/12,http://www.pickgrapevine.com/wantmore2/the-bay-house-or,the-bay-house-or
The Bent Brick,http://www.opentable.com/the-bent-brick?scpref=110&tab=2,4,"1639 NW Marshall Street Portland, OR  97209 ",63,Contemporary American,$30 and under,Downtown Portland - NW,http://www.thebentbrick.com,info@thebentbrick.com,(503) 688-1655,4.0 / 5,"Great meal. If you're with a group that is game to get the whole menu, I would recommend it highly. It's a great way to taste everything and have a lot of fun doing it.",8/10/12,http://www.pickgrapevine.com/wantmore2/the-bent-brick,the-bent-brick
The Parish,http://www.opentable.com/the-parish?scpref=110&tab=2,3.6,"231 NW 11th Ave Portland, OR  97209 ",140,Cajun,$30 and under,Pearl District,http://www.theparishpdx.com,info@theparishpdx.com,(503) 227-2421,3.6 / 5,"Great food and service. I so miss The Cajun Cafe, NW 21st and Lovejoy, from years ago (the 80's maybe?)...I was VERY young then but remember it as being consistently so good! Hope Parish is around for a long time with more yummy Cajun dishes!",8/18/12,http://www.pickgrapevine.com/wantmore2/the-parish,the-parish
Thirst Wine Bar & Bistro,http://www.opentable.com/thirst-wine-bar-and-bistro?scpref=110&tab=2,3.8,"0315 Sw Montgomery Suite 340 Portland, OR  97201 ",77,Northwest,$30 and under,Downtown,http://www.thirstwinebar.com,info@thirstwinebar.com,(503) 295-2747,3.8 / 5,Poor and slow service. Very few choices on the menu.,8/14/12,http://www.pickgrapevine.com/wantmore2/thirst-wine-bar-and-bistro,thirst-wine-bar-and-bistro
Three Degrees,http://www.opentable.com/three-degrees?scpref=110&tab=2,4.1,"1510 SW Harbor Way Portland, OR  97201 ",74,Contemporary American,$30 and under,Downtown,http://www.threedegreesrestaurant.com,info@threedegreesrestaurant.com,(503) 295-6166,4.1 / 5,"My experience there was somewhat colored by the noise level; but that was coming from the harbor and not the restaurant. So much for things out of the restaurant's control. Now to specifics: The food was simply amazing. Risotto is a difficult thing to make. They made it look easy; it was perfect. The steak was perfectly prepared, spiced just right and exactly the right temperature(true medium rare)- tender, juicy and virtually melted in the mouth. The chicken was simply perfect. This restaurant is probably worth 5 Michelin stars... I wonder if they've been rated... and the prices were commensurate with the setting, the quality and the ambiance. I'll be back.",8/18/12,http://www.pickgrapevine.com/wantmore2/three-degrees,three-degrees
Tabla Mediterranean Bistro,http://www.opentable.com/tabla-mediterranean-bistro?scpref=110&tab=2,4.3,"200 NE 28th Avenue Portland, OR  97232 ",113,Mediterranean,$30 and under,Downtown Portland - NE,http://www.tmbistro.com,info@tmbistro.com,(503) 238-3777,4.3 / 5,Great outdoor seating for a hot Portland night! Food and service wonderful.,8/13/12,http://www.pickgrapevine.com/wantmore2/tabla-mediterranean-bistro,tabla-mediterranean-bistro
Touche Restaurant & Bar,http://www.opentable.com/touche-restaurant-and-bar?scpref=110&tab=2,3.5,"1425 NW Glisan St Portland, OR  97209 ",41,Mediterranean,$30 and under,Downtown Portland - NW,http://www.touchepdx.com/,info@touchepdx.com,(503) 221-1150,3.5 / 5,We went there for a birthday celebration. Made reservations and did not have to wait. It was surprisingly slow for a Saturday night at 7pm. Drink selection was limited due to a water advisory so that put a damper on our cocktail selection--no fault of the restaurant. I ordered a lemon chicken fettuchini dish which was not bad but not spectacular either (a little bland tasting with not alot of chicken).,7/21/12,http://www.pickgrapevine.com/wantmore2/touche-restaurant-and-bar,touche-restaurant-and-bar
Trader Vic's,http://www.opentable.com/trader-vics?scpref=110&tab=2,3.9,"1203 NW Glisan Portland, OR  97209 ",149,"Global, International",$30 and under,Pearl District,http://www.tradervicspdx.com,info@tradervicspdx.com,(503) 467-2277,3.9 / 5,"A friend and I went to enjoy the anniversary dinner -- it was exceptional. I had a 1944 mai tai....oh so good. What would I change? First: how about some Hawaiian music? Second: the waiter was good, mostly, but inconsistent. Most astonishing, at 8:23, he came to the table to tell us to leave because someone was coming at 8:30. He'd been slow to bring the bill but suddenly, we had to leave. This unhospitable end to the evening was unsettling.",8/18/12,http://www.pickgrapevine.com/wantmore2/trader-vics,trader-vics
Urban Farmer,http://www.opentable.com/urban-farmer?scpref=110&tab=2,4.2,"525 SW Morrison St. Portland, OR  97204 ",112,Steakhouse,$50 and over,Downtown,http://www.urbanfarmerrestaurant.com/,info@urbanfarmerrestaurant.com,(503) 222-4900,4.2 / 5,"Had visited Urban Farmer twice prior for lunch and had a lovely dinner experience with some out of town friends. All of us had wonderful entrees and enjoyed the family style sides. Our server went out of his way to make us feel comfortable and welcome, and I can't wait to try the various cheeses on my next trip.",8/12/12,http://www.pickgrapevine.com/wantmore2/urban-farmer,urban-farmer
Urban Fondue,http://www.opentable.com/urban-fondue?scpref=110&tab=2,4.4,"2114 NW Glisan Street Portland, OR  97210 ",118,Fondue,$30 and under,Downtown,http://www.urbanfondue.com,info@urbanfondue.com,(503) 242-1400,4.4 / 5,Great Martini's from their bar... Bartini.,8/18/12,http://www.pickgrapevine.com/wantmore2/urban-fondue,urban-fondue
The Wayfarer Restaurant and Lounge,http://www.opentable.com/the-wayfarer-restaurant-and-lounge?scpref=110&tab=2,4.1,"1190 Pacific Drive Cannon Beach, OR  97110 ",51,Northwest,$30 and under,Cannon Beach,http://www.wayfarer-restaurant.com,info@wayfarer-restaurant.com,(503) 436-1108,4.1 / 5,"In all fairness, a busy day at the beach but restaurant seemed understaffed. Prices were high for the portion of food. The Cedar Plank salmon tasted like the washed plank it was on instead of like salmon...would not recommend it on a busy night.",8/4/12,http://www.pickgrapevine.com/wantmore2/the-wayfarer-restaurant-and-lounge,the-wayfarer-restaurant-and-lounge
Wilf's Restaurant & Bar,http://www.opentable.com/wilfs-restaurant-and-bar?scpref=110&tab=2,3.8,"800 NW 6th Ave at Union Station Portland, OR  97209 ",48,American,$30 and under,Downtown Portland - NW,http://www.wilfsrestaurant.com/,info@wilfsrestaurant.com,(503) 223-0070,3.8 / 5,Matrix Morpheus chairs a bit odd... Food is good but pricey jazz was good,8/10/12,http://www.pickgrapevine.com/wantmore2/wilfs-restaurant-and-bar,wilfs-restaurant-and-bar
The Woodsman Tavern,http://www.opentable.com/the-woodsman-tavern?scpref=110&tab=2,4.3,"4537 SE Division St Portland, OR  97206 ",154,American,$31 to $50,Southeast Portland,http://woodsmantavern.com,info@woodsmantavern.com,(971) 373-8264,4.3 / 5,"It was good, not outstanding. Perhaps the food we ordered was not representational. Salad with bitter lettuces was so, so. The dessert with chocolate ice cream and a coconut macaroon was so, so. However, the Trout and the Tuna Nicoise were very good.The restaurant is extremely noisy.",8/17/12,http://www.pickgrapevine.com/wantmore2/the-woodsman-tavern,the-woodsman-tavern
